,title,height,length,art_type,medium_text,date_text,age,house,fecha,price,author,performance,source,country
11496,"Mujer sobre verde by René Portocarrero, Painted in 1963",24.0,19.0,Latin American Art, oil on canvas ,1963,59,Christie's,2019-05-23,34754.0, René Portocarrero,-420,Mutual Art,-
11499,"Cuadrato by Jesus-Rafael Soto, Executed in 1974",17.625,15.875,Latin American Art, acrylic on aluminum with painted metal ,1974,48,Christie's,2019-05-23,46339.0, Jesus-Rafael Soto,-420,Mutual Art,-
11504,"Burro espinado by Francisco Toledo, Painted in 1976",22.0,0.25,Latin American Art, gouache on paper ,1976,46,Christie's,2019-05-23,83989.0, Francisco Toledo,-420,Mutual Art,-
11505,"Untitled (Seated Woman) by Francisco Zuñiga, 1971",19.625,25.5,Modern & Contemporary Art, Watercolor and pastel on paper ,1971,51,"Heritage Auctions, Dallas",2019-05-23,7240.0, Francisco Zuñiga,-420,Mutual Art,-
11509,"Yucateca de cuclillas con naranja by Francisco Zuñiga, Executed in 1966",16.0,16.0,Latin American Art, light onyx ,1966,56,Christie's,2019-05-23,86885.0, Francisco Zuñiga,-420,Mutual Art,-
11510,"Tres cabezas by Francisco Toledo, Painted in 1987",9.0,0.75,Latin American Art, gouache and watercolor with ink on paper ,1987,35,Christie's,2019-05-23,34754.0, Francisco Toledo,-420,Mutual Art,-
11511,"Cuidad nocturna n°2 by Antonio Seguí, 1990",116.84,55.0,Contemporary Art, Acrylic on canvas ,1990,32,Tajan,2019-05-28,15134.0, Antonio Seguí,-420,Mutual Art,-
11513,"Perfil con sombrero by Rufino Tamayo, Executed in 1982",310.25,230.5,Latin American Art Online," Mixografía® in colors, on handmade paper ",1982,40,Christie's,2019-05-29,5068.0, Rufino Tamayo,-420,Mutual Art,-
11514,"Society Lady by Emilio Sanchez, Executed in 1946",150.5,110.5,Latin American Art Online, ink and watercolor on paper ,1946,76,Christie's,2019-05-29,4634.0, Emilio Sanchez,-420,Mutual Art,-
11516,"Mujer de pie con rebozo, María by Francisco Zuñiga, Executed in 1966",250.375,90.25,Latin American Art Online, bronze ,1966,56,Christie's,2019-05-29,15929.0, Francisco Zuñiga,-420,Mutual Art,-
11518,"Busto en rojo by Rufino Tamayo, Executed in 1984",220.375,300.25,Latin American Art Online," Mixografía® in colors, on handmade paper ",1984,38,Christie's,2019-05-29,4634.0, Rufino Tamayo,-420,Mutual Art,-
11519,"Seated Pair by Francisco Zuñiga, 1964",24.0,33.0,May Curated Collection - Day 1, Pastel on Paper ,1964,58,Ro Gallery,2019-05-29,2896.0, Francisco Zuñiga,-420,Mutual Art,-
11520,"Protesta by Rufino Tamayo, Executed in 1983",300.25,220.5,Latin American Art Online," Mixografía® in colors, on handmade paper ",1983,39,Christie's,2019-05-29,10861.0, Rufino Tamayo,-420,Mutual Art,-
11521,"Cabeza sobre fondo azul by Rufino Tamayo, Executed in 1984",30.0,22.0,Latin American Art Online," Mixografía® in colors, on handmade paper ",1984,38,Christie's,2019-05-29,6951.0, Rufino Tamayo,-420,Mutual Art,-
11522,"La pareja en su mundo by Joaquín Torres García, Executed in 1933",60.375,40.625,Latin American Art Online, ink on paper laid on board ,1933,89,Christie's,2019-05-29,18825.0, Joaquín Torres García,-420,Mutual Art,-
11523,"Hombre en la ventana by Rufino Tamayo, Executed in 1980",350.25,270.5,Latin American Art Online," Mixografía® in colors, on handmade paper ",1980,42,Christie's,2019-05-29,6082.0, Rufino Tamayo,-420,Mutual Art,-
11524,"Luna y sol by Rufino Tamayo, Executed in 1990",35.0,360.25,Latin American Art Online," Mixografía® in colors, on handmade paper ",1990,32,Christie's,2019-05-29,7964.0, Rufino Tamayo,-420,Mutual Art,-
11525,"Female Figures by Diego Rivera, 1955",40.64,21.0,The Riz Ortolani and Katyna Ranieri collection: Contemporary Art and Old Master Painting - I, pencil on paper ,1955,67,Maison Bibelot Auction House,2019-05-29,3225.0, Diego Rivera,-420,Mutual Art,-
11526,"Il Grito by Rufino Tamayo, 1965",200.66,5.0,The Riz Ortolani and Katyna Ranieri collection: Contemporary Art and Old Master Painting - I, lithograph ,1965,57,Maison Bibelot Auction House,2019-05-29,1128.0, Rufino Tamayo,-420,Mutual Art,-
11530,"La Spirale by Jesus-Rafael Soto, 1958-1969",1270.0,500.0,"Important Paintings, Sculptures, Watercolors, Drawings and Multiples"," Multiple. Silkscreen printed in colors on acrylic glass, with 4 metal rods attached to wooden plate ",1958,64,Germann Auctions,2019-06-03,5838.0, Jesus-Rafael Soto,-420,Mutual Art,-
11533,"Madre con niño by Francisco Zuñiga, 1969",120.65,63.0,"Kanarek Collection, Modern and Contemporary Art", Conté on paper ,1969,53,"Morton Auctions, Monte Athos",2019-06-06,5887.0, Francisco Zuñiga,-420,Mutual Art,-
11534,"Conejo en ojo de agua by Francisco Toledo, 1999",76.2,34.0,"Kanarek Collection, Modern and Contemporary Art", Engraving at drypoint ,1999,23,"Morton Auctions, Monte Athos",2019-06-06,883.0, Francisco Toledo,-420,Mutual Art,-
11536,"Sin título, de Prison Fantasies Suite by David Alfaro Siqueiros, 1968",116.84,35.0,"Kanarek Collection, Modern and Contemporary Art", Lithograph ,1968,54,"Morton Auctions, Monte Athos",2019-06-06,1119.0, David Alfaro Siqueiros,-420,Mutual Art,-
11537,"Mujercita de París by Rufino Tamayo, 1974",74.93,22.0,"Kanarek Collection, Modern and Contemporary Art", Mixography ,1974,48,"Morton Auctions, Monte Athos",2019-06-06,2002.0, Rufino Tamayo,-420,Mutual Art,-
11538,"Orinando by Francisco Toledo, 1985",142.24,38.0,"Kanarek Collection, Modern and Contemporary Art"," Etching, aquatint and xylography ",1985,37,"Morton Auctions, Monte Athos",2019-06-06,883.0, Francisco Toledo,-420,Mutual Art,-
11540,"Perfil con sombrero by Rufino Tamayo, 1982",200.66,59.5,"Paintings, Prints and Sculpture - Part III", mixography ,1982,40,"Mainichi Auction, Tokyo",2019-06-08,2784.0, Rufino Tamayo,-420,Mutual Art,-
11541,"Personajes con pajaros by Rufino Tamayo, 1988",275.082,86.9,"Paintings, Prints and Sculpture - Part III", mixography ,1988,34,"Mainichi Auction, Tokyo",2019-06-08,3212.0, Rufino Tamayo,-420,Mutual Art,-
11542,"Cabeza en gris from RUFINO TAMAYO 15 AGUAFUERTES by Rufino Tamayo, 1979",191.77,55.5,"Paintings, Prints and Sculpture - Part III"," etching, aquatint and carborundum ",1979,43,"Mainichi Auction, Tokyo",2019-06-08,1392.0, Rufino Tamayo,-420,Mutual Art,-
11546,"Ciegos en el Jardín by Antonio Seguí, 1980",36.0,25.5,"20th Century, Modern & Contemporary Fine Art", Mixed media on canvas ,1980,42,Stair Galleries,2019-06-08,6951.0, Antonio Seguí,-420,Mutual Art,-
11547,"Figura hieratica by Rufino Tamayo, 1979",190.5,55.7,"Paintings, Prints and Sculpture - Part III"," etching, aquatint and carborundum ",1979,43,"Mainichi Auction, Tokyo",2019-06-08,1392.0, Rufino Tamayo,-420,Mutual Art,-
11548,"Juglar by Rufino Tamayo, 1979",192.27800000000002,56.0,"Paintings, Prints and Sculpture - Part III"," etching, aquatint and carborundum ",1979,43,"Mainichi Auction, Tokyo",2019-06-08,1820.0, Rufino Tamayo,-420,Mutual Art,-
11549,"Cabeza con Sombrero by Rufino Tamayo, 1977",17.0,12.0,Fine & Decorative Arts, Mixograph in colors on paper ,1977,45,"Heritage Auctions, Dallas",2019-06-07,2896.0, Rufino Tamayo,-420,Mutual Art,-
11551,"Cabeza blanca from RUFINO TAMAYO 16 AGUAFUERTES by Rufino Tamayo, 1976",190.246,57.4,"Paintings, Prints and Sculpture - Part III"," etching, aquatint and carborundum ",1976,46,"Mainichi Auction, Tokyo",2019-06-08,1499.0, Rufino Tamayo,-420,Mutual Art,-
11552,"Cabeza en Rojo by Rufino Tamayo, 1973",29.75,22.0,Prints & Drawings at Auction, lithograph ,1973,49,Rachel Davis Fine Arts,2019-06-08,1738.0, Rufino Tamayo,-420,Mutual Art,-
11553,"La spirale by Jesus-Rafael Soto, 1955",19.6,19.6,Post War / Cont. Art II, Multiple ,1955,67,Ketterer Kunst,2019-06-08,13951.0, Jesus-Rafael Soto,-420,Mutual Art,-
11554,"Pescadoras by Francisco Zuñiga, 1981",30.0,22.0,Art & Design, color lithograph ,1981,41,Toomey & Co. Auctioneers,2019-06-09,828.0, Francisco Zuñiga,-420,Mutual Art,-
11559,"Tiratura 45 by Jesus-Rafael Soto, 1966",27.25,7.0,"Sunday, June 16th Furniture, Fine Art, Jewelry and Timepieces, Asian Art", painted wood construction ,1966,56,Clars Auction Gallery,2019-06-16,3765.0, Jesus-Rafael Soto,-420,Mutual Art,-
11563,"Grande Brijite Lacroix by André Pierre, circa 1970",104.14,20.0,André Malraux’s intimate collection, Oil on masonite panel ,1970,52,Artcurial,2019-06-19,6769.0, André Pierre,-420,Mutual Art,-
11571,"Sin título, de la serie Ventanas by Juan Soriano, 2005",200.66,60.0,Graphic Works, Lithography ,2005,17,"Morton Auctions, Monte Athos",2019-06-20,792.0, Juan Soriano,-420,Mutual Art,-
11578,"Hombre I by Rufino Tamayo, 1981",60.96,17.0,Graphic Works, Mixography ,1981,41,"Morton Auctions, Monte Athos",2019-06-20,1950.0, Rufino Tamayo,-420,Mutual Art,-
11582,"Domitila by Francisco Zuñiga, 1980",143.51,44.0,Graphic Works, Lithography ,1980,42,"Morton Auctions, Monte Athos",2019-06-20,731.0, Francisco Zuñiga,-420,Mutual Art,-
11586,"Caballo y avispas by Francisco Toledo, 1969",96.52,51.0,Graphic Works, Lithography ,1969,53,"Morton Auctions, Monte Athos",2019-06-20,2559.0, Francisco Toledo,-420,Mutual Art,-
11588,"""Pareja"" (""Couple"") by Juan Soriano, 1970",16.0,13.0,ABC: 3 Day Online-Only Auction (Day Three), ink on paper ,1970,52,Millea Bros.,2019-06-20,521.0, Juan Soriano,-420,Mutual Art,-
11589,"""Mujer con Conejos"" (""Woman with Rabbits"") by Francisco Toledo, circa 1970",14.0,9.5,ABC: 3 Day Online-Only Auction (Day Three), watercolor and ink on paper ,1970,52,Millea Bros.,2019-06-20,869.0, Francisco Toledo,-420,Mutual Art,-
11594,"20 Works: Sans Démagogie by Antonio Seguí, 1969-1972",67.0,51.0,Contemporary Creations, Portfolio ,1969,53,Tessier & Sarrou,2019-06-22,, Antonio Seguí,-420,Mutual Art,-
11599,"Brineando (Leap Frog) by Francisco Toledo, 1974",16.0,18.0,Online Only - Art & Antiques, Aquatint ,1974,48,Cottone Auctions,2019-06-26,869.0, Francisco Toledo,-420,Mutual Art,-
11600,"Set of 4 Works: Julian, Tilingo, Bacan, Tito et Boby by Antonio Seguí, 2002",40.5,20.5,Editions, Sculpture in painted cast resin ,2002,20,Piasa,2019-06-26,6851.0, Antonio Seguí,-420,Mutual Art,-
11603,"Piège de lumière by Jesus-Rafael Soto, 1965",119.38,29.2,Editions, Kinetic sculpture paper and silkscreen on painted wood with nylon thread ,1965,57,Piasa,2019-06-26,13702.0, Jesus-Rafael Soto,-420,Mutual Art,-
11605,"Azul con Rojo by Jesus-Rafael Soto, Executed in 1991",515.1120000000001,151.8,20th Century & Contemporary Art Evening Sale, enamel on wood ,1991,31,Phillips,2019-06-27,638581.0, Jesus-Rafael Soto,-420,Mutual Art,-
11608,"Gran Marrón by Jesus-Rafael Soto, Executed in 2001",203.2,152.1,20th Century & Contemporary Art Day Sale, acrylic on wood and metal ,2001,21,Phillips,2019-06-28,257369.0, Jesus-Rafael Soto,-420,Mutual Art,-
11611,"Court Jester by René Portocarrero, 1943",14.0,10.75,Fine Art Summer Selections -June, ink on paper ,1943,79,Hindman,2019-06-28,2190.0, René Portocarrero,-420,Mutual Art,-
11614,"Orange et virtuel bleu by Jesus-Rafael Soto, 1992-1999",198.12,52.0,Prints & Multiples, Colour screenprint ,1992,30,Koller,2019-06-29,2522.0, Jesus-Rafael Soto,-420,Mutual Art,-
11615,"LA NEGRESSE by Rufino Tamayo, 1969",27.0,21.0,Exclusive Inventory Reduction Event part II and part III of the Moskowitz Estates, color lithograph ,1969,53,Clark's Fine Art Gallery & Auctioneers Inc.,2019-06-29,1622.0, Rufino Tamayo,-420,Mutual Art,-
11617,"LA RUE LEPIC by Antonio Seguí, 1982",203.2,100.0,"Classical, Modern and Contemporary Painting and Sculpture.", Oil and silk paper marouflé on canvas ,1982,40,Roldan Auctions,2019-07-03,23169.0, Antonio Seguí,-420,Mutual Art,-
11619,"SIN TÍTULO by Antonio Seguí, 1960",76.2,40.0,"Classical, Modern and Contemporary Painting and Sculpture.", Oil and collage on canvas ,1960,62,Roldan Auctions,2019-07-03,5792.0, Antonio Seguí,-420,Mutual Art,-
11620,"CAJA CON SEÑORES by Antonio Seguí, 1963",635.0,200.0,"Classical, Modern and Contemporary Painting and Sculpture.", Oil on canvas ,1963,59,Roldan Auctions,2019-07-03,150601.0, Antonio Seguí,-420,Mutual Art,-
11621,"GAUCHO URBANO by Antonio Seguí, 2007",111.76,50.0,"Classical, Modern and Contemporary Painting and Sculpture.", Iron sculpture ,2007,15,Roldan Auctions,2019-07-03,13902.0, Antonio Seguí,-420,Mutual Art,-
11623,"Textura ciudadana by Antonio Seguí, 1989",185.42000000000002,91.0,Argentinian Paintings. European Paintings. Sculptures., Mixed technique ,1989,33,Martín Saráchaga,2019-07-04,, Antonio Seguí,-420,Mutual Art,-
11624,"Tronchi d´Alberi by Emilio Pettoruti, 1916",63.5,15.0,Argentinian Paintings. European Paintings. Sculptures., Graphite on paper ,1916,106,Martín Saráchaga,2019-07-04,, Emilio Pettoruti,-420,Mutual Art,-
11625,"Claridad en el riachuelo by Benito Quinquela Martin, Circa 1943",152.4,70.0,Argentinian Paintings. European Paintings. Sculptures., Oil on hardboard ,1943,79,Martín Saráchaga,2019-07-04,, Benito Quinquela Martin,-420,Mutual Art,-
11628,"Flores by René Portocarrero, 1970",129.54,40.0,20th Century Arts - Contemporary & Design, Oil on canvas ,1970,52,Drouot-Estimations,2019-07-05,11709.0, René Portocarrero,-420,Mutual Art,-
11631,"Hombre de gesto by Antonio Seguí, 1984",139.7,38.0,Contemporary Art, Mixed media on canvas ,1984,38,Tajan,2019-07-09,8438.0, Antonio Seguí,-420,Mutual Art,-
11638,"""Caminante"" by Antonio Seguí, 1988",76.2,20.0,Argentinian Paintings. European Paintings. Sculptures. Wines, Goauche ,1988,34,Martín Saráchaga,2019-07-10,, Antonio Seguí,-420,Mutual Art,-
11641,"""Vive como un capitalista"" by Antonio Seguí, 1970",127.0,65.0,Argentinian Paintings. European Paintings. Sculptures. Wines, Silkscreen printing ,1970,52,Martín Saráchaga,2019-07-10,, Antonio Seguí,-420,Mutual Art,-
11643,"Laying Nude by Francisco Zuñiga, 1961",27.0,33.0,"Sunday, July 14th Furniture, Fine Art, Jewelry and Timepieces, Asian Art", Crayon on paper ,1961,61,Clars Auction Gallery,2019-07-14,2201.0, Francisco Zuñiga,-420,Mutual Art,-
11645,"SIN TÍTULO by Antonio Seguí, 1976",740.5,740.5,Contemporary Art Online | New York, charcoal and pastel on canvas ,1976,46,Sotheby's,2019-07-18,26066.0, Antonio Seguí,-420,Mutual Art,-
11646,"Personage in Profile, from \'Rufino Tamayo 15 aquafuertes 1980\' by Rufino Tamayo, 1980",191.008,55.6,Auction, etching in colours ,1980,42,Mallet Japan,2019-07-19,2473.0, Rufino Tamayo,-420,Mutual Art,-
11647,"Sans Titre by Antonio Seguí, 1990",139.7,46.0,"Modern & Contemporary Paintings, Sculptures", Acrylic and collage on paper ,1990,32,Monte-Carlo Auction House,2019-07-21,7797.0, Antonio Seguí,-420,Mutual Art,-
11648,"TÊTE DE FEMME by Joaquín Torres García, 1928",,,Impressionist and Modern Art Online, Oil on cardboard mounted on panel ,1928,94,Sotheby's,2019-07-24,20273.0, Joaquín Torres García,-420,Mutual Art,-
11649,"CERRO LADIES by René Portocarrero, 1960",17.0,14.0,Impressionist and Modern Art Online, Gouache and watercolor on paper ,1960,62,Sotheby's,2019-07-24,7240.0, René Portocarrero,-420,Mutual Art,-
11650,"ROSAS by Alfredo Ramos Martínez, circa 1922",180.5,310.5,Impressionist and Modern Art Online, Pastel on paper laid down on board ,1922,100,Sotheby's,2019-07-24,4344.0, Alfredo Ramos Martínez,-420,Mutual Art,-
11651,"Mascara Roja by Rufino Tamayo, 1976",32.5,24.75,July Major Estates Sale, mixographia on handmade paper ,1976,46,New Orleans Auction Galleries,2019-07-28,4055.0, Rufino Tamayo,-420,Mutual Art,-
11655,"Personaje, Luna y Estrella by Rufino Tamayo, 1975",143.00199999999998,75.4,"Paintings, Prints and Sculpture-Part 3"," Etching, aquatint and carborundum ",1975,47,"Mainichi Auction, Tokyo",2019-08-03,1521.0, Rufino Tamayo,-420,Mutual Art,-
11656,"A Pigeon by Graciela Rodo-Boulanger, 1989",102.616,30.3,"Paintings, Prints and Sculpture-Part 3", Oil on canvas ,1989,33,"Mainichi Auction, Tokyo",2019-08-03,1196.0, Graciela Rodo-Boulanger,-420,Mutual Art,-
11657,"Ancora Ilave y Otros Objetos by Joaquín Torres García, 1935",190.5,52.0,"Summer Sale: Paintings, Sculptures, Works of Art ", Oil on cardboard ,1935,87,Vermot & Associates,2019-08-04,283120.0, Joaquín Torres García,-420,Mutual Art,-
11671,"ELEVADORES by Benito Quinquela Martin, 1963",162.56,49.0,Great Auction in Arroyo, Etching on paper ,1963,59,Galería Arroyo,2019-08-08,, Benito Quinquela Martin,-420,Mutual Art,-
11674,"Los Abusos de los Conquistadores by Diego Rivera, 1931",18.5,12.25,"Sunday, August 11th Furniture, Fine Art, Jewelry and Timepieces, Asian Art", lithograph ,1931,91,Clars Auction Gallery,2019-08-11,463.0, Diego Rivera,-420,Mutual Art,-
11683,"Sans titre by Antonio Seguí, 2003",81.28,25.0,Art Moderne et Contemporain, Pastel ,2003,19,Tradart Deauville,2019-08-20,1800.0, Antonio Seguí,-420,Mutual Art,-
11686,"El Nino Y La Vela (The boy and the candle) by Francisco Zuñiga, 1980",32.0,35.0,"Art, Antiques, Collectibles", lithograph ,1980,42,Bill Hood & Sons Art & Antique Auctions,2019-08-20,463.0, Francisco Zuñiga,-420,Mutual Art,-
11690,"DIA GRIS CON NIEBLA by Benito Quinquela Martin, 1964",152.4,70.0,Great Auction in Arroyo, Oil on masonite ,1964,58,Galería Arroyo,2019-08-28,, Benito Quinquela Martin,-420,Mutual Art,-
11693,"RINCON DE LA BOCA by Benito Quinquela Martin, 1965",127.0,60.0,Great Auction in Arroyo, Oil on chipboard ,1965,57,Galería Arroyo,2019-08-28,, Benito Quinquela Martin,-420,Mutual Art,-
11695,"The Mexican Suite 10 by David Alfaro Siqueiros, 1968",25.625,19.75,Prints & Multiples Online Sale, lithographs in colors on Arches paper ,1968,54,Bonhams,2019-09-06,3250.0, David Alfaro Siqueiros,-420,Mutual Art,-
11696,"Portrait de Femme, from Mujeres by Rufino Tamayo, 1969",27.187,5.0,Prints & Multiples Online Sale, Lithograph in colors ,1969,53,Bonhams,2019-09-06,2954.0, Rufino Tamayo,-420,Mutual Art,-
11705,"El cavador by Rufino Tamayo, ca. 1925",24.637999999999998,8.2,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Woodcut ,1925,97,"Morton Auctions, Cerro de Mayka",2019-09-12,1311.0, Rufino Tamayo,-420,Mutual Art,-
11707,"San Sebastián by David Alfaro Siqueiros, 1930",73.66,21.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Lithography ,1930,92,"Morton Auctions, Cerro de Mayka",2019-09-12,716.0, David Alfaro Siqueiros,-420,Mutual Art,-
11708,"Dos juchitecas sentadas by Francisco Zuñiga, 1974",134.62,69.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Lithography ,1974,48,"Morton Auctions, Cerro de Mayka",2019-09-12,597.0, Francisco Zuñiga,-420,Mutual Art,-
11710,"Animal del diablo by Francisco Toledo, 1970",76.2,25.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Engravings to the etching ,1970,52,"Morton Auctions, Cerro de Mayka",2019-09-12,2503.0, Francisco Toledo,-420,Mutual Art,-
11711,"Niños by Francisco Zuñiga, 1974",26.0,18.875,Monthly Fine & Decorative Art Online Auction, Crayon and pastel on Ingres Cover-Fabriano paper ,1974,48,"Heritage Auctions, Dallas",2019-09-12,2317.0, Francisco Zuñiga,-420,Mutual Art,-
11712,"Desnudo sentado by Francisco Zuñiga, 1978",27.5,19.5,Monthly Fine & Decorative Art Online Auction, Sepia crayon on Ingres-Fabriano paper ,1978,44,"Heritage Auctions, Dallas",2019-09-12,3186.0, Francisco Zuñiga,-420,Mutual Art,-
11714,"Madre mexicana by David Alfaro Siqueiros, 1973",116.84,35.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, lithography ,1973,49,"Morton Auctions, Cerro de Mayka",2019-09-12,716.0, David Alfaro Siqueiros,-420,Mutual Art,-
11716,"Hombre II by Rufino Tamayo, 1981",60.96,17.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Mixography ,1981,41,"Morton Auctions, Cerro de Mayka",2019-09-12,2623.0, Rufino Tamayo,-420,Mutual Art,-
11717,"Figura de mujer by Rufino Tamayo, 1973",193.04,56.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Lithography ,1973,49,"Morton Auctions, Cerro de Mayka",2019-09-12,2981.0, Rufino Tamayo,-420,Mutual Art,-
11718,"Sin título, de Prison Fantasies Portfolio II by David Alfaro Siqueiros, 1973",116.84,35.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Lithography ,1973,49,"Morton Auctions, Cerro de Mayka",2019-09-12,536.0, David Alfaro Siqueiros,-420,Mutual Art,-
11719,"Meditation, de la carpeta Mexican Suite by David Alfaro Siqueiros, 1969",137.16,41.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Lithography ,1969,53,"Morton Auctions, Cerro de Mayka",2019-09-12,775.0, David Alfaro Siqueiros,-420,Mutual Art,-
11720,"Mujercita by Rufino Tamayo, 1981",60.96,17.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Mixography ,1981,41,"Morton Auctions, Cerro de Mayka",2019-09-12,1550.0, Rufino Tamayo,-420,Mutual Art,-
11721,"Vista aérea, de la carpeta Mountain suite by David Alfaro Siqueiros, 1969",134.62,39.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Lithography ,1969,53,"Morton Auctions, Cerro de Mayka",2019-09-12,716.0, David Alfaro Siqueiros,-420,Mutual Art,-
11724,"Hombre, Luna Y Estrellas (Man, Moon and Stars) by Rufino Tamayo, 1950",50.2,34.0,Evening & Day Editions," Lithograph in colours, on Arches paper, with full margins. ",1950,72,Phillips,2019-09-12,1519.0, Rufino Tamayo,-420,Mutual Art,-
11725,"Cabeza en Verde (Head in Green) by Rufino Tamayo, 1973",76.0,56.0,Evening & Day Editions," Lithograph in colours, on Guarro paper, the full sheet. ",1973,49,Phillips,2019-09-12,2322.0, Rufino Tamayo,-420,Mutual Art,-
11726,"La Negress (The Black Woman) by Rufino Tamayo, 1969",69.5,53.5,Evening & Day Editions," Lithograph in colours, on Japanese paper, with full margins. ",1969,53,Phillips,2019-09-12,982.0, Rufino Tamayo,-420,Mutual Art,-
11727,"Torso (Torso) by Rufino Tamayo, 1975",75.5,56.4,Evening & Day Editions," Etching in colours with carborundum, on Guarro paper, the full sheet. ",1975,47,Phillips,2019-09-12,1519.0, Rufino Tamayo,-420,Mutual Art,-
11729,"Máscara, de la carpeta Mountain Suite by David Alfaro Siqueiros, 1969",144.78,47.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Lithography ,1969,53,"Morton Auctions, Cerro de Mayka",2019-09-12,775.0, David Alfaro Siqueiros,-420,Mutual Art,-
11730,"Mujer en el mercado II by Francisco Zuñiga, 1983",138.43,74.5,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Lithography ,1983,39,"Morton Auctions, Cerro de Mayka",2019-09-12,358.0, Francisco Zuñiga,-420,Mutual Art,-
11732,"Se reventó la silla by Francisco Toledo, 1970",76.2,25.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Engravings to the etching ,1970,52,"Morton Auctions, Cerro de Mayka",2019-09-12,2266.0, Francisco Toledo,-420,Mutual Art,-
11734,"Cabeza En Rojo (Head in Red) by Rufino Tamayo, 1979",55.6,75.4,Evening & Day Editions," Etching in colours with carborundum, on Guarro paper, the full sheet. ",1979,43,Phillips,2019-09-12,1428.0, Rufino Tamayo,-420,Mutual Art,-
11736,"Desnudo acostado by David Alfaro Siqueiros, 1930",101.6,56.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, lithography ,1930,92,"Morton Auctions, Cerro de Mayka",2019-09-12,953.0, David Alfaro Siqueiros,-420,Mutual Art,-
11738,"Sin título, de la serie Ventanas by Juan Soriano, 2005",200.66,59.0,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Lithography ,2005,17,"Morton Auctions, Cerro de Mayka",2019-09-12,477.0, Juan Soriano,-420,Mutual Art,-
11739,"Mujeres al mar by Francisco Zuñiga, 1977",149.86,78.2,GRAPHIC WORK AND PHOTOGRAPHY. INCLUDES EUROPEAN AND AMERICAN VANGUARD CHART, Lithography ,1977,45,"Morton Auctions, Cerro de Mayka",2019-09-12,953.0, Francisco Zuñiga,-420,Mutual Art,-
11743,"Portrait of a Child with Bird by Graciela Rodo-Boulanger, 1974",18.0,15.0,Capital Collections Auction, Oil on canvas ,1974,48,Weschler's,2019-09-13,4866.0, Graciela Rodo-Boulanger,-420,Mutual Art,-
11745,"Niña y Niño by Francisco Zuñiga, 1939",34.0,26.5,Thirteenth Annual Jackson Hole Art Auction, oil on canvas ,1939,83,Jackson Hole Art Auction,2019-09-13,40662.0, Francisco Zuñiga,-420,Mutual Art,-
11746,"Quadrados Vibrantes, Serie Sintesis by Jesus-Rafael Soto, 1979",15.4,15.4,September Autumn Gallery, screenprint on plexiglass ,1979,43,Link Auction Galleries,2019-09-14,4634.0, Jesus-Rafael Soto,-420,Mutual Art,-
11747,"Mujer Somnolienta Desnuda by Francisco Zuñiga, 1975",35.75,27.625,Antiques & Fine Art Auction, Pastel on Paper ,1975,47,Fontaine’s Auction Gallery,2019-09-14,10426.0, Francisco Zuñiga,-420,Mutual Art,-
11750,"Untitled by Francisco Zuñiga, 1973",44.0,35.0,Art & Design, Conté crayon on paper ,1973,49,Toomey & Co. Auctioneers,2019-09-15,, Francisco Zuñiga,-420,Mutual Art,-
11751,"Standing Mother and Child by Francisco Zuñiga, 1959",17.875,6.875,Traditional/Individual: Modern Native American Art, bronze with brown and green patina ,1959,63,Bonhams,2019-09-16,7038.0, Francisco Zuñiga,-420,Mutual Art,-
11754,"COLOQUIO (BREWSTER 47) by Francisco Zuñiga, 1979",22.75,31.5,Doyle at Home®, Color lithograph ,1979,43,Doyle New York,2019-09-18,542.0, Francisco Zuñiga,-420,Mutual Art,-
