,title,height,length,art_type,medium_text,date_text,age,house,fecha,price,author,performance,source,country
5778,"Mujer con Mallas Rojas by Rufino Tamayo, 1969",30.0,22.25,19th & 20th century European & American Art, Lithograph in colors ,1969,53,Rago Arts and Auction Center,2011-11-12,2449.0, Rufino Tamayo,-420,Mutual Art,-
5779,"Untitled by Francisco Zuñiga, 1972",19.0,25.0,19th & 20th century European & American Art, Pastel on paper ,1972,50,Rago Arts and Auction Center,2011-11-12,5306.0, Francisco Zuñiga,-420,Mutual Art,-
5783,"Shasta by Diego Rivera, 1940",12.0,9.0,Latin America, Pencil on paper ,1940,82,Phillips,2011-11-14,11521.0, Diego Rivera,-420,Mutual Art,-
5784,"Carré sur deux carrés (Square on Two Squares) by Jesus-Rafael Soto, 1965",19.75,19.75,Latin America, Metal on painted wood and board ,1965,57,Phillips,2011-11-14,145492.0, Jesus-Rafael Soto,-420,Mutual Art,-
5785,"Niebla Espiritual (Spiritual Fog) by Benito Quinquela Martin, 1966",19.625,23.625,Latin America, Oil on wood panel ,1966,56,Phillips,2011-11-14,16458.0, Benito Quinquela Martin,-420,Mutual Art,-
5786,"Untitled by Mariano Rodriguez, 1943",15.0,11.0,Latin America, Watercolor and pencil on heavy paper ,1943,79,Phillips,2011-11-14,13167.0, Mariano Rodriguez,-420,Mutual Art,-
5788,"Esfera Theospacio by Jesus-Rafael Soto, 1989/2008",21.0,13.5,Latin America, Painted aluminum and Plexiglas ,1989,33,Phillips,2011-11-14,79000.0, Jesus-Rafael Soto,-420,Mutual Art,-
5792,"Desnudo de adolescente I by Francisco Zuñiga, 1972",590.5,15.0,Latin American Paintings, Bronze ,1972,50,Christie's,2011-11-15,287692.0, Francisco Zuñiga,-420,Mutual Art,-
5793,"Jardín de frijoles by Francisco Toledo, 2002",16.0,20.0,Latin American Paintings, Graphite and oil on masonite ,2002,20,Christie's,2011-11-15,208692.0, Francisco Toledo,-420,Mutual Art,-
5794,"Juchiteca de pie by Francisco Zuñiga, 1970",190.5,110.5,Latin American Paintings, Bronze with dark brown patina and wooden base ,1970,52,Christie's,2011-11-15,23042.0, Francisco Zuñiga,-420,Mutual Art,-
5795,"Untitled (Dos Mujeres) by Rufino Tamayo, 1934",10.625,8.375,Latin American Paintings, Gouache on paper ,1934,88,Christie's,2011-11-15,32917.0, Rufino Tamayo,-420,Mutual Art,-
5797,"Trenzas y dientes by Diego Rivera, 1935",12.0,90.25,Latin American Paintings, Pastel on tracing paper ,1935,87,Christie's,2011-11-15,49375.0, Diego Rivera,-420,Mutual Art,-
5798,"Desnudo by Juan Soriano, 1960",230.25,480.75,Latin American Paintings, Oil on canvas ,1960,62,Christie's,2011-11-15,15635.0, Juan Soriano,-420,Mutual Art,-
5802,"Changos mirones by Francisco Toledo, 2002",16.0,20.0,Latin American Paintings, Graphite and oil on masonite laid on wood panel ,2002,20,Christie's,2011-11-15,382493.0, Francisco Toledo,-420,Mutual Art,-
5803,"Kinetic Structure by Jesus-Rafael Soto, 1959",110.5,70.5,Latin American Paintings," Wire, ink and oil on masonite panel ",1959,63,Christie's,2011-11-15,240292.0, Jesus-Rafael Soto,-420,Mutual Art,-
5806,"Desnudo sentado by Francisco Zuñiga, 1966",19.125,25.0,Latin American Paintings, Pastel on brown paper ,1966,56,Christie's,2011-11-15,9052.0, Francisco Zuñiga,-420,Mutual Art,-
5807,"Niña juchiteca by Diego Rivera, 1935",16.625,13.0,Latin American Paintings, Charcoal and pastel on vellum ,1935,87,Christie's,2011-11-15,52667.0, Diego Rivera,-420,Mutual Art,-
5808,"La calavera María by Juan Soriano, 1960",130.75,11.0,Latin American Paintings, Oil on canvas ,1960,62,Christie's,2011-11-15,6254.0, Juan Soriano,-420,Mutual Art,-
5809,"Dirigible by Joaquín Torres García, 1929",15.0,18.125,Latin American Paintings, Oil on canvas ,1929,93,Christie's,2011-11-15,287692.0, Joaquín Torres García,-420,Mutual Art,-
5810,"Campesinos by Alfredo Ramos Martínez, Circa 1942-1944",210.5,15.875,Latin American Paintings, Conté crayon and tempera on newsprint laid on board ,1942,80,Christie's,2011-11-15,42792.0, Alfredo Ramos Martínez,-420,Mutual Art,-
5812,"Vaca roja by Francisco Toledo, 1975",1310.0,75.0,Latin American Paintings, Oil and sand on canvas ,1975,47,Christie's,2011-11-15,188295.0, Francisco Toledo,-420,Mutual Art,-
5813,"Hombre en movimiento by Rufino Tamayo, 1965",230.75,18.0,Latin American Paintings, Oil and sand on canvas ,1965,57,Christie's,2011-11-15,319292.0, Rufino Tamayo,-420,Mutual Art,-
5814,"Retrato de Julieta by Diego Rivera, 1945",220.25,160.25,Latin American Paintings, Oil on canvas mounted on masonite ,1945,77,Christie's,2011-11-15,477293.0, Diego Rivera,-420,Mutual Art,-
5815,"Progresión rosa by Jesus-Rafael Soto, 1968",18.0,17.0,Latin American Paintings, Painted metal and wood relief ,1968,54,Christie's,2011-11-15,113892.0, Jesus-Rafael Soto,-420,Mutual Art,-
5816,"Carrés, tes et couleur by Jesus-Rafael Soto, 2003",40.125,40.125,Latin American Paintings, Painted wood and metal relief ,2003,19,Christie's,2011-11-15,287692.0, Jesus-Rafael Soto,-420,Mutual Art,-
5817,"Soldados by Rufino Tamayo, 1926",60.25,50.5,Latin American Paintings, Gouache on paper ,1926,96,Christie's,2011-11-15,42792.0, Rufino Tamayo,-420,Mutual Art,-
5819,"Mujer y luna (also known as Mujer en la noche) by Rufino Tamayo, 1953",230.5,11.375,Latin American Paintings, Oil and sand on masonite ,1953,69,Christie's,2011-11-15,382493.0, Rufino Tamayo,-420,Mutual Art,-
5820,"Visitantes by Fernando de Szyszlo, 1988",460.75,580.75,Latin American Paintings, Oil on canvas ,1988,34,Christie's,2011-11-15,62542.0, Fernando de Szyszlo,-420,Mutual Art,-
5821,"Tehuanas con iguana by Francisco Zuñiga, 1968",27.0,90.5,Latin American Paintings, Bronze with dark brown patina and wooden base ,1968,54,Christie's,2011-11-15,65834.0, Francisco Zuñiga,-420,Mutual Art,-
5824,"Untitled by Diego Rivera, 1934",15.375,10.875,Latin American Paintings, Watercolor on rice paper ,1934,88,Christie's,2011-11-15,13167.0, Diego Rivera,-420,Mutual Art,-
5825,"Untitled by Joaquín Torres García, 1933",5.125,6.875,Latin American Paintings, Ink and watercolor on paper ,1933,89,Christie's,2011-11-15,19750.0, Joaquín Torres García,-420,Mutual Art,-
5830,"Untitled by Francisco Zuñiga, 1977",190.5,270.5,Latin American Paintings, Conté crayon on grey paper ,1977,45,Christie's,2011-11-15,8229.0, Francisco Zuñiga,-420,Mutual Art,-
5831,"Paisaje con cabañas by Diego Rivera, 1928",60.75,7.625,Latin American Paintings, Watercolor and graphite on paper ,1928,94,Christie's,2011-11-15,9052.0, Diego Rivera,-420,Mutual Art,-
5832,"Atlante by Rufino Tamayo, 1990",850.5,190.25,Latin American Paintings," Epoxy, pigment and marble dust on steel ",1990,32,Christie's,2011-11-15,303492.0, Rufino Tamayo,-420,Mutual Art,-
5834,"Mar de Lurín by Fernando de Szyszlo, 1991",450.75,570.75,Latin American Paintings, Oil on canvas ,1991,31,Christie's,2011-11-15,57604.0, Fernando de Szyszlo,-420,Mutual Art,-
5835,"Punchao by Fernando de Szyszlo, 1983",789.3050000000001,390.25,Latin American Paintings, Oil on canvas ,1983,39,Christie's,2011-11-15,52667.0, Fernando de Szyszlo,-420,Mutual Art,-
5837,"Pensando by Alfredo Ramos Martínez, 1935",23.0,170.25,Latin American Paintings, Tempera and Conté crayon on the Los Angeles Times newsprint laid on cardboard ,1935,87,Christie's,2011-11-15,39500.0, Alfredo Ramos Martínez,-420,Mutual Art,-
5838,"Las indias by Armando Reverón, Circa 1947",210.25,210.25,Latin American Paintings, Charcoal and pastel on cardboard ,1947,75,Christie's,2011-11-15,121792.0, Armando Reverón,-420,Mutual Art,-
5840,"Tour Eiffel by Antonio Seguí, 1981",51.125,51.125,Latin American Paintings, Oil and paper collage on canvas ,1981,41,Christie's,2011-11-15,62542.0, Antonio Seguí,-420,Mutual Art,-
5841,"Insectos by Francisco Toledo, 1998",15.0,220.25,Latin American Paintings, Gouache and ink on paper ,1998,24,Christie's,2011-11-15,105992.0, Francisco Toledo,-420,Mutual Art,-
5842,"Los mil y un huevos by Francisco Toledo, 1984",11.0,14.875,Latin American Paintings, Gouache and sand on incised paper ,1984,38,Christie's,2011-11-15,29625.0, Francisco Toledo,-420,Mutual Art,-
5845,"La fábrica de alfarería by Alfredo Ramos Martínez, 1935",23.0,170.25,Latin American Paintings, Tempera and Conté crayon on the Los Angeles Times newsprint laid on cardboard ,1935,87,Christie's,2011-11-15,98092.0, Alfredo Ramos Martínez,-420,Mutual Art,-
5847,"La India Del Lago by Alfredo Ramos Martínez, Circa 1938",34.25,30.125,Latin American Art, Oil on canvas ,1938,84,Sotheby's,2011-11-16,267295.0, Alfredo Ramos Martínez,-420,Mutual Art,-
5848,"La Distancia de la Mirada No. 9 by Antonio Seguí, 1976",59.125,59.125,Latin American Art, Pastel and charcoal on canvas ,1976,46,Sotheby's,2011-11-16,82292.0, Antonio Seguí,-420,Mutual Art,-
5851,"Vibracion by Jesus-Rafael Soto, 1966",42.25,42.125,Latin American Art," Acrylic on wood panel, painted metal and nylon string ",1966,56,Sotheby's,2011-11-16,477293.0, Jesus-Rafael Soto,-420,Mutual Art,-
5852,"Frutero Y Domino by Rufino Tamayo, 1928",19.875,22.875,Latin American Art, Oil on canvas ,1928,94,Sotheby's,2011-11-16,698493.0, Rufino Tamayo,-420,Mutual Art,-
5854,"3 Works: Nature Morte; Nudes Bathing; Nudes in a Landscape by Angel Zárraga, 1915",,,Latin American Art," Oil on artist board, watercolour, graphite on paper ",1915,107,Sotheby's,2011-11-16,177092.0, Angel Zárraga,-420,Mutual Art,-
5855,"Watermelon Slices by Rufino Tamayo, 1950",39.375,31.75,Latin American Art, Oil on canvas ,1950,72,Sotheby's,2011-11-16,910499.0, Rufino Tamayo,-420,Mutual Art,-
5856,"Paisaje (Estudio Para Cuadro) by Diego Rivera, 1934",17.5,24.0,Latin American Art, Watercolor and graphite on rice paper ,1934,88,Sotheby's,2011-11-16,61719.0, Diego Rivera,-420,Mutual Art,-
5858,"Portrait of a Lady by Angel Zárraga, 1944",51.5,38.0,Latin American Art, Oil on canvas ,1944,78,Sotheby's,2011-11-16,32917.0, Angel Zárraga,-420,Mutual Art,-
5860,"Nature Morte by Angel Zárraga, 1920",28.666,666666.0,Latin American Art, Oil on canvas ,1920,102,Sotheby's,2011-11-16,129692.0, Angel Zárraga,-420,Mutual Art,-
5863,"Venus en su Alcoba by Rufino Tamayo, 1956",39.0,31.125,Latin American Art, Oil on canvas ,1956,66,Sotheby's,2011-11-16,840694.0, Rufino Tamayo,-420,Mutual Art,-
5864,"Mujer Banandose by Diego Rivera, 1935",15.25,10.875,Latin American Art, Watercolor on rice paper ,1935,87,Sotheby's,2011-11-16,153392.0, Diego Rivera,-420,Mutual Art,-
5865,"Mariquita en Flores by Alfredo Ramos Martínez, 1930",61.0,81.0,Latin American Art, Oil on canvas ,1930,92,Sotheby's,2011-11-16,98092.0, Alfredo Ramos Martínez,-420,Mutual Art,-
5866,"Mnltiple #4 (Vibracion Roja), Serie Jai Alai by Jesus-Rafael Soto, 1969",19.666,666666.0,Latin American Art, Serigraph on wood with hanging metal elements ,1969,53,Sotheby's,2011-11-16,21396.0, Jesus-Rafael Soto,-420,Mutual Art,-
5867,"Cuadrato by Jesus-Rafael Soto, 1974",16.25,18.0,Latin American Art, Painted metal with hanging elements and nylon string ,1974,48,Sotheby's,2011-11-16,65834.0, Jesus-Rafael Soto,-420,Mutual Art,-
5869,"Untitled by Francisco Toledo, 1966",11.0,8.25,Latin American Art, Gouache and sand on paper ,1966,56,Sotheby's,2011-11-16,11521.0, Francisco Toledo,-420,Mutual Art,-
5878,"Mascara y Dos Figuras by Joaquín Torres García, Circa 1938",5.187,5.0,Latin American Art, Ink and crayon on paper ,1938,84,Sotheby's,2011-11-16,16458.0, Joaquín Torres García,-420,Mutual Art,-
5881,"Villal Umu (Estudio de la Serie Mesa Ritual) by Fernando de Szyszlo, 1987",40.0,29.5,Latin American Art, Acrylic on canvas ,1987,35,Sotheby's,2011-11-16,69948.0, Fernando de Szyszlo,-420,Mutual Art,-
5882,"Mujer Sonando by Francisco Zuñiga, 1974",10.0,,Latin American Art," Bronze, brown patina ",1974,48,Sotheby's,2011-11-16,15635.0, Francisco Zuñiga,-420,Mutual Art,-
5883,"Iincendio al Atardecer (Fire at Dusk) by David Alfaro Siqueiros, 1957",51.75,23.25,Latin American Art, Oil on masonite ,1957,65,Sotheby's,2011-11-16,619493.0, David Alfaro Siqueiros,-420,Mutual Art,-
5884,"Un Angel by Antonio Seguí, 2010",39.5,31.75,Latin American Art, Acrylic on canvas ,2010,12,Sotheby's,2011-11-16,14813.0, Antonio Seguí,-420,Mutual Art,-
5886,"Flora by René Portocarrero, 1977",25.5,20.5,Latin American Art, Gouache and watercolor on kraft paper ,1977,45,Sotheby's,2011-11-16,10698.0, René Portocarrero,-420,Mutual Art,-
5887,"Escriture Cobalto by Jesus-Rafael Soto, 1976",45.25,57.25,Latin American Art," Acrylic on wood panel, painted metal and nylon string ",1976,46,Sotheby's,2011-11-16,698493.0, Jesus-Rafael Soto,-420,Mutual Art,-
5888,"Barbara by Diego Rivera, 1940",36.75,42.125,Latin American Art, Oil on canvas ,1940,82,Sotheby's,2011-11-16,319292.0, Diego Rivera,-420,Mutual Art,-
5889,"La Tenista by Rufino Tamayo, 1932",29.5,25.75,Latin American Art, Oil on canvas ,1932,90,Sotheby's,2011-11-16,524693.0, Rufino Tamayo,-420,Mutual Art,-
5890,"La Joven de Cuernacava by Alfredo Ramos Martínez, Circa 1936",21.75,23.375,Latin American Art, Oil on masonite ,1936,86,Sotheby's,2011-11-16,256092.0, Alfredo Ramos Martínez,-420,Mutual Art,-
5891,"Dia de Sol by Benito Quinquela Martin, 1944",23.5,27.5,Latin American Art, Oil on panel ,1944,78,Sotheby's,2011-11-16,37031.0, Benito Quinquela Martin,-420,Mutual Art,-
5892,"Coloquio by Francisco Zuñiga, 1978",12.0,18.5,Latin American Art," Bronze, brown patina ",1978,44,Sotheby's,2011-11-16,23042.0, Francisco Zuñiga,-420,Mutual Art,-
5894,"Mariche 2 by Jesus-Rafael Soto, 1997",80.0,80.0,Latin American Art, Acrylic on wood panel and painted metal ,1997,25,Sotheby's,2011-11-16,477293.0, Jesus-Rafael Soto,-420,Mutual Art,-
5895,"Tes de Monza by Jesus-Rafael Soto, 1978",32.75,32.75,Latin American Art, Painted metal and wood ,1978,44,Sotheby's,2011-11-16,493093.0, Jesus-Rafael Soto,-420,Mutual Art,-
5896,"Elementos Suspendidos by Jesus-Rafael Soto, 1970",35.333,333333.0,Latin American Art, Painted metal on wood with hanging elements and nylon string ,1970,52,Sotheby's,2011-11-16,240292.0, Jesus-Rafael Soto,-420,Mutual Art,-
5897,"Color Vertical by Jesus-Rafael Soto, 1995",40.125,40.125,Latin American Art, Painted metal elements on wood panel ,1995,27,Sotheby's,2011-11-16,287692.0, Jesus-Rafael Soto,-420,Mutual Art,-
5899,"Descansando by Francisco Zuñiga, 1968",1270.0,598.0,American Art / Contemporary Art, Watercolor and chalk on cream wove paper ,1968,54,Swann Auction Galleries,2011-11-17,6478.0, Francisco Zuñiga,-420,Mutual Art,-
5900,"Dos Mujeres by Francisco Zuñiga, 1968",1651.0,501.0,American Art / Contemporary Art, Brown and black pastels with pencil ,1968,54,Swann Auction Galleries,2011-11-17,5056.0, Francisco Zuñiga,-420,Mutual Art,-
5904,"Les chants de la ville by Antonio Seguí, 1996",127.0,65.0,Contemporary Art, colored lithograph on paper ,1996,26,Tajan,2011-11-22,567.0, Antonio Seguí,-420,Mutual Art,-
5905,"Escritura by Jesus-Rafael Soto, 1978",177.8,30.0,Contemporary Art , mixed media on plastic ,1978,44,"Dorotheum, Vienna",2011-11-24,32663.0, Jesus-Rafael Soto,-420,Mutual Art,-
5906,"Vibrations Metalliques by Jesus-Rafael Soto, 1969",68.58,30.0,Post-War and Contemporary Art, silkscreen on aluminium ,1969,53,Grisebach ,2011-11-25,12766.0, Jesus-Rafael Soto,-420,Mutual Art,-
5910,"""Niña con Frutas"" by Angel Zárraga, 1917",29.5,23.625,"Latin American, Modern & Contemporary Art Auction", Oil on canvas ,1917,105,Gary Nader Gallery,2011-12-01,272551.0, Angel Zárraga,-420,Mutual Art,-
5911,"Head with Black by Rufino Tamayo, 1970",11.75,15.875,"Latin American, Modern & Contemporary Art Auction", Oil and sand on canvas ,1970,52,Gary Nader Gallery,2011-12-01,105992.0, Rufino Tamayo,-420,Mutual Art,-
5913,"""Constructivo"" by Joaquín Torres García, 1934",311.0,2.0,"Latin American, Modern & Contemporary Art Auction", Oil on canvas ,1934,88,Gary Nader Gallery,2011-12-01,757085.0, Joaquín Torres García,-420,Mutual Art,-
5915,"""Quietude au delá"" o ""Quietud mas allá"" o ""Punta Lara"" by Emilio Pettoruti, 1956-1957",38.125,63.75,"Latin American, Modern & Contemporary Art Auction", Oil on canvas ,1956,66,Gary Nader Gallery,2011-12-01,302834.0, Emilio Pettoruti,-420,Mutual Art,-
5916,"SOTOMAGIE by Jesus-Rafael Soto, 1967",86.36,34.0,Contemporary Art, Kinetic objects ,1967,55,"Lempertz, Cologne",2011-12-03,67774.0, Jesus-Rafael Soto,-420,Mutual Art,-
5919,"Constructivo con Barco by Joaquín Torres García, 1931",10.5,7.5,20th Century Art & Design, oil on board ,1931,91,Treadway Gallery,2011-12-04,1317.0, Joaquín Torres García,-420,Mutual Art,-
5920,"CUBE by Jesus-Rafael Soto, 1995",152.4,60.0,Contemporary Art 1 , plexiglas ,1995,27,Artcurial,2011-12-06,49039.0, Jesus-Rafael Soto,-420,Mutual Art,-
5921,"DIBUJO CONSTRUCTIVO by Joaquín Torres García, 1933",50.8,14.0,Modern Art 2 , Ink on paper ,1933,89,Artcurial,2011-12-07,15733.0, Joaquín Torres García,-420,Mutual Art,-
5922,"15 works: Apocalypse de Saint Jean, Monaco, Club International de Bibliophile Jaspard, Polus & Cie by Rufino Tamayo, 1959",889.0,280.0,Prints & Multiples , lithographs in colours ,1959,63,Christie's,2011-12-07,2582.0, Rufino Tamayo,-420,Mutual Art,-
5923,"Six plates, from Vibrations by Jesus-Rafael Soto, 1969",1023.62,403.0,Prints & Multiples , screenprints in colours ,1969,53,Christie's,2011-12-07,11618.0, Jesus-Rafael Soto,-420,Mutual Art,-
5924,"La Boite by Jesus-Rafael Soto, 1967",876.3000000000001,345.0,Prints & Multiples , screenprint in colours on plexiglas ,1967,55,Christie's,2011-12-07,33563.0, Jesus-Rafael Soto,-420,Mutual Art,-
5925,"Tige vibrante by Jesus-Rafael Soto, 1967",1270.0,240.0,Prints & Multiples , metal and nylon on wooden support ,1967,55,Christie's,2011-12-07,28401.0, Jesus-Rafael Soto,-420,Mutual Art,-
5926,"ESTELA EN EL CIRCULO by Jesus-Rafael Soto, 1975",51.0,,Contemporary Art 2 , Sculpture and silkscreen on steel rods ,1975,47,Artcurial,2011-12-07,44631.0, Jesus-Rafael Soto,-420,Mutual Art,-
5927,"Vibration noire, blanche et marron by Jesus-Rafael Soto, 1967",14.25,,Contemporary Art," wood, metal rods and nylon threads ",1967,55,Sotheby's,2011-12-07,132454.0, Jesus-Rafael Soto,-420,Mutual Art,-
5933,"Tres mujeres de pie, I by Francisco Zuñiga, 1974",27.0,21.5,"Old Master, Modern and Contemporary Prints", lithograph ,1974,48,Hindman,2011-12-12,571.0, Francisco Zuñiga,-420,Mutual Art,-
5934,"OLD WOMAN NAPPING by Francisco Zuñiga, 1971",24.8,62.9,International Art Auction, Sepia crayon and charcoal drawing ,1971,51,Waddington's,2011-12-13,4607.0, Francisco Zuñiga,-420,Mutual Art,-
5938,"Sagittarius by Graciela Rodo-Boulanger, circa 1980",30.0,22.0,Modern & Mid-Century, lithograph on paper ,1980,42,Pacific Galleries,2012-01-09,142.0, Graciela Rodo-Boulanger,-420,Mutual Art,-
5943,"Two 1989 Lithographs by Antonio Seguí, 1989",24.0,31.5,Fine Art and Antiques Auction, Lithographs ,1989,33,Clarke Auction,2012-01-29,387.0, Antonio Seguí,-420,Mutual Art,-
5948,"Ritual by Francisco Zuñiga, 1984",11.25,10.125,American & European Paintings & Prints, Lithograph in blacks on paper ,1984,38,"Skinner, Boston",2012-02-03,841.0, Francisco Zuñiga,-420,Mutual Art,-
5949,"Cabeza en gris by Rufino Tamayo, 1973",29.75,22.0,The Signature Estate Auction , Color lithograph ,1973,49,"Heritage Auctions, Dallas",2012-02-07,1935.0, Rufino Tamayo,-420,Mutual Art,-
5950,"Manos en rojo by Rufino Tamayo, 1979",21.75,29.75,The Signature Estate Auction , Etching in colors ,1979,43,"Heritage Auctions, Dallas",2012-02-07,1774.0, Rufino Tamayo,-420,Mutual Art,-
5951,"Hombre Obscuro by Rufino Tamayo, 1976",25.5,19.5,The Signature Estate Auction , Color lithograph ,1976,46,"Heritage Auctions, Dallas",2012-02-07,2419.0, Rufino Tamayo,-420,Mutual Art,-
5954,"Mujer con Olla by Francisco Zuñiga, 1983",22.375,29.75,Period Art & Design, Lithograph in colors on wove paper ,1983,39,Bonhams,2012-02-15,774.0, Francisco Zuñiga,-420,Mutual Art,-
5955,"Juchitecas II by Francisco Zuñiga, 1981",22.625,29.312,Period Art & Design, Lithograph in colors on Guarro paper ,1981,41,Bonhams,2012-02-15,677.0, Francisco Zuñiga,-420,Mutual Art,-
5956,"Petite Losange Jaune by Jesus-Rafael Soto, 1968",31.5,31.5,Contemporary Art Day Auction," painted wood, nylon and metal rod construction ",1968,54,Sotheby's,2012-02-16,247069.0, Jesus-Rafael Soto,-420,Mutual Art,-
5957,"Woman with Basket by Diego Rivera, 1941",15.25,11.0,20th Century Art and Design Auction, ink on paper ,1941,81,Treadway Gallery,2012-03-04,5482.0, Diego Rivera,-420,Mutual Art,-
5959,"2 Works: Mascara; Fuga by David Alfaro Siqueiros, 1968",572.0,477.0,"Jean-Emile Laboureur: Prints, Paintings & Artist Books / 19th & 20th Century Prints & Drawings", Color lithographs ,1968,54,Swann Auction Galleries,2012-03-08,1393.0, David Alfaro Siqueiros,-420,Mutual Art,-
5960,"Mujer con Pescados by Francisco Zuñiga, 1980",556.0,749.0,"Jean-Emile Laboureur: Prints, Paintings & Artist Books / 19th & 20th Century Prints & Drawings", Color lithograph on Arches paper ,1980,42,Swann Auction Galleries,2012-03-08,1393.0, Francisco Zuñiga,-420,Mutual Art,-
5962,"Figure Studies by Rufino Tamayo, 1929",355.0,230.0,"Jean-Emile Laboureur: Prints, Paintings & Artist Books / 19th & 20th Century Prints & Drawings", Pencil on brown wove paper ,1929,93,Swann Auction Galleries,2012-03-08,3406.0, Rufino Tamayo,-420,Mutual Art,-
5963,"Femme au Collant Rose by Rufino Tamayo, 1969",685.0,525.0,"Jean-Emile Laboureur: Prints, Paintings & Artist Books / 19th & 20th Century Prints & Drawings", Color lithograph on Rives wove paper ,1969,53,Swann Auction Galleries,2012-03-08,2477.0, Rufino Tamayo,-420,Mutual Art,-
5964,"Demi-Poisson by Rufino Tamayo, 1969",530.0,695.0,"Jean-Emile Laboureur: Prints, Paintings & Artist Books / 19th & 20th Century Prints & Drawings", Color lithograph on Rives wove paper ,1969,53,Swann Auction Galleries,2012-03-08,2322.0, Rufino Tamayo,-420,Mutual Art,-
5965,"Mujer Reclinada by Francisco Zuñiga, 1977",570.0,765.0,"Jean-Emile Laboureur: Prints, Paintings & Artist Books / 19th & 20th Century Prints & Drawings", Color lithograph ,1977,45,Swann Auction Galleries,2012-03-08,2322.0, Francisco Zuñiga,-420,Mutual Art,-
5966,"2 Works: Grupo de mujeres; Madre dormida by Francisco Zuñiga, 1977; 1982",560.0,760.0,"Jean-Emile Laboureur: Prints, Paintings & Artist Books / 19th & 20th Century Prints & Drawings", Color lithographs ,1977,45,Swann Auction Galleries,2012-03-08,1548.0, Francisco Zuñiga,-420,Mutual Art,-
5967,"2 Works: Desnudo; El peinado by Francisco Zuñiga, 1978",515.0,645.0,"Jean-Emile Laboureur: Prints, Paintings & Artist Books / 19th & 20th Century Prints & Drawings", Lithographs ,1978,44,Swann Auction Galleries,2012-03-08,1238.0, Francisco Zuñiga,-420,Mutual Art,-
5969,"Pastèque #2 by Rufino Tamayo, 1969",695.0,530.0,"Jean-Emile Laboureur: Prints, Paintings & Artist Books / 19th & 20th Century Prints & Drawings", Color lithograph on Rives wove paper ,1969,53,Swann Auction Galleries,2012-03-08,4025.0, Rufino Tamayo,-420,Mutual Art,-
5971,"Sin titulo by Antonio Seguí, 2010",254.0,100.0,"Old Masters, Modern, & Contemporary Art", Acrylic on canvas ,2010,12,De Vuyst,2012-03-10,32164.0, Antonio Seguí,-420,Mutual Art,-
5972,"Vibration by Jesus-Rafael Soto, 1967",71.12,42.0,"Old Masters, Modern, & Contemporary Art"," Screenprint/plexiglass, plastic ",1967,55,De Vuyst,2012-03-10,13544.0, Jesus-Rafael Soto,-420,Mutual Art,-
5975,"Landscape with chapel on hillside, Honduras by Jose Antonio Velasquez, 1957",20.0,14.0,Spring Gallery & Fine Jewelry, oil on board ,1957,65,Ivey-Selkirk,2012-03-10,1419.0, Jose Antonio Velasquez,-420,Mutual Art,-
5977,"Rosa Malida Ouge by Cesar Villacres, 1924",13.0,20.0,Naples, oil on canvas ,1924,98,Hindman,2012-03-16,512.0, Cesar Villacres,-420,Mutual Art,-
5979,"CASI EL PARAISO by Antonio Seguí, 1984",246.38,130.0,Contemporary Art, Oil on canvas ,1984,38,Artcurial,2012-03-20,28073.0, Antonio Seguí,-420,Mutual Art,-
5983,"Frida Kahlo and Emmy Packard by Diego Rivera, 1941; printed later",10.5,,Property From The Estate Of Filmmaker Gary Winick / 19th & 20th Century Photographs & Photobooks, Silver print ,1941,81,Swann Auction Galleries,2012-04-04,5882.0, Diego Rivera,-420,Mutual Art,-
5984,"Mujer Bebiendo (Woman Drinking) by Francisco Zuñiga, 1984",18.5,14.5,Period Art & Design , Color lithograph on wove paper ,1984,38,Bonhams,2012-04-15,1290.0, Francisco Zuñiga,-420,Mutual Art,-
5985,"Tehuantepec Bathers by David Alfaro Siqueiros, 1930",1333.5,320.0,Prints, lithograph ,1930,92,Christie's,2012-04-19,1036.0, David Alfaro Siqueiros,-420,Mutual Art,-
5986,"Apocalypse de Saint Jean, Monaco, Club International de Bibliophile Jaspard, Polus & Cie by Rufino Tamayo, 1959",889.0,275.0,Prints, lithographs in colours ,1959,63,Christie's,2012-04-19,2589.0, Rufino Tamayo,-420,Mutual Art,-
5987,"Venus Negra by Rufino Tamayo, 1969",27.5,21.0,Photographs & Prints, Color lithograph on BFK Rives ,1969,53,Doyle New York,2012-04-23,1451.0, Rufino Tamayo,-420,Mutual Art,-
5988,"Deux Tetes De Femmes by Rufino Tamayo, 1969",21.0,27.5,Photographs & Prints, Color lithograph ,1969,53,Doyle New York,2012-04-23,2741.0, Rufino Tamayo,-420,Mutual Art,-
5989,"Trolley by Antonio Seguí, 1980",47.0,47.0,Contemporary Art Evening Sale, Oil on paper laid on canvas ,1980,42,Tajan,2012-04-24,36923.0, Antonio Seguí,-420,Mutual Art,-
5991,"Compradito by Antonio Seguí, 2002",6.875,,Contemporary Art Day Sale, Silver and bronze base ,2002,20,Tajan,2012-04-24,3258.0, Antonio Seguí,-420,Mutual Art,-
5993,"Dos Personajes Atacados por Perros by Rufino Tamayo, 1983",61.0,98.0,Prints & Multiples, Mixografía in colors ,1983,39,Christie's,2012-04-24,19350.0, Rufino Tamayo,-420,Mutual Art,-
