title,height,length,art_type,medium_text,date_text,age,house,sale_date,price,author,performance,source,country
Dessins et Aquarelles: one plate,40.7,33.0,Print,"offset lithograph, on wove paper",1984.0,52.0,Christie's,1969-12-31 18:00:43.208,8125.0,fernando botero,0.35,artsy,colombia
The guitarist,41.7,29.5,Print,Color offset lithograph,1990.0,58.0,Artcuria,1969-12-31 18:00:43.186,1600.0,fernando botero,-0.04,artsy,colombia
Family Group,40.0,30.5,Print,"Offset lithograph printed in colours, on wove paper",1983.0,51.0,Bonham,1969-12-31 18:00:43.186,1760.0,fernando botero,0.0,artsy,colombia
Still life with Mountain View,35.7,50.8,Work on Paper,charcoal and pencil on paper,1987.0,55.0,Christie's,1969-12-31 18:00:43.158,48720.0,fernando botero,0.0,artsy,colombia
Mujer Fumando,65.0,44.9,Print,"Lithograph printed in colours, on wove",1985.0,53.0,Bonham,1969-12-31 18:00:43.067,670.0,fernando botero,-0.29,artsy,colombia
BOY IN A GARDEN ,141.0,117.0,,paintings,1966.0,34.0,Sotheby's,1969-12-31 18:00:43.059,555000.0,fernando botero,0.85,artsy,colombia
AMANDA,36,43,Work on Paper,graphite on paper,,,Sotheby's,1969-12-31 18:00:43.059,30000.0,fernando botero,0.0,artsy,colombia
Man with a Book,45.5,35.5,Painting,oil on canvas,2001.0,69.0,Christie's,1969-12-31 18:00:43.059,231250.0,fernando botero,0.32,artsy,colombia
The House,118.1,156.2,Painting,oil on canvas,1995.0,63.0,Christie's,1969-12-31 18:00:43.059,912500.0,fernando botero,-0.09,artsy,colombia
CIRCUS WOMAN WITH DOG,48,56,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.059,250000.0,fernando botero,0.11,artsy,colombia
ARZOBISPO RECIÉN NACIDO,92,102,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.059,312500.0,fernando botero,1.08,artsy,colombia
LA PUDEUR (MODESTY),53,66,Print,"inscribed with artist signature, numbered 1/6 and stamped with foundry mark on the base",,,Sotheby's,1969-12-31 18:00:43.059,495000.0,fernando botero,-0.17,artsy,colombia
Still Life with Pears,80,69.2,Painting,pastel and oil on paper,1957.0,25.0,Christie's,1969-12-31 18:00:43.059,56250.0,fernando botero,0.41,artsy,colombia
EL BAÑO,66,112,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:43.059,399000.0,fernando botero,0.45,artsy,colombia
AMANDA,36,43,Work on Paper,graphite on paper,,,Sotheby's,1969-12-31 18:00:43.059,30000.0,fernando botero,0.0,artsy,colombia
After Raphael,64.7,76.2,Painting,oil on canvas,2009.0,77.0,Christie's,1969-12-31 18:00:43.059,187500.0,fernando botero,0.07,artsy,colombia
Self-Portrait with Still Life (After Courbet),132.1,114.3,Painting,oil and collage on canvas,1963.0,31.0,Christie's,1969-12-31 18:00:43.059,372500.0,fernando botero,0.06,artsy,colombia
"Untitled ,n1980",43.81,35.56,Work on Paper,Pencil and pastel on paper laid to four-ply board,1980.0,48.0,Doyle New Yor,1969-12-31 18:00:43.053,43750.0,fernando botero,1.19,artsy,colombia
"Information box ,n1972",15.24,15.24,Photography,Gelatin silver print on paper,1972.0,40.0,Great Dane Auction,1969-12-31 18:00:42.956,900.0,fernando botero,-0.47,artsy,colombia
"La Toilette, from Botero",302,400,Print,"offset lithograph in colors, on wove paper, 1983, signed in pencil, numbered 8/200, published by Harry N. Abrams Editions, New York",1983.0,51.0,Christie's,1969-12-31 18:00:42.926,6875.0,fernando botero,1.75,artsy,colombia
Mujer Fumando,65.0,44.9,Print,"Lithograph printed in colours, on wove, unframed",1985.0,53.0,Bonham,1969-12-31 18:00:42.920,1617.0,fernando botero,1.08,artsy,colombia
Fin de Fiesta,208.2,167,Painting,oil on canvas,,,Phillip,1969-12-31 18:00:42.882,749444.52,fernando botero,0.08,artsy,colombia
Natura morta con violino,31.0,39.2,Work on Paper,Mixed technique on cardboard,2006.0,74.0,Farsettiart,1969-12-31 18:00:42.881,40253.0,fernando botero,-0.35,artsy,colombia
Natura morta con montagne,50.8,35.7,Work on Paper,Carbon and pencil on paper,1987.0,55.0,Farsettiart,1969-12-31 18:00:42.881,26835.0,fernando botero,-0.31,artsy,colombia
Woman in Front of a Window,46,61,Work on Paper,charcoal on paper,1987.0,55.0,Christie's,1969-12-31 18:00:42.878,43750.0,fernando botero,0.25,artsy,colombia
Bedroom,35.2,48.3,Painting,oil on canvas laid on wood board,2010.0,78.0,Christie's,1969-12-31 18:00:42.878,307500.0,fernando botero,1.05,artsy,colombia
Bedroom,35.2,48.3,Painting,oil on canvas laid on wood board,2010.0,78.0,Christie's,1969-12-31 18:00:42.878,307500.0,fernando botero,1.05,artsy,colombia
Standing Woman,30.8,40.6,Work on Paper,watercolor and graphite on paper,2002.0,70.0,Christie's,1969-12-31 18:00:42.878,35000.0,fernando botero,0.0,artsy,colombia
Woman in Front of a Window,46,61,Work on Paper,charcoal on paper,1987.0,55.0,Christie's,1969-12-31 18:00:42.878,43750.0,fernando botero,0.25,artsy,colombia
Man Smoking,74.3,103.4,Work on Paper,pastel on paper laid on board,2002.0,70.0,Christie's,1969-12-31 18:00:42.878,247500.0,fernando botero,0.41,artsy,colombia
Teresita,73,113,Painting,oil on canvas,1982.0,50.0,Christie's,1969-12-31 18:00:42.878,463500.0,fernando botero,0.16,artsy,colombia
Woman in Front of a Window,46,61,Work on Paper,charcoal on paper,1987.0,55.0,Christie's,1969-12-31 18:00:42.878,43750.0,fernando botero,0.25,artsy,colombia
Woman in Profile,37,39.5,Painting,oil on canvas,1995.0,63.0,Christie's,1969-12-31 18:00:42.878,162500.0,fernando botero,0.3,artsy,colombia
Bedroom,35.2,48.3,Painting,oil on canvas laid on wood board,2010.0,78.0,Christie's,1969-12-31 18:00:42.878,307500.0,fernando botero,1.05,artsy,colombia
Scène de famille,38.0,28.0,Print,color offset lithograph on vellum,1983.0,51.0,Cornette de Saint Cy,1969-12-31 18:00:42.815,2779.0,fernando botero,0.03,artsy,colombia
Mujer Fumando,41.0,33.0,Print,lithograph printed in colors on wove paper,1965.0,33.0,Forum Auction,1969-12-31 18:00:42.814,474.0,fernando botero,-0.24,artsy,colombia
De non,90.0,82.0,Painting,Oil on canvas,1982.0,50.0,De Vuys,1969-12-31 18:00:42.804,267406.0,fernando botero,0.09,artsy,colombia
Selfportrait - Drawing a still life,35.0,43.0,Work on Paper,Indian ink,1981.0,49.0,De Vuys,1969-12-31 18:00:42.804,24210.0,fernando botero,0.08,artsy,colombia
La escalera,112.5,191,Painting,oil on canvas,2002.0,70.0,Christie's,1969-12-31 18:00:42.793,602855.0,fernando botero,-0.31,artsy,colombia
SANS TITRE,64.0,48.0,Work on Paper,works on paper,1980.0,48.0,Sotheby's,1969-12-31 18:00:42.788,44981.0,fernando botero,4.0,artsy,colombia
SANS TITREnSIGNED AND DATED 80; PENCIL ON PAPER. EXECUTED IN 1980.,48,64,Work on Paper, crayon sur papier,,,Sotheby's,1969-12-31 18:00:42.788,44981.39,fernando botero,4.0,artsy,colombia
Caballo del Picador,89.0,60.0,Print,poster,2001.0,69.0,Segre Subasta,1969-12-31 18:00:42.779,581.0,fernando botero,0.1,artsy,colombia
Pedro,89.0,60.0,Print,poster,2001.0,69.0,Segre Subasta,1969-12-31 18:00:42.779,634.0,fernando botero,0.2,artsy,colombia
Girl with blue hat,40.0,51.0,Painting,oil on canvas,1962.0,30.0,Pierre Berge & Associe,1969-12-31 18:00:42.718,67104.0,fernando botero,-0.08,artsy,colombia
Donna alla finestra,52.0,35.0,Painting,oil on canvas,,,Galleria Panant,1969-12-31 18:00:42.713,163717.0,fernando botero,-0.28,artsy,colombia
Les Trapézistes,74.5,92.5,Painting,huile sur toile,2008.0,76.0,Christie's,1969-12-31 18:00:42.710,260440.05,fernando botero,-0.03,artsy,colombia
Niño con un pájaro,104.5,84.0,Painting,Oil on canvas,1965.0,33.0,Lempert,1969-12-31 18:00:42.707,264533.0,fernando botero,0.0,artsy,colombia
Niño con un pájaro,104.0,84.0,Painting,oil on canvas,1965.0,33.0,Kunsthaus Lempert,1969-12-31 18:00:42.706,264533.0,fernando botero,-0.01,artsy,colombia
La Toilette,63.0,48.0,Work on Paper,"graphite, pencil and opaque white on Hahnemühle laid paper",1979.0,47.0,Grisebac,1969-12-31 18:00:42.704,66648.0,fernando botero,0.25,artsy,colombia
Niña Con Flores,119.0,94.0,Painting,oil on canvas,1956.0,24.0,Grisebac,1969-12-31 18:00:42.704,253265.0,fernando botero,0.36,artsy,colombia
Mona Lisa Age Nine,119.0,94.0,Painting,oil on canvas,1960.0,28.0,Grisebac,1969-12-31 18:00:42.704,279925.0,fernando botero,0.5,artsy,colombia
Feliz Cumpleaños,156.0,191.0,Painting,oil on canvas,1971.0,39.0,Grisebac,1969-12-31 18:00:42.704,466542.0,fernando botero,0.25,artsy,colombia
Mujer con paraguas,43.0,35.0,Work on Paper,pencil and gouache on paper,1983.0,51.0,Farsetti Art,1969-12-31 18:00:42.699,31783.0,fernando botero,-0.09,artsy,colombia
PORTRAIT OF A SCHOOLGIRL,70,71,Painting,pastel on board ,,,Sotheby's,1969-12-31 18:00:42.696,93750.0,fernando botero,0.56,artsy,colombia
MUJER CON PARAGUAS,36,44,Work on Paper,sanguine on paper laid down on board,,,Sotheby's,1969-12-31 18:00:42.696,35000.0,fernando botero,0.0,artsy,colombia
PORTRAIT OF A SCHOOLGIRL,70,71,Painting,pastel on board ,,,Sotheby's,1969-12-31 18:00:42.696,93750.0,fernando botero,0.56,artsy,colombia
AUTORRETRATO A LOS DIECIOCHO MESES,112,124,Painting,oil on canvas,,,Sotheby's,1969-12-31 18:00:42.696,396500.0,fernando botero,0.59,artsy,colombia
MAN ON A HORSE,160,230,,inscribed with artist signature; also numbered 3/3 and stamped with foundry mark,,,Sotheby's,1969-12-31 18:00:42.696,1824500.0,fernando botero,0.82,artsy,colombia
DONNA A CAVALLO,51.5,42,,inscribed with artist signature and numbered 5/6; also stamped with foundry mark,,,Sotheby's,1969-12-31 18:00:42.696,588500.0,fernando botero,-0.02,artsy,colombia
RECLINING COUPLE,43,35,Work on Paper,graphite on paper,,,Sotheby's,1969-12-31 18:00:42.696,125000.0,fernando botero,2.13,artsy,colombia
El atelier de Leonardo,38.1,38.1,Painting,oil and collage on canvas,1963.0,31.0,Christie's,1969-12-31 18:00:42.695,125000.0,fernando botero,2.13,artsy,colombia
Still Life with Grapes,99.1,81.3,Work on Paper,pastel on paper laid on board,1969.0,37.0,Christie's,1969-12-31 18:00:42.695,87500.0,fernando botero,-0.12,artsy,colombia
A Family,187.3,163.8,Painting,oil on canvas,1997.0,65.0,Christie's,1969-12-31 18:00:42.695,1267500.0,fernando botero,-0.15,artsy,colombia
La Rocca,129.5,165.1,Painting,oil on canvas,1971.0,39.0,Christie's,1969-12-31 18:00:42.695,727500.0,fernando botero,0.21,artsy,colombia
El atelier de Leonardo,38.1,38.1,Painting,oil and collage on canvas,1963.0,31.0,Christie's,1969-12-31 18:00:42.695,125000.0,fernando botero,2.13,artsy,colombia
A Family,187.3,163.8,Painting,oil on canvas,1997.0,65.0,Christie's,1969-12-31 18:00:42.695,1267500.0,fernando botero,-0.15,artsy,colombia
Dancers,35,49,Painting,oil on canvas,2003.0,71.0,Christie's,1969-12-31 18:00:42.695,343500.0,fernando botero,0.37,artsy,colombia
Mujer Fumando,41.0,33.0,Print,color lithograph on wove paper,1965.0,33.0,Bloomsbury Auction,1969-12-31 18:00:42.682,461.0,fernando botero,-0.26,artsy,colombia
La diva (La fille du regiment),41.0,30.0,Painting,oil and lead pencil on canvas,1996.0,64.0,Cornette de Saint Cy,1969-12-31 18:00:42.667,92182.0,fernando botero,0.06,artsy,colombia
Woman in a Green Dress,99,181,Painting,oil on canvas,1992.0,60.0,Christie's,1969-12-31 18:00:42.664,717254.4,fernando botero,0.01,artsy,colombia
Guitare sur une chaise,74,100,Work on Paper,charcoal on paper,2003.0,71.0,Christie's,1969-12-31 18:00:42.663,87896.52,fernando botero,0.34,artsy,colombia
Les danseurs,43.0,31.0,Print,color lithograph on paper,1985.0,53.0,Cannes Enchere,1969-12-31 18:00:42.559,1768.0,fernando botero,0.14,artsy,colombia
Still Life with Fruit,80.0,98.0,Work on Paper,pastel on paper,1969.0,37.0,Morton Auctioneers & Appraiser,1969-12-31 18:00:42.545,40000.0,fernando botero,-0.36,artsy,colombia
Senza titolo,29.0,40.0,Work on Paper,mixed media on paper,1998.0,66.0,Artesegno Auction,1969-12-31 18:00:42.545,1333.0,fernando botero,0.0,artsy,colombia
Nature morte,30.0,37.0,Work on Paper,charcoal and watercolor on paper,2005.0,73.0,Pierre Berge & Associe,1969-12-31 18:00:42.542,18973.0,fernando botero,0.24,artsy,colombia
Stillleben mit Früchten,58.0,61.0,Print,color lithograph on vellum,,,Karl & Fabe,1969-12-31 18:00:42.529,1471.0,fernando botero,0.3,artsy,colombia
Clown in his Trailer,102.9,152.4,Painting,oil on canvas,2007.0,75.0,Christie's,1969-12-31 18:00:42.514,413000.0,fernando botero,-0.31,artsy,colombia
Untitled,20.3,27.6,Work on Paper,oil and crayon on paper,1961.0,29.0,Christie's,1969-12-31 18:00:42.514,16250.0,fernando botero,0.08,artsy,colombia
Tiger and Trainer,186,122.6,Painting,oil on canvas,2007.0,75.0,Christie's,1969-12-31 18:00:42.514,461000.0,fernando botero,-0.34,artsy,colombia
Painter and Model,49.5,35.9,Work on Paper,"graphite, pastel and watercolor on paper",2004.0,72.0,Christie's,1969-12-31 18:00:42.514,87500.0,fernando botero,-0.12,artsy,colombia
Tiger and Trainer,186,122.6,Painting,oil on canvas,2007.0,75.0,Christie's,1969-12-31 18:00:42.514,461000.0,fernando botero,-0.34,artsy,colombia
Arzobispo de un año de edad,162.6,133.4,Painting,oil on canvas,1968.0,36.0,Christie's,1969-12-31 18:00:42.514,389000.0,fernando botero,-0.03,artsy,colombia
Untitled (Ballerina),32,45.7,Work on Paper,graphite on paper,2004.0,72.0,Christie's,1969-12-31 18:00:42.514,37500.0,fernando botero,0.67,artsy,colombia
Untitled,20.3,27.6,Work on Paper,oil and crayon on paper,1961.0,29.0,Christie's,1969-12-31 18:00:42.514,16250.0,fernando botero,0.08,artsy,colombia
Clown in his Trailer,102.9,152.4,Painting,oil on canvas,2007.0,75.0,Christie's,1969-12-31 18:00:42.514,413000.0,fernando botero,-0.31,artsy,colombia
Pedrito,97.16,74.93,Print,ofset color lithograph,1975.0,43.0,Leslie Hindman Auctioneer,1969-12-31 18:00:42.513,2000.0,fernando botero,-0.33,artsy,colombia
Woman in the Kitchen,160.02,110.49,Work on Paper,watercolor on paper,1981.0,49.0,Heritage Auction,1969-12-31 18:00:42.491,225000.0,fernando botero,0.29,artsy,colombia
Santa Rosa's Mystic Dream,35.56,30.48,Painting,oil on canvas,1961.0,29.0,Heritage Auction,1969-12-31 18:00:42.491,75000.0,fernando botero,2.0,artsy,colombia
Bullfight,41.0,56.01,Work on Paper,pencil and chalk on reddish paper,1988.0,56.0,Allgauer Auktionshau,1969-12-31 18:00:42.467,21657.0,fernando botero,1.38,artsy,colombia
Mujer Fumando,41.0,33.5,Print,color lithograph on wove paper,1965.0,33.0,Bloomsbury Auction,1969-12-31 18:00:42.459,356.0,fernando botero,-0.5,artsy,colombia
La Toilette,34.29,28.58,Print,offset color lithograph,1983.0,51.0,Clarke Auctio,1969-12-31 18:00:42.427,2500.0,fernando botero,-0.5,artsy,colombia
Porträt Thomas Frey,24.0,18.49,Work on Paper,ball pen on paper,1986.0,54.0,im Kinsky Kunst Auktione,1969-12-31 18:00:42.422,1652.0,fernando botero,-0.33,artsy,colombia
Femme à la cigarette,50.5,41.5,Print,offset color lithograph,1984.0,52.0,Pias,1969-12-31 18:00:42.347,2114.0,fernando botero,0.1,artsy,colombia
Femme qui fume,41.61,29.39,Print,color offset lithograph,1990.0,58.0,Artcuria,1969-12-31 18:00:42.346,2435.0,fernando botero,0.26,artsy,colombia
Mujer Fumando,65.0,44.91,Print,lithograph printed in colors on wove,1985.0,53.0,Bonham,1969-12-31 18:00:42.346,473.0,fernando botero,-0.48,artsy,colombia
Déjeuner sur l’herbe,29.39,41.61,Print,offset lithograph,1990.0,58.0,Artcuria,1969-12-31 18:00:42.346,2005.0,fernando botero,0.04,artsy,colombia
Naturaleza muerta,188.01,195.0,Work on Paper,charcoal and red chalk on canvas,1969.0,37.0,Taja,1969-12-31 18:00:42.345,186308.0,fernando botero,-0.02,artsy,colombia
Figurenkomposition,51.0,42.01,Work on Paper,pen and ink drawing on paper,1954.0,22.0,Koller Auktione,1969-12-31 18:00:42.341,18498.0,fernando botero,-0.07,artsy,colombia
Bodegon,30.48,40.64,Work on Paper,mixed media on cardboard paper,1979.0,47.0,Fine Art Auctions Miam,1969-12-31 18:00:42.340,15000.0,fernando botero,-0.09,artsy,colombia
Still Life with Onions,106.7,90.5,Work on Paper,pastel on paper,1970.0,38.0,Christie's,1969-12-31 18:00:42.327,221000.0,fernando botero,1.76,artsy,colombia
Man (Dressed in Gray),30.9,38.7,Work on Paper,"watercolor, charcoal, and graphite on paper",2002.0,70.0,Christie's,1969-12-31 18:00:42.327,56250.0,fernando botero,0.73,artsy,colombia
Femme au lit,35.6,50.8,Work on Paper,watercolor and graphite on paper,1975.0,43.0,Christie's,1969-12-31 18:00:42.327,37500.0,fernando botero,-0.25,artsy,colombia
Still Life with Oranges,59.4,45.7,Work on Paper,watercolor on paper,1975.0,43.0,Christie's,1969-12-31 18:00:42.327,22500.0,fernando botero,0.29,artsy,colombia
Woman,31.1,41.9,Work on Paper,graphite and sanguine on paper,1992.0,60.0,Christie's,1969-12-31 18:00:42.327,81250.0,fernando botero,1.32,artsy,colombia
El rosario,113,198.1,Painting,oil on canvas,1969.0,37.0,Christie's,1969-12-31 18:00:42.327,485000.0,fernando botero,-0.03,artsy,colombia
Woman Smoking,32.4,45.7,Work on Paper,graphite and white chalk on paper,1993.0,61.0,Christie's,1969-12-31 18:00:42.327,81250.0,fernando botero,1.32,artsy,colombia
Cerises,37.1,32.4,Painting,oil on canvas,2001.0,69.0,Christie's,1969-12-31 18:00:42.327,137000.0,fernando botero,0.37,artsy,colombia
Homenaje a Bonnard,142.9,207,Painting,oil on canvas,1971.0,39.0,Christie's,1969-12-31 18:00:42.327,653000.0,fernando botero,-0.13,artsy,colombia
Femme au lit,35.6,50.8,Work on Paper,watercolor and graphite on paper,1975.0,43.0,Christie's,1969-12-31 18:00:42.327,37500.0,fernando botero,-0.25,artsy,colombia
Still Life with Oranges,59.4,45.7,Work on Paper,watercolor on paper,1975.0,43.0,Christie's,1969-12-31 18:00:42.327,22500.0,fernando botero,0.29,artsy,colombia
Man,127,182.9,Painting,oil on canvas,2006.0,74.0,Christie's,1969-12-31 18:00:42.327,521000.0,fernando botero,-0.13,artsy,colombia
El rosario,113,198.1,Painting,oil on canvas,1969.0,37.0,Christie's,1969-12-31 18:00:42.327,485000.0,fernando botero,-0.03,artsy,colombia
Rosita,35.2,43.2,Work on Paper,graphite on paper laid on board,1975.0,43.0,Christie's,1969-12-31 18:00:42.323,50000.0,fernando botero,0.0,artsy,colombia
To Amnesty International,57.5,40.3,Print,Offset color lithograph,1975.0,43.0,Swann Gallerie,1969-12-31 18:00:42.319,4160.0,fernando botero,1.08,artsy,colombia
Man with newspaper - El Sol,46.0,38.0,Painting,oil on canvas,1996.0,64.0,De Vuys,1969-12-31 18:00:42.300,220908.0,fernando botero,0.67,artsy,colombia
Autoportrait,9.5,9.5,Sculpture,polished bronze medallion,1992.0,60.0,Cannes Enchere,1969-12-31 18:00:42.293,170.0,fernando botero,-0.4,artsy,colombia
Untitled,35.0,24.0,Work on Paper,pencil on paper,2008.0,76.0,Capitolium Art Casa d'Ast,1969-12-31 18:00:42.205,7656.0,fernando botero,-0.36,artsy,colombia
To Amnesty International,80.01,59.69,Print,color offset lithograph on wove paper,1976.0,44.0,Bonham,1969-12-31 18:00:42.204,1625.0,fernando botero,0.0,artsy,colombia
Dessins et Aquarelles: one plate,44.81,36.2,Print,offset lithograph on wove paper,1984.0,52.0,Christie's,1969-12-31 18:00:42.198,10000.0,fernando botero,1.0,artsy,colombia
Mother And Child,123.01,93.5,Painting,oil on canvas,2003.0,71.0,Koller Auktione,1969-12-31 18:00:42.180,437452.0,fernando botero,0.1,artsy,colombia
Hand Drawing,28.19,19.99,Work on Paper,black felt-tip pen on plain paper,1995.0,63.0,Auctionat,1969-12-31 18:00:42.179,2063.0,fernando botero,0.18,artsy,colombia
Amanda,42.49,35.0,Work on Paper,pencil on thin wove paper,1973.0,41.0,Auctionat,1969-12-31 18:00:42.173,38077.0,fernando botero,2.23,artsy,colombia
Amanda,42.49,35.0,Work on Paper,pencil on thin wove paper,1973.0,41.0,Auctionat,1969-12-31 18:00:42.173,38077.0,fernando botero,2.23,artsy,colombia
Naturaleza Muerta,170.0,175.01,Work on Paper,charcoal and oil on canvas,1964.0,32.0,Auctionat,1969-12-31 18:00:42.173,362846.0,fernando botero,3.1,artsy,colombia
Mujer Fumando,40.89,33.3,Print,color lithograph on vellum,1985.0,53.0,Jeschke van Vlie,1969-12-31 18:00:42.167,383.0,fernando botero,-0.24,artsy,colombia
Un ladron (A thief),50.0,35.0,Painting,oil on canvas,1994.0,62.0,Dorotheu,1969-12-31 18:00:42.163,319735.0,fernando botero,0.83,artsy,colombia
Un ladro (A thief),50.01,35.0,Painting,oil on canvas,1994.0,62.0,Dorotheu,1969-12-31 18:00:42.163,319735.0,fernando botero,0.83,artsy,colombia
Portrait de femme. Fumeur,41.81,29.39,Print,color offset lithograph,1990.0,58.0,Artcuria,1969-12-31 18:00:42.157,4392.0,fernando botero,2.9,artsy,colombia
Portrait of a Girl,42.2,43.8,Work on Paper,pastel and graphite on paper,1968.0,36.0,Christie's,1969-12-31 18:00:42.150,93750.0,fernando botero,0.88,artsy,colombia
La pareja,35.9,50.8,Work on Paper,graphite on paper,1988.0,56.0,Christie's,1969-12-31 18:00:42.150,50000.0,fernando botero,0.0,artsy,colombia
Still Life with Watermelon,189.9,174.6,Painting,oil on canvas,1973.0,41.0,Christie's,1969-12-31 18:00:42.150,485000.0,fernando botero,-0.03,artsy,colombia
