,title,height,length,art_type,medium_text,date_text,age,house,fecha,price,author,performance,source,country
2910,tres conejos,13.375,130.75,"important latin american paintings, drawings & sculptures", gouache on paper ,1976,46,christie's,1999-06-02,61341.0, francisco toledo,1.38,mutual art,-
2911,amantes,130.25,33.7,"important latin american paintings, drawings & sculptures", black marble ,1975,47,christie's,1999-06-02,121793.0, francisco zuñiga,1.1416666666666666,mutual art,-
2912,figura en rosa,290.25,210.25,"important latin american paintings, drawings & sculptures", oil and sand on panel ,1974,48,christie's,1999-06-02,190246.0, rufino tamayo,0.856,mutual art,-
2913,iii mar de lurín,88.375,98.375,"important latin american paintings, drawings & sculptures", oil on canvas ,1990,32,christie's,1999-06-02,65430.0, fernando de szyszlo,1.3381818479303484,mutual art,-
2914,apresurados,190.75,59.0,"important latin american paintings, drawings & sculptures", acrylic on newsprint laid down on canvas ,1992,30,christie's,1999-06-02,30671.0, antonio seguí,1.0454555525446145,mutual art,-
2915,flora,28.0,22.0,"important latin american paintings, drawings & sculptures", gouache on heavy paper ,1978,44,christie's,1999-06-02,10224.0, rené portocarrero,0.821429145308759,mutual art,-
2916,evelia sentada,520.75,134.0,"important latin american paintings, drawings & sculptures", bronze with dark blue patina ,1977,45,christie's,1999-06-02,356489.0, francisco zuñiga,1.0025,mutual art,-
2917,paisaje de macuto,200.5,31.0,"important latin american paintings, drawings & sculptures", oil and tempera on canvas ,1941,81,christie's,1999-06-02,317373.0, armando reverón,1.9833333333333334,mutual art,-
2919,hombre con sombrero blanco,18.0,15.125,"important latin american paintings, drawings & sculptures", oil and sand on canvas ,1973,49,christie's,1999-06-02,200025.0, rufino tamayo,0.9,mutual art,-
2921,mujer de pie con rebozo,21.625,44.2,"important latin american paintings, drawings & sculptures", bronze with dark brown and green patina ,1963,59,christie's,1999-06-02,36805.0, francisco zuñiga,0.919999650047681,mutual art,-
2922,puerto constructivo con hombre de cara roja,25.875,330.5,"important latin american paintings, drawings & sculptures", oil on board ,1946,76,christie's,1999-06-02,591185.0, joaquín torres garcía,0.83125,mutual art,-
2923,magueyeros,19.625,190.75,"important latin american paintings, drawings & sculptures", oil on canvas ,1940,82,christie's,1999-06-02,81788.0, héctor poleo,1.3142857142857143,mutual art,-
2924,hombre mirando pájaros,39.625,49.125,"important latin american paintings, drawings & sculptures", oil and sand on canvas ,1950,72,christie's,1999-06-02,80135.0, rufino tamayo,1.2149996778094072,mutual art,-
2925,bañista,26.0,66.0,"important latin american paintings, drawings & sculptures", bronze with brown patina ,1971,51,christie's,1999-06-02,121793.0, francisco zuñiga,3.0444444444444443,mutual art,-
2926,hombre,280.75,350.5,"important latin american paintings, drawings & sculptures", oil and sand on canvas ,1961,61,christie's,1999-06-02,385826.0, rufino tamayo,1.736,mutual art,-
2927,abstract figure on a pole,32.0,,twentieth century art, bronze ,1967,55,christie's,1999-06-10,2473.0, antonio seguí,0.9753307960797459,mutual art,-
2928,abstract figure on a pole,40.0,,twentieth century art, bronze ,1967,55,christie's,1999-06-10,2967.0, antonio seguí,0.8777457288662082,mutual art,-
2929,homenaje al humano,19.0,26.0,20th century art, painted wood and metal construction ,1976,46,christie's,1999-06-18,2605.0, jesus-rafael soto,0.7360004520540204,mutual art,-
2932,el revolucionario,31.0,25.0,the latin american sale, pyroxylin on panel ,1945,77,christie's,2000-06-01,199511.0, david alfaro siqueiros,1.1599999418578453,mutual art,-
2933,la bomba de flit,420.25,29.875,the latin american sale," ink, watercolor and gouache on paper ",1974,48,christie's,2000-06-01,121254.0, francisco toledo,1.4099999127863878,mutual art,-
2934,mujer en interior,270.75,22.0,the latin american sale, oil on paper laid down on canvas ,1944,78,christie's,2000-06-01,64669.0, rené portocarrero,1.2533334883793046,mutual art,-
2935,bañistas,13.0,210.75,the latin american sale, oil on canvas ,1919,103,christie's,2000-06-01,70732.0, angel zárraga,1.1749999377050024,mutual art,-
2936,atardecer,110.75,150.75,the latin american sale, oil on canvas board ,1956,66,christie's,2000-06-01,80836.0, diego rivera,0.9399999418575918,mutual art,-
2937,tres mujeres,19.625,250.5,the latin american sale, color crayon and watercolor on paper ,1968,54,christie's,2000-06-01,20209.0, francisco zuñiga,1.6785720218615545,mutual art,-
2938,en el viñedo,26.625,190.25,the latin american sale, oil on canvas ,1920,102,christie's,2000-06-01,240062.0, diego rivera,0.6554545536456113,mutual art,-
2939,sapo,260.25,200.25,the latin american sale, oil and pigment on stenciled paper ,2000,22,christie's,2000-06-01,18188.0, francisco toledo,2.1150066864352577,mutual art,-
2940,sentada en el sofá,400.5,42.0,the latin american sale, bronze with brown patina ,1997,25,christie's,2000-06-01,56585.0, abigail varela,1.0123074473518727,mutual art,-
2941,el conejo y el zapato,110.25,150.5,the latin american sale, pastel and pastel wash on paper ,1975,47,christie's,2000-06-01,48502.0, francisco toledo,0.9400004069937022,mutual art,-
2942,elena de pie,25.0,63.5,the latin american sale, bronze with brown patina ,1976,46,christie's,2000-06-01,70732.0, francisco zuñiga,0.9138885030702194,mutual art,-
2943,accidente en la mina,80.25,130.5,the latin american sale, pencil and ink on paper ,1931,91,christie's,2000-06-01,48502.0, david alfaro siqueiros,2.2560014140126796,mutual art,-
2944,la soledad,30.0,220.25,the latin american sale," ink, watercolor and gouache on arches paper ",1980,42,christie's,2000-06-01,151568.0, francisco toledo,1.25892898673028,mutual art,-
2945,aldea en la selva,11.0,150.25,the latin american sale, gouache on paper ,1935,87,christie's,2000-06-01,52544.0, diego rivera,0.9400003756852903,mutual art,-
2946,los amantes,70.25,18.4,the latin american sale, light green onyx ,1963,59,christie's,2000-06-01,70732.0, francisco zuñiga,0.822500024710351,mutual art,-
2947,madre en cuclillas,150.25,38.7,the latin american sale, bronze with dark green patina ,1978,44,christie's,2000-06-01,60627.0, francisco zuñiga,2.2031240631353644,mutual art,-
2948,la novia,86.625,70.875,the latin american sale, oil on canvas ,1910,112,christie's,2000-06-01,502217.0, angel zárraga,1.4599999854644508,mutual art,-
2949,el bote,19.625,580.75,the latin american sale, oil on canvas ,1983,39,christie's,2000-06-01,34355.0, antonio seguí,1.5979998837141693,mutual art,-
2951,juárez sin la sirena,12.375,110.75,the latin american sale, gouache and paper collage on incised plaster ,1985,37,christie's,2000-06-01,60627.0, francisco toledo,1.0071432131169327,mutual art,-
2952,fantasia (head in blue),18.0,210.75,the latin american sale, oil and sand on canvas ,1961,61,christie's,2000-06-01,171132.0, rufino tamayo,0.795999999069724,mutual art,-
2953,dos mujeres,19.625,250.5,the latin american sale, charcoal and pastel on buff paper ,1976,46,christie's,2000-06-01,11116.0, francisco zuñiga,1.0771683148168782,mutual art,-
2954,road workers,10.875,8.375,the latin american sale, gouache on paper ,1932,90,christie's,2000-06-01,60627.0, rufino tamayo,1.5666660637085539,mutual art,-
2955,hamaca,15.0,33.875,the latin american sale, black marble ,1985,37,christie's,2000-06-01,141463.0, francisco zuñiga,1.0281253100172503,mutual art,-
2956,proyecto para el mural del porfirismo a la revolución en el castillo de chapultepec,48.125,660.75,the latin american sale, pyroxilin on masonite ,1958,64,christie's,2000-06-01,331945.0, david alfaro siqueiros,1.1028571390601036,mutual art,-
2957,mujer frente el espejo,70.75,50.5,the latin american sale, ink on paper ,1917,105,christie's,2000-06-01,44460.0, diego rivera,1.1488876772364676,mutual art,-
2958,retrato del poeta lalane,48.0,380.5,the latin american sale, oil on canvas ,1936,86,christie's,2000-06-01,161672.0, diego rivera,0.8545454016887198,mutual art,-
2959,estudio para caracol,27.0,20.0,the latin american sale, pyroxilin on panel ,1940,82,christie's,2000-06-01,101045.0, david alfaro siqueiros,0.8392856623728498,mutual art,-
2960,nubes sobre la laguna,77.0,950.5,the latin american sale, oil on canvas ,1996,26,christie's,2000-06-01,540055.0, tomás sánchez,1.0466666963838054,mutual art,-
2961,naturaleza muerta,16.125,13.0,the latin american sale, oil on canvas ,1918,104,christie's,2000-06-01,24251.0, angel zárraga,0.805714523028365,mutual art,-
2962,"tamayo, a.k.a, rome, 1974: a set of six",1765.3,490.0,"old master, modern & contemporary prints"," lithographs printed in colors, on wove paper ",1974,48,christie's,2000-06-20,15251.0, rufino tamayo,0.8392859108269037,mutual art,-
2964,le gran jaune,62.0,42.0,latin american sale, painted wood construction with metal and nylon attachments ,1965,57,christie's,2000-11-21,76794.0, jesus-rafael soto,3.720837835349752,mutual art,-
2965,sin título,150.75,40.0,latin american sale, bronze with brown patina ,1970,52,christie's,2000-11-21,19199.0, francisco zuñiga,1.014818710637387,mutual art,-
2966,platanal,180.5,28.125,latin american sale," watercolor, gouache and pastel on board ",1939,83,christie's,2000-11-21,52544.0, alfredo ramos martínez,1.0183330571601057,mutual art,-
2967,dos personajes,47.875,63.875,latin american sale, oil and sand on canvas ,1968,54,christie's,2000-11-21,577893.0, rufino tamayo,0.9599999601310293,mutual art,-
2968,sin título,30.625,20.0,latin american sale, oil on paper laid down on board ,1938,84,christie's,2000-11-21,52544.0, armando reverón,1.2220003790843137,mutual art,-
2970,dos amantes contemplando la luna,39.625,130.333,latin american sale, oil on canvas ,1950,72,christie's,2000-11-21,240062.0, rufino tamayo,0.8011111211224139,mutual art,-
2971,mujeres con canasta,11.0,1.375,latin american sale, gouache on paper ,1939,83,christie's,2000-11-21,52544.0, rufino tamayo,1.110909083220926,mutual art,-
2972,nacimiento de una isla,290.75,210.5,latin american sale, tempera on paper ,1987,35,christie's,2000-11-21,44460.0, tomás sánchez,0.9399994502927193,mutual art,-
2973,autorretrato,130.75,13.125,latin american sale, oil on canvas ,1991,31,christie's,2000-11-21,60627.0, francisco toledo,0.7049999563931939,mutual art,-
2974,uvero en la playa,230.75,32.0,latin american sale, oil and gouache on canvas ,1930,92,christie's,2000-11-21,237349.0, armando reverón,1.1040001860551654,mutual art,-
2975,imagen en un espejo,39.375,230.75,latin american sale, oil and sand on canvas ,1972,50,christie's,2000-11-21,265728.0, rufino tamayo,1.1035713195548886,mutual art,-
2976,encuentro con la naturaleza,760.75,63.0,latin american sale, oil on canvas ,1996,26,christie's,2000-11-21,40418.0, elmar rojas,0.8545456275311776,mutual art,-
2977,dos hombres,115.0,8.0,latin american sale, brush and black ink on paper ,1934,88,christie's,2000-11-21,24251.0, diego rivera,1.1280007070063398,mutual art,-
2978,evelia,170.5,44.5,latin american sale, bronze with dark green patina ,1970,52,christie's,2000-11-21,97003.0, francisco zuñiga,1.5039994294281724,mutual art,-
2979,el volcán,270.25,24.0,latin american sale, pyroxylin on panel ,1960,62,christie's,2000-11-21,131359.0, david alfaro siqueiros,1.527499502884433,mutual art,-
2980,bosque,120.75,180.5,latin american sale, oil on canvas ,1987,35,christie's,2000-11-21,48502.0, tomás sánchez,0.7049996220776428,mutual art,-
2981,dialogue en rond,63.5,,twentieth century art, acrylics on wood and metal ,1965,57,christie's,2000-11-30,11933.0, jesus-rafael soto,1.4042375424372047,mutual art,-
2982,sentada en contemplacion,190.5,49.5,"modern, post-war and contemporary art", bronze with brown patina ,1998,24,christie's,2000-12-05,16167.0, abigail varela,0.7520007070211385,mutual art,-
2983,sin título,110.25,140.25,latin american sale, watercolor and pencil on paper ,1943,79,christie's,2001-05-30,12776.0, mariano rodriguez,1.5275992562877758,mutual art,-
2984,proyecto para el mural sur de la cd. universitaria: la gente de la universidad y la universidad de la gente,48.0,143.0,latin american sale, vinyl on masonite and triplay ,1951,71,christie's,2001-05-30,451616.0, david alfaro siqueiros,1.1249999844309104,mutual art,-
2985,camarones,23.625,280.75,latin american sale, oil and sand on canvas ,1987,35,christie's,2001-05-30,212427.0, francisco toledo,1.0583332025531285,mutual art,-
2986,visitador de cascadas,48.0,48.0,latin american sale, oil on canvas ,1999,23,christie's,2001-05-30,267624.0, tomás sánchez,1.28,mutual art,-
2988,sapo,260.25,200.25,latin american sale, embossed etching on handmade paper with mica and thread ,2000,22,christie's,2001-05-30,3931.0, francisco toledo,0.4699988641594481,mutual art,-
2989,un bouquet de rosas blancas y rojas,31.875,250.75,latin american sale, oil on board ,1923,99,christie's,2001-05-30,51099.0, angel zárraga,0.872856782921736,mutual art,-
2990,"mujer colgada en aro, ii",29.125,74.0,latin american sale, bronze with brown patina ,1999,23,christie's,2001-05-30,25550.0, abigail varela,0.8728567182637155,mutual art,-
2991,quebrada de morrocotudo,16.0,230.25,latin american sale, oil on canvas ,1919,103,christie's,2001-05-30,166429.0, armando reverón,1.2437501050912754,mutual art,-
2992,l'homme et oiseau,18.125,270.75,latin american sale, oil and sand on canvas ,1973,49,christie's,2001-05-30,322821.0, rufino tamayo,0.7018181952575568,mutual art,-
2993,meditador con expectativas,23.875,17.875,latin american sale, acrylic on canvas ,2001,21,christie's,2001-05-30,240025.0, tomás sánchez,3.376470282067676,mutual art,-
2994,montañas,20.875,41.375,latin american sale, oil on masonite ,1960,62,christie's,2001-05-30,117922.0, david alfaro siqueiros,1.0071430615109536,mutual art,-
2995,mujer y niño,13.125,33.3,latin american sale, bronze with green patina ,1977,45,christie's,2001-05-30,43238.0, francisco zuñiga,1.4771440333295185,mutual art,-
2996,grupo de cuatro figuras con niño,70.5,19.0,latin american sale, bronze with green patina ,1965,57,christie's,2001-05-30,47169.0, francisco zuñiga,1.1279997130319372,mutual art,-
2998,dos mujeres,19.625,250.5,latin american sale, watercolor and charcoal on paper ,1972,50,christie's,2001-05-30,15723.0, francisco zuñiga,1.342853360549679,mutual art,-
2999,estación de ferrocarril,180.5,22.0,latin american sale, watercolor and chinese ink on rice paper ,1937,85,christie's,2001-05-30,94337.0, diego rivera,1.1279998947772445,mutual art,-
3000,lavanderas,180.5,22.0,latin american sale, watercolor and chinese ink on rice paper ,1937,85,christie's,2001-05-30,88441.0, diego rivera,1.0575000164410457,mutual art,-
3001,ciudad prohibida,62.375,620.75,latin american sale, oil on canvas ,1976,46,christie's,2001-05-30,47169.0, fernando de szyszlo,1.2533330144799302,mutual art,-
3002,sueño,23.625,31.0,latin american sale, oil and sand on canvas laid down on masonite ,1964,58,christie's,2001-05-30,31446.0, francisco toledo,0.9399997608599477,mutual art,-
3005,construcción (boceto para el mural de st. bois),21.625,33.125,latin american sale, oil on board ,1944,78,christie's,2001-05-30,746002.0, joaquín torres garcía,0.9911111122920566,mutual art,-
3006,sin título,15.125,180.25,latin american sale, oil on canvas ,1929,93,christie's,2001-05-30,74684.0, joaquín torres garcía,1.7859999736945,mutual art,-
3008,sin título,9.875,6.875,latin american sale, watercolor on paper ,1920,102,christie's,2001-05-30,9827.0, joaquín torres garcía,0.8392868581189281,mutual art,-
3009,dos mujeres,250.5,19.625,latin american sale, watercolor and crayon on paper ,1969,53,christie's,2001-05-30,12776.0, francisco zuñiga,0.8486668172337287,mutual art,-
3010,mujer recogiendo paja,35.625,240.25,latin american sale, oil on canvas laid down on board ,1900,122,christie's,2001-05-30,15723.0, leopoldo romañach,0.7519998086879581,mutual art,-
3011,two women sitting,19.0,25.0,latin american sale, watercolor and charcoal on paper ,1967,55,christie's,2001-05-30,8845.0, francisco zuñiga,0.8813316128517977,mutual art,-
3012,madre feliz,490.5,39.625,latin american sale, oil on canvas ,1949,73,christie's,2001-05-30,929993.0, rufino tamayo,1.1119999870863546,mutual art,-
3015,cabeza,13.0,10.0,"modern, post-war and contemporary prints", lithograph in colors ,1958,64,christie's,2001-06-13,1867.0, rufino tamayo,0.6377128413574027,mutual art,-
3016,"carnavalesque; and venus noir, from las mujéres",270.25,210.25,"modern, post-war and contemporary prints", lithographs in colors ,1969,53,christie's,2001-06-13,5110.0, rufino tamayo,1.527493386342236,mutual art,-
3017,sandias con manzana,27.0,340.5,"modern, post-war and contemporary prints", mixograph in colors ,1985,37,christie's,2001-06-13,14739.0, rufino tamayo,1.258861310876138,mutual art,-
3018,reloh sin tiempo,22.125,29.125,"modern, post-war and contemporary prints", etching in colors ,1977,45,christie's,2001-06-13,3931.0, rufino tamayo,0.7833330012155512,mutual art,-
3019,sandias,21.0,29.0,"modern, post-war and contemporary prints", lithograph in colors ,1969,53,christie's,2001-06-13,9827.0, rufino tamayo,1.0681812005761027,mutual art,-
3020,salome,30.0,21.875,"modern, post-war and contemporary prints", lithograph in colors ,1984,38,christie's,2001-06-13,2556.0, rufino tamayo,1.4552493737189705,mutual art,-
3021,petite vibration brique et noire,128.016,43.3,swiss art," relief, multiple ",1966,56,christie's,2001-06-19,4623.0, jesus-rafael soto,3.9479077711357813,mutual art,-
3022,domingo de ramos,22.0,280.5,modern & post-war art, oil on canvas ,1965,57,christie's,2001-06-22,3056.0, jose antonio velasquez,1.0336022187272758,mutual art,-
3023,"tiratura 45, no.4",250.5,63.5,modern & post-war art, oil and wood construction ,1966,56,christie's,2001-06-22,3613.0, jesus-rafael soto,1.222404547223115,mutual art,-
3024,"miguel angel asturias, a.k.a, rome",725.0,520.0,"old master, modern and contemporary prints"," lithographs in colours, on wove paper ",1974,48,christie's,2001-07-03,11051.0, rufino tamayo,0.7833338649597913,mutual art,-
3025,mother and child,1389.38,397.0,19th & 20th century prints & drawings, color lithograph ,1970,52,swann auction galleries,2001-09-21,721.0, david alfaro siqueiros,0.6896221903395504,mutual art,-
3028,figura,767.08,227.0,19th & 20th century prints & drawings, lithograph ,1945,77,swann auction galleries,2001-09-21,1251.0, david alfaro siqueiros,1.1968428605596748,mutual art,-
3030,landscape,970.28,285.0,19th & 20th century prints & drawings, color lithograph on japan paper ,1980,42,swann auction galleries,2001-09-21,1154.0, rufino tamayo,0.6899850523168909,mutual art,-
3031,femme souriante,1358.9,695.0,19th & 20th century prints & drawings, color lithograph ,1969,53,swann auction galleries,2001-09-21,2116.0, rufino tamayo,0.8433302777888486,mutual art,-
3032,figura,142.0,90.0,old master through contemporary prints, lithograph ,1916,106,swann auction galleries,2001-11-05,5001.0, diego rivera,0.996671781892102,mutual art,-
3033,dos mujeres,532.0,696.0,old master through contemporary prints, color lithograph ,1969,53,swann auction galleries,2001-11-05,3655.0, rufino tamayo,1.0924960021521126,mutual art,-
3035,composition,143.0,103.0,old master through contemporary prints, lithograph ,1916,106,swann auction galleries,2001-11-05,5386.0, diego rivera,1.6099959645478052,mutual art,-
3036,figura,750.0,565.0,old master through contemporary prints, color aquatint and embossing ,1975,47,swann auction galleries,2001-11-05,1924.0, rufino tamayo,0.7666560408033153,mutual art,-
3039,la negresse,27.375,21.125,books & prints , color lithograph ,1969,53,doyle new york,2001-11-07,1505.0, rufino tamayo,0.7200095682334648,mutual art,-
3041,evelia sentada,17.0,8.0,20th century art & design, bronze; reddish brown patina ,1970,52,doyle new york,2001-11-13,46834.0, francisco zuñiga,0.9333330676195164,mutual art,-
3042,double-sided work: two seated women and kneeling nude,19.5,25.5,20th century art & design, various media ,1971,51,doyle new york,2001-11-13,16727.0, francisco zuñiga,1.4285714285714284,mutual art,-
3043,desnudo de victoria,16.0,12.0,20th century art & design, bronze; brown and mottled green patina ,1968,54,doyle new york,2001-11-13,43489.0, francisco zuñiga,1.8571431621696064,mutual art,-
3047,seated woman,25.687,5.0,20th century art & design, charcoal and sepia chalk on paper ,1968,54,doyle new york,2001-11-13,6272.0, francisco zuñiga,0.9374976644768801,mutual art,-
3048,dos mujeres,25.0,19.0,20th century art and design, watercolor and charcoal on paper ,1968,54,doyle new york,2001-11-14,5854.0, francisco zuñiga,0.46666613521679173,mutual art,-
3049,crouching woman,7.0,,20th century art and design, bronze on a wood base ,1969,53,doyle new york,2001-11-14,6691.0, francisco zuñiga,0.4,mutual art,-
3050,woman standing in doorway,13.5,10.25,20th century art and design, watercolor and charcoal on paper ,1969,53,doyle new york,2001-11-14,3345.0, francisco zuñiga,0.6666666666666666,mutual art,-
3051,retrato de la niña dolores reachi,22.625,13.125,latin american art, oil on canvas ,1949,73,christie's,2001-11-19,414817.0, diego rivera,1.1022222765457483,mutual art,-
3052,calabaza,22.875,29.875,latin american art, piroxilin on masonite ,1953,69,christie's,2001-11-19,127749.0, david alfaro siqueiros,1.272917045513991,mutual art,-
3053,retrato de maudelle bass,15.375,11.0,latin american art, pastel on rice paper ,1939,83,christie's,2001-11-19,47169.0, diego rivera,0.9399997608599475,mutual art,-
3054,teatro de títeres - zorro,170.5,330.75,latin american art, gouache on paper and wood ,1980,42,christie's,2001-11-19,62892.0, francisco toledo,0.7519998086879581,mutual art,-
3055,interior de cuernavaca,670.5,79.0,latin american art, oil on canvas ,1954,68,christie's,2001-11-19,332021.0, diego rivera,0.8822221557940327,mutual art,-
3056,contemplador de la cascada,24.0,30.0,latin american art, acrylic on canvas ,1996,26,christie's,2001-11-19,267624.0, tomás sánchez,1.7777777777777777,mutual art,-
3057,hombre con pipa,25.125,200.5,latin american art, oil on board ,1934,88,christie's,2001-11-19,68788.0, david alfaro siqueiros,0.8224997713219148,mutual art,-
3058,standing woman,16.0,40.7,latin american art, bronze with dark green patina ,1960,62,christie's,2001-11-19,27515.0, francisco zuñiga,0.9969690546457888,mutual art,-
3059,lluvia,220.25,29.875,latin american art, gouache on paper ,1970,52,christie's,2001-11-19,55030.0, francisco toledo,0.8773328316662469,mutual art,-
3060,camelias blancas,310.5,270.5,latin american art, oil on canvas ,1930,92,christie's,2001-11-19,133645.0, alfredo ramos martínez,2.8535709939083107,mutual art,-
3061,orilla,22.0,28.0,latin american art, acrylic on canvas ,1992,30,christie's,2001-11-19,127749.0, tomás sánchez,1.0910712097149229,mutual art,-
3062,dos mujeres sentadas,14.0,35.5,latin american art, brown onyx ,1965,57,christie's,2001-11-19,117922.0, francisco zuñiga,1.1749999875447332,mutual art,-
3063,cazadores de mariposas,390.5,290.5,latin american art, oil on canvas ,1948,74,christie's,2001-11-19,746002.0, rufino tamayo,0.8920000129136385,mutual art,-
3064,jucateca sentada,140.75,37.5,latin american art, bronze with brown patina ,1967,55,christie's,2001-11-19,33411.0, francisco zuñiga,0.8877782029207321,mutual art,-
3065,columna rosa,790.5,850.5,latin american art, painted wood construction with metal and nylon attachments ,1973,49,christie's,2001-11-19,108095.0, jesus-rafael soto,1.8464284646689813,mutual art,-
3066,el bostezo,15.0,120.5,latin american art, bronze with dark brown patina ,1998,24,christie's,2001-11-19,23584.0, abigail varela,0.7050006800697708,mutual art,-
3067,tomás sánchez (b. 1948),22.125,22.125,latin american art, watercolor and tempera on paper laid down on canvas ,1996,26,christie's,2001-11-19,49134.0, tomás sánchez,1.4687493928039232,mutual art,-
3068,sans démagogie,1651.0,500.0,twentieth century art incl. belgian art & bart van der leck," twenty lithographs printed in colours, on wove paper ",1972,50,christie's,2001-12-04,1574.0, antonio seguí,0.8463958271717796,mutual art,-
3069,mujer sentada con brazo en la rodilla (seated woman with arm on knee),100.25,26.0,post-war and contemporary art, cast bronze with green patina ,1969,53,christie's,2001-12-05,29480.0, francisco zuñiga,1.007141893242276,mutual art,-
3070,dos personnaje,22.0,30.0,"modern, post-war and contemporary prints", lithograph in colors ,1970,52,christie's,2001-12-12,2752.0, rufino tamayo,1.2185348358387391,mutual art,-
3071,hombre con brazos en alto,36.0,250.75,"modern, post-war and contemporary prints", mixograph in colors on thick paper pulp ,1981,41,christie's,2001-12-12,13758.0, rufino tamayo,1.0281281760028698,mutual art,-
3072,[untitled],240.5,18.0,"modern, post-war and contemporary prints", lithograph ,1975,47,christie's,2001-12-12,786.0, francisco toledo,0.8545335942596217,mutual art,-
3073,maños en rojos,210.75,290.5,"modern, post-war and contemporary prints", etching and cire perdue in colors ,1979,43,christie's,2001-12-12,3735.0, rufino tamayo,0.8931987755882915,mutual art,-
3074,le rectangle bleu,20.125,400.25,post-war (day sale)," painted wood, steel and painted steel elements and nylon ",1964,58,christie's,2002-02-07,49047.0, jesus-rafael soto,1.2085721466835542,mutual art,-
3075,"untitled, from apocalypse de saint jean",130.5,20.125,prints, lithograph in colors ,1959,63,christie's,2002-02-19,1161.0, rufino tamayo,0.783347952229944,mutual art,-
3076,"la negress, from mujeres suite",270.25,21.0,prints, lithograph in colors ,1969,53,christie's,2002-02-19,1742.0, rufino tamayo,0.7836962389778657,mutual art,-
3077,desnudo de mujer,270.0,235.0,19th & 20th century prints & drawings, pencil on tan wove paper ,1929,93,swann auction galleries,2002-03-07,3787.0, rufino tamayo,0.7666690285552328,mutual art,-
3079,mujer con brazos altos en rojo,840.0,610.0,19th & 20th century prints & drawings, color lithograph ,1970,52,swann auction galleries,2002-03-07,1800.0, rufino tamayo,0.8744018848218406,mutual art,-
3081,azul y negro,230.75,230.75,"impressionist, modern and post war art"," aluminium, oil and wood consrtuction ",1976,46,christie's,2002-03-21,27617.0, jesus-rafael soto,1.6785694749190105,mutual art,-
3082,hombre en blanco,30.0,22.0,nineteenth and twentieth century prints, on handmade paper ,1976,46,christie's,2002-05-01,5903.0, rufino tamayo,1.1949997469507567,mutual art,-
3083,figura en rojo,30.875,220.75,nineteenth and twentieth century prints, on handmade paper ,1976,46,christie's,2002-05-01,7870.0, rufino tamayo,1.1949952929029124,mutual art,-
3084,sueño,16.375,11.875,nineteenth and twentieth century prints, lithograph in colors ,1932,90,christie's,2002-05-01,19676.0, diego rivera,1.4937519928333916,mutual art,-
3085,hombre en rojo,30.625,22.125,nineteenth and twentieth century prints, on handmade paper ,1976,46,christie's,2002-05-01,6296.0, rufino tamayo,1.0925718648862048,mutual art,-
3086,zapata,160.25,130.25,old master through contemporary prints, lithograph ,1932,90,swann auction galleries,2002-05-02,53019.0, diego rivera,1.609997843983347,mutual art,-
3087,la masque rouge,21.25,27.75,old master through contemporary prints, color lithograph ,1969,53,swann auction galleries,2002-05-02,3408.0, rufino tamayo,1.0350011388656897,mutual art,-
3088,torse de femme,27.375,21.125,old master through contemporary prints, color lithograph ,1969,53,swann auction galleries,2002-05-02,4923.0, rufino tamayo,1.1959914971150927,mutual art,-
3089,figura,5.625,3.5,old master through contemporary prints, lithograph ,1916,106,swann auction galleries,2002-05-02,6059.0, diego rivera,1.2266672065433049,mutual art,-
3091,6 works: los domingo de juliette; balloon et soleil; en attendant juliette; le cerf volant; seule a venise; tennis court,24.5,16.75,fine prints, color aquatints ,1977,45,freeman's,2002-05-08,1317.0, graciela rodo-boulanger,1.0666558678221432,mutual art,-
3092,bruites de balle,25.5,19.5,fine prints, color aquatint ,1975,47,freeman's,2002-05-08,165.0, graciela rodo-boulanger,0.3076923076923077,mutual art,-
3096,la famiglia,209.55,113.0,twentieth century art, oil on plywood ,1964,58,christie's,2002-05-28,9135.0, antonio seguí,0.9958302673534462,mutual art,-
3097,amour compliqué,154.94,100.0,twentieth century art, oil on canvas ,1971,51,christie's,2002-05-28,7307.0, antonio seguí,0.9560006803344105,mutual art,-
3098,portrait of libi (mujer),19.875,150.75,latin american sale, oil on canvas ,1938,84,christie's,2002-05-28,147571.0, mariano rodriguez,1.280356973980914,mutual art,-
3099,vibration i,230.75,73.0,latin american sale, painted wood construction with metal and nylon attachments ,1959,63,christie's,2002-05-28,118057.0, jesus-rafael soto,1.4340001251107624,mutual art,-
3100,mujer sentada,10.0,7.0,latin american sale, pencil on paper ,1929,93,christie's,2002-05-28,8855.0, rufino tamayo,2.1512037509413795,mutual art,-
3101,perder el paraíso,21.875,28.0,latin american sale, acrylic on canvas ,2001,21,christie's,2002-05-28,94446.0, tomás sánchez,1.042909049951883,mutual art,-
3102,los vendores de pescado,420.25,50.375,latin american sale, oil on canvas ,1972,50,christie's,2002-05-28,595224.0, rufino tamayo,1.0328571369077448,mutual art,-
3103,modelo de trabajo sentada mirando luna,22.375,16.125,latin american sale, bronze with dark brown patina ,1990,32,christie's,2002-05-28,19676.0, abigail varela,0.7468745788961242,mutual art,-
3104,paisaje de viñales,230.5,290.5,latin american sale, oil on canvas ,1953,69,christie's,2002-05-28,21644.0, domingo ramos,1.011153805725231,mutual art,-
3105,3 works: self-portrait; dancing torso; and man with hat,,,latin american sale, shoe polish ,1964,58,christie's,2002-05-28,16726.0, david alfaro siqueiros,0.7524438906108714,mutual art,-
