,title,height,length,art_type,medium_text,date_text,age,house,fecha,price,author,performance,source,country
16139,el cuarto de costura,40.0,32.0,latin american art, pastel on crescent board ,1969,53,christie's,2001-11-19,249225.0, fernando botero,0.8514285021263933,mutual art,-
16140,waiting: from the series the body is the map,72.625,480.5,latin american art, single sided lightbox with color transparency ,1988,34,christie's,2001-11-19,29480.0, alfredo jaar,1.007141893242276,mutual art,-
16141,terminal camionera,59.125,78.875,latin american art, oil on canvas ,1973,49,christie's,2001-11-19,21619.0, rafael coronel,1.0340011765774988,mutual art,-
16142,mogote bajo luz de luna llena,47.875,59.875,latin american art, acrylic on canvas ,1999,23,christie's,2001-11-19,39307.0, rubén berland,0.9791671337433643,mutual art,-
16144,frutas,42.125,43.125,latin american art, oil on canvas ,1966,56,christie's,2001-11-19,157229.0, fernando botero,0.7520000612202634,mutual art,-
16145,untitled,31.875,390.5,latin american art, oil on canvas ,1962,60,christie's,2001-11-19,166429.0, roberto matta,1.9900003168618956,mutual art,-
16146,a. sin título,6.0,50.5,latin american art, charcoal and sepia ink ,1967,55,christie's,2001-11-19,8255.0, josé luis cuevas,0.9869974592736511,mutual art,-
16147,sin título,540.5,38.0,latin american art, oil on canvas ,1993,29,christie's,2001-11-19,4717.0, alexis fernandez,0.70499790757458,mutual art,-
16148,composizione,101.6,50.0,arte moderna e contemporanea, oil on canvas ,1971,51,christie's,2001-11-20,21487.0, wifredo lam,0.9391663898456212,mutual art,-
16151,overpass,190.75,30.0,post-war and contemporary art, colored pastel and charcoal on paper ,1986,36,christie's,2001-12-05,8845.0, carlos almaraz,1.5108552687767964,mutual art,-
16152,city bridge ii,48.0,36.0,post-war and contemporary art, oil on canvas ,1986,36,christie's,2001-12-05,18672.0, carlos almaraz,0.7442008768433639,mutual art,-
16154,"sisters, spain",8.0,5.5,photographs, silver print ,1973,49,swann auction galleries,2001-12-07,769.0, eva rubinstein,0.5411872338928182,mutual art,-
16155,"el condor, ecuador",7.0,10.5,photographs, silver print ,1982,40,swann auction galleries,2001-12-07,1731.0, sebastião salgado,1.0349775784753363,mutual art,-
16157,mystery park; mystery park ii,34.0,530.5,"modern, post-war and contemporary prints", screenprint in colors ,1989,33,christie's,2001-12-12,3931.0, carlos almaraz,0.7833330012155512,mutual art,-
16158,"matta, hom'mère - l'eautre, editions georges visat, paris (ferrari 194-203; sabatier 408-417)",720.0,545.0,prints, etchings with aquatint in colours ,1973,49,christie's,2001-12-18,4578.0, roberto matta,0.9399928135106,mutual art,-
16159,adam and eve with the body of abel,658.0,530.0,old master drawings," watercolor, gouache and pen and ink on cream laid paper ",1799,223,swann auction galleries,2002-01-31,1421.0, vicky neumann,0.6903923235758532,mutual art,-
16160,untitled,120.75,180.75,the art of the surreal, coloured crayon and pencil on paper ,1940,82,christie's,2002-02-04,137135.0, roberto matta,0.9038460334350862,mutual art,-
16161,le chef de la lune,28.375,24.625,post-war (day sale), oil on canvas ,1976,46,christie's,2002-02-07,43597.0, roberto matta,1.504000883143854,mutual art,-
16162,"young woman against a wooden wall, mexico",0.75,5.0,100 fine photographs, silver print ,1940,82,swann auction galleries,2002-02-19,14201.0, manuel álvarez bravo,0.6900003158229738,mutual art,-
16163,portrait of the eternal,90.5,70.5,photographs, gelatin silver print ,1937,85,christie's,2002-02-19,4643.0, manuel álvarez bravo,1.1279958213379009,mutual art,-
16164,la buena fama durmiendo,10.0,130.25,photographs, gelatin silver print ,1939,83,christie's,2002-02-19,9673.0, manuel álvarez bravo,1.6785680199213904,mutual art,-
16165,untitled,200.75,22.0,post war and contemporary art, oil and pencil on paper ,1950,72,christie's,2002-02-20,17412.0, alfred jensen,0.846000422708688,mutual art,-
16166,blindfolded self-portrait,410.75,350.5,post war and contemporary art," watercolor, pencil, gouache, crayon, collage and tape on paper in artist's frame ",1990,32,christie's,2002-02-20,9673.0, vik muniz,0.9791675102239139,mutual art,-
16168,woman with shawl,310.0,420.0,19th & 20th century prints & drawings, woodcut ,1940,82,swann auction galleries,2002-03-07,1325.0, leopoldo mendez,1.2879708383961117,mutual art,-
16175,untitled,8.5,7.75,19th & 20th century photographs, silver print ,1930,92,swann auction galleries,2002-04-15,3408.0, manuel álvarez bravo,0.8279983964819785,mutual art,-
16176,sleeping woman 1940,7.0,9.5,19th & 20th century photographs, silver print ,1980,42,swann auction galleries,2002-04-15,3787.0, manuel álvarez bravo,0.7666690285552328,mutual art,-
16178,milk drop coronet (after harold edgerton),250.5,200.5,photographs, cibachrome mounted to aluminum ,1997,25,christie's,2002-04-18,14756.0, vik muniz,1.1202465817902991,mutual art,-
16179,ethiopie,11.625,170.5,photographs, gelatin silver print ,1984,38,christie's,2002-04-18,6886.0, sebastião salgado,1.393997671946961,mutual art,-
16180,"pleni luna, stockholm, a.h. grafik (gravelines 7409-18)",1739.9,527.0,nineteenth and twentieth century prints, lithographs in colors ,1974,48,christie's,2002-05-01,6296.0, wifredo lam,0.9559962343223298,mutual art,-
16181,good reputation sleeping,7.125,90.5,photographs, gelatin silver print ,1939,83,christie's,2002-05-10,12069.0, manuel álvarez bravo,2.8680061309601608,mutual art,-
16182,"serra pelada goldmine, brazil",170.5,110.75,photographs, gelatin silver print ,1986,36,christie's,2002-05-10,6321.0, sebastião salgado,1.051598359632997,mutual art,-
16183,"bicicletas en domingo; landscape, mexico",7.0,90.5,photographs, gelatin silver prints ,1966,56,christie's,2002-05-10,10055.0, manuel álvarez bravo,3.345588846928081,mutual art,-
16185,mayan mat patterns' number structures,72.0,72.0,post-war and contemporary (morning session), oil on canvas ,1974,48,christie's,2002-05-15,88543.0, alfred jensen,0.7682143222781546,mutual art,-
16186,action photo iii (after hans namuth),470.25,59.0,post-war and contemporary (afternoon session), cibachrome print ,1997,25,christie's,2002-05-15,127895.0, vik muniz,2.5891667780112644,mutual art,-
16187,embroidered patterns,72.0,53.0,european & american paintings & sculpture, oil on canvas ,1912,110,doyle new york,2002-05-21,39517.0, francis luis mora,0.9600009717346678,mutual art,-
16188,senza titolo,88.9,45.0,modern & contemporary art, oil painting on canvas ,1972,50,christie's,2002-05-21,24407.0, wifredo lam,1.289601606255944,mutual art,-
16189,senza titolo,203.2,99.3,modern & contemporary art, oil painting on canvas ,1956,66,christie's,2002-05-21,71341.0, roberto matta,1.5706663349541015,mutual art,-
16193,seated woman,180.25,100.75,latin american sale, pastel on paper ,1930,92,christie's,2002-05-28,82640.0, emiliano di cavalcanti,2.0075989466421786,mutual art,-
16194,dona asseguda,42.125,34.125,latin american sale, oil on paper laid down on canvas ,1940,82,christie's,2002-05-28,522776.0, wifredo lam,1.8142857266802999,mutual art,-
16195,sem título: objeto gráfico,6.0,17.0,latin american sale, graphite and letraset on rice paper between plexiglass ,1974,48,christie's,2002-05-28,29514.0, mira schendel,0.8962498348797696,mutual art,-
16196,altered genetics,100.125,62.0,latin american sale," oil, silicone gel on collograph fabric, linen, wood and plaster cast ",1990,32,christie's,2002-05-28,29514.0, fabian marcaccio,0.796666923098725,mutual art,-
16197,nocturno en pampa,620.5,1400.0,latin american sale, tempera and collage on canvas ,1996,26,christie's,2002-05-28,39352.0, miguel d'arienzo,1.0622225641316334,mutual art,-
16198,dos caballos,15.0,110.5,latin american sale," gouache, watercolor, and ink on paper ",1956,66,christie's,2002-05-28,17709.0, carlos enríquez gómez,0.6145714761653572,mutual art,-
16199,saliendo del trabajo,140.75,21.0,latin american sale, ink and crayon on paper ,1937,85,christie's,2002-05-28,31482.0, marcelo pogolotti,1.0925711271369376,mutual art,-
16200,les moutons aux yeux bleus,760.75,440.75,latin american sale, oil on canvas ,1965,57,christie's,2002-05-28,23611.0, nicolás garcía uriburu,0.8194280558062054,mutual art,-
16201,"retrato de isabel, cristina, y maria moreno salamanca",350.5,24.875,latin american sale, charcoal and pastel on paper ,1963,59,christie's,2002-05-28,35417.0, claudio bravo,0.8604002584820497,mutual art,-
16202,retrato de una mujer con blusa mexicana,360.5,28.875,latin american sale, oil on canvas ,1940,82,christie's,2002-05-28,74769.0, victor manuel,0.9081997799010283,mutual art,-
16203,3 works: pinturas neoconcretas,6.875,40.75,latin american sale, tempera on paper ,1960,62,christie's,2002-05-28,47223.0, hélio oiticica,1.274666069233022,mutual art,-
16204,5 works: monotipos (landscapes),18.125,9.0,latin american sale, oil stick and wash on rice paper ,1963,59,christie's,2002-05-28,25579.0, mira schendel,2.219291586230831,mutual art,-
16205,sin título: from the series of adiós villa de garcía,420.5,500.75,latin american sale, oil on canvas ,1991,31,christie's,2002-05-28,15741.0, sylvia ordoñez,0.764800054416877,mutual art,-
16206,sin título,320.75,41.375,latin american sale, oil on canvas ,1952,70,christie's,2002-05-28,29514.0, ricardo martínez de hoyos,0.796666923098725,mutual art,-
16207,el niño travieso,11.125,120.75,latin american sale, oil on canvas laid down on wood ,1960,62,christie's,2002-05-28,29514.0, eduardo abela,1.0242866364500836,mutual art,-
16208,one inch above no. 3,80.0,80.0,latin american sale, oil on canvas ,2001,21,christie's,2002-05-28,31482.0, ricardo mazal,1.1949986335064224,mutual art,-
16209,los miriñaques,190.25,27.125,latin american sale, oil on board ,1925,97,christie's,2002-05-28,76737.0, pedro figari,0.932100040084055,mutual art,-
16210,elefante y jirafa,200.25,78.0,latin american sale, oil on canvas ,1995,27,christie's,2002-05-28,39352.0, ignacio iturria,0.8690908689362736,mutual art,-
16211,the ecclectrician,55.0,77.0,latin american sale, oil on canvas ,1945,77,christie's,2002-05-28,102359.0, roberto matta,1.3390002007996666,mutual art,-
16212,adiós pampa mía,39.375,310.5,latin american sale, oil on canvas ,1997,25,christie's,2002-05-28,19676.0, mario segundo pérez,0.8851858683378248,mutual art,-
16213,el gran pez rojo,420.25,55.125,latin american sale, watercolor on paper ,1997,25,christie's,2002-05-28,35417.0, roberto fabelo,1.2291445061228174,mutual art,-
16214,demenagement interieur,18.0,290.75,latin american sale, wax crayon and pencil on paper laid down on board ,1962,60,christie's,2002-05-28,15741.0, roberto matta,0.764800054416877,mutual art,-
16215,bazurto,470.25,940.5,latin american sale, oil on canvas ,1988,34,christie's,2002-05-28,68867.0, ana mercedes hoyos,0.8365000537487147,mutual art,-
16216,blanco amarillo verde,210.25,280.5,latin american sale, oil on masonite ,1973,49,christie's,2002-05-28,78705.0, gunther gerzso,0.7966665620707561,mutual art,-
16217,idolo,180.75,240.75,latin american sale, india ink and watercolor on paper ,1953,69,christie's,2002-05-28,18692.0, wifredo lam,0.8108571217869048,mutual art,-
16219,fachada,130.75,10.625,latin american sale, tempera on board ,1955,67,christie's,2002-05-28,78705.0, alfredo volpi,0.7966665620707561,mutual art,-
16220,un día de playa,22.0,150.5,latin american sale, gouache and watercolor on paper ,1950,72,christie's,2002-05-28,15741.0, victor manuel,0.764800054416877,mutual art,-
16221,still life with wild flowers,300.25,22.0,latin american sale, colored pencil and charcoal on paper ,1990,32,christie's,2002-05-28,49190.0, claudio bravo,0.746874862399808,mutual art,-
16227,untitled,39.375,32.0,post-war (day sale), oil on canvas ,1958,64,christie's,2002-06-28,126062.0, roberto matta,2.00759964581701,mutual art,-
16228,aftermath (angélica),74.375,490.75,contemporary day sale, c-print mounted on acetate ,1998,24,christie's,2002-06-28,30015.0, vik muniz,1.1950002289272468,mutual art,-
16229,la renfermée,370.5,40.125,post-war (day sale), oil on canvas ,1975,47,christie's,2002-06-28,54026.0, roberto matta,1.344375129084996,mutual art,-
16230,[untitled] (tonneau-ryckelynck 7901-7907),500.0,655.0,"old master, modern and contemporary prints", the set of seven aquatints in colours ,1977,45,christie's,2002-07-03,5707.0, wifredo lam,0.907998886281373,mutual art,-
16231,railroad yard,605.0,470.0,19th & 20th century prints & drawings, woodcut ,1954,68,swann auction galleries,2002-09-19,947.0, antonio frasconi,0.676452730454659,mutual art,-
16233,"4 works; démons familiers; belle épine; elle, casquée; soeur de la gazelle",,,19th & 20th century prints & drawings, color lithographs ,1974,48,swann auction galleries,2002-09-19,2462.0, wifredo lam,0.7474989753009579,mutual art,-
16234,execution,307.0,423.0,19th & 20th century prints & drawings, woodcut ,1940,82,swann auction galleries,2002-09-19,1610.0, leopoldo mendez,1.5647779181650305,mutual art,-
16235,25 prints,265.0,215.0,19th & 20th century prints & drawings, linoleum cuts ,1943,79,swann auction galleries,2002-09-19,2083.0, leopoldo mendez,0.6324962803267239,mutual art,-
16237,thaw,565.0,865.0,19th & 20th century prints & drawings, color woodcut on thin japan paper ,1966,56,swann auction galleries,2002-09-19,1232.0, antonio frasconi,0.9973285841495991,mutual art,-
16238,twentieth century,500.0,660.0,19th & 20th century prints & drawings, color etchings with aquatint ,1979,43,swann auction galleries,2002-09-19,7953.0, wifredo lam,1.2074973240110227,mutual art,-
16239,released straight,435.0,315.0,19th & 20th century prints & drawings, color etchings ,1971,51,swann auction galleries,2002-09-19,2651.0, roberto matta,0.6439936839548159,mutual art,-
16240,comic trippe,415.0,520.0,19th & 20th century prints & drawings, color etchings ,1974,48,swann auction galleries,2002-09-19,2651.0, roberto matta,0.6439936839548159,mutual art,-
16241,ruined house,325.0,455.0,19th & 20th century prints & drawings, lithograph ,1928,94,swann auction galleries,2002-09-19,2272.0, josé clemente orozco,1.379980563654033,mutual art,-
16243,2 works: the dog and the crocodile; day and night; portrait of a picker,,,19th & 20th century prints & drawings, woodcuts ,1950,72,swann auction galleries,2002-09-19,947.0, antonio frasconi,0.5750022769361548,mutual art,-
16244,"5 works: calaveras big dance ; new verses passionate ; my grandota ; repelito of catrines ; calaveras gift, gift to garbanceras",,,19th & 20th century prints & drawings, engravings ,1911,111,swann auction galleries,2002-09-19,1704.0, josé guadalupe posada,0.8279883381924198,mutual art,-
16245,homage to francino sabater,885.0,455.0,19th & 20th century prints & drawings, color woodcut ,1960,62,swann auction galleries,2002-09-19,947.0, antonio frasconi,0.7666464278486136,mutual art,-
16246,mexican pueblo,280.0,390.0,19th & 20th century prints & drawings, lithograph ,1930,92,swann auction galleries,2002-09-19,1704.0, josé clemente orozco,1.6559766763848396,mutual art,-
16247,mexican street scene,323.0,247.0,19th & 20th century prints & drawings, lithograph ,1940,82,swann auction galleries,2002-09-19,1894.0, miguel covarrubias,1.5332928556972272,mutual art,-
16252,3 works: calavera tapatia; calavera a. venagas arroyo; calavera of cinema,,,19th & 20th century prints & drawings, engravings ,1905,117,swann auction galleries,2002-09-19,2462.0, josé guadalupe posada,1.1960165168812242,mutual art,-
16254,the fulton fish market - sunrise,16.625,24.0,prints and multiples, woodcut in colors ,1953,69,christie's,2002-09-25,6296.0, antonio frasconi,1.5296032652267921,mutual art,-
16255,untitled (oscar wilde) (elger 273),40.5,6.0,prints and multiples, photo etching ,1995,27,christie's,2002-09-25,1279.0, felix gonzález-torres,1.2949931655950995,mutual art,-
16256,autumn umbrella,16.0,20.0,post war and contemporary art, cibachrome print ,1993,29,christie's,2002-09-26,8264.0, gabriel orozco,1.2547542949978363,mutual art,-
16257,relos húmedo,20.0,16.0,post war and contemporary art, cibachrome print ,1993,29,christie's,2002-09-26,7870.0, gabriel orozco,1.1950043654860873,mutual art,-
16258,magneto-optical study #19,20.0,20.0,post war and contemporary art, oil on canvas ,1974,48,christie's,2002-09-26,14758.0, alfred jensen,0.896298320731226,mutual art,-
16259,ladrillo en varillas (wire holding bricks),16.0,20.0,post war and contemporary art, color coupler print ,1993,29,christie's,2002-09-26,8264.0, gabriel orozco,1.2547542949978363,mutual art,-
16260,turista malvo (crazy tourist),220.5,28.0,post war and contemporary art, cibachrome print ,1991,31,christie's,2002-09-26,16726.0, gabriel orozco,1.6930006579280328,mutual art,-
16261,tinaco,16.0,20.0,post war and contemporary art, cibachrome print ,1999,23,christie's,2002-09-26,7477.0, gabriel orozco,1.8163929647264603,mutual art,-
16263,10 works: wrinkle,80.5,110.25,important 19th & 20th century photographs, photo-engraved etchings ,1968,54,swann auction galleries,2002-10-21,853.0, liliana porter,0.5179899802641567,mutual art,-
16264,frida kahlo and diego rivera,10.0,25.4,important 19th & 20th century photographs, silver print ,1941,81,swann auction galleries,2002-10-21,2272.0, leo matiz,0.788560322088019,mutual art,-
16265,"mannequis riendo (mannequins laughing), 1930-1931",9.0,11.25,important 19th & 20th century photographs, silver print ,1960,62,swann auction galleries,2002-10-21,8710.0, manuel álvarez bravo,0.9618198382243326,mutual art,-
16266,"ruina de ruinas, 1930s",8.75,11.75,important 19th & 20th century photographs, silver print ,1970,52,swann auction galleries,2002-10-21,6438.0, manuel álvarez bravo,1.9549968115149856,mutual art,-
16267,"fallen angel, 1950s",9.5,6.5,important 19th & 20th century photographs, silver print ,1970,52,swann auction galleries,2002-10-21,4166.0, manuel álvarez bravo,1.2649925606534478,mutual art,-
16268,toy plane - night flight from pictures of soil,230.25,190.5,photographs, gelatin silver print ,1997,25,christie's,2002-10-22,9445.0, vik muniz,0.8194303462516159,mutual art,-
16269,kuwait,170.5,12.0,photographs, gelatin silver prints ,1991,31,christie's,2002-10-22,5509.0, sebastião salgado,0.6691973640256309,mutual art,-
16282,the unemployed--paris,14.75,10.5,old master through contemporary prints, lithograph ,1932,90,swann auction galleries,2002-11-07,1610.0, josé clemente orozco,0.48900498116875224,mutual art,-
16284,centre noeuds (sabatier 393-402),24.0,17.5,books & prints, color etchings and aquatints ,1974,48,doyle new york,2002-11-12,2952.0, roberto matta,0.8965014577259475,mutual art,-
16285,untitled (a couple),11.0,27.9,post-war and contemporary (evening sale), c-print jigsaw puzzles mounted on museum board ,1991,31,christie's,2002-11-13,251097.0, felix gonzález-torres,1.5250001897922154,mutual art,-
16286,action painter (from pictures of chocolate),54.0,42.0,post-war and contemporary art, cibachrome print mounted on foamcore ,1998,24,christie's,2002-11-14,74769.0, vik muniz,1.5136666062703523,mutual art,-
16287,andy warhol (from 14 famous americans),61.0,48.0,post-war and contemporary art, cibachrome print mounted to foamcore ,1999,23,christie's,2002-11-14,39352.0, vik muniz,1.111627427412441,mutual art,-
16288,nadia comaneci (pictures of ink),48.0,60.0,post-war and contemporary art, cibachrome print ,2000,22,christie's,2002-11-14,33449.0, vik muniz,1.160857290106736,mutual art,-
16289,socrates (from the aftermath series),72.0,48.0,post-war and contemporary art, cibachrome print ,1998,24,christie's,2002-11-14,15741.0, vik muniz,0.764800054416877,mutual art,-
16290,king yu's odd progression & king yu's even progression (a diptych),48.0,20.0,post-war and contemporary art (morning session), diptych--acrylic on two attached canvases ,1971,51,christie's,2002-11-14,62964.0, alfred jensen,1.092572075069648,mutual art,-
16291,follaje,56.5,86.4,photographies, iris print ,1997,25,christie's,2002-11-16,7816.0, gabriel orozco,0.7833311618677277,mutual art,-
16292,team,120.6,194.3,photographies, cibachrome print ,1998,24,christie's,2002-11-16,25400.0, vik muniz,0.872856732938486,mutual art,-
16296,untitled,30.0,30.0,modern & contemporary art auction, screenprint ,1973,49,wright,2002-11-19,1136.0, alfred jensen,1.1499721617654501,mutual art,-
16298,soledad campesina,34.625,48.875,latin american sale, oil on masonite ,1951,71,christie's,2002-11-20,127895.0, pedro coronel,1.2945833890056322,mutual art,-
16299,le jouer de guitare,450.5,38.0,latin american sale, charcoal and pencil on paper ,1974,48,christie's,2002-11-20,74769.0, claudio bravo,0.45410002784641534,mutual art,-
16300,m. degas visita a sonia (sonia infante hija de pedro infante),51.125,760.75,latin american sale, mixed media and collage on canvas laid down on panel ,1986,36,christie's,2002-11-20,59028.0, alberto gironella,0.68285736265605,mutual art,-
16301,cosmic creator,46.125,67.875,latin american sale, oil on canvas ,1952,70,christie's,2002-11-20,127895.0, roberto matta,1.1096429048619703,mutual art,-
16302,untitled,37.1475,110.5,latin american sale, tempera on cardboard ,1956,66,christie's,2002-11-20,27547.0, hélio oiticica,1.3384024876105334,mutual art,-
16303,isla del perro - isla sola,47.0,94.0,latin american sale, black ink on amate paper ,1994,28,christie's,2002-11-20,27547.0, josé bedia,0.9841184214521883,mutual art,-
16304,scie le desir,230.5,280.75,latin american sale, acrylic on canvas ,1957,65,christie's,2002-11-20,88543.0, roberto matta,0.8273078973272245,mutual art,-
16305,sin título,19.625,25.625,latin american sale, colored crayon and pencil on paper ,1937,85,christie's,2002-11-20,167247.0, roberto matta,1.2696876284656544,mutual art,-
16306,sin título (cinético con luces),48.0,160.5,latin american sale, wood and metal contruction with motor ,1967,55,christie's,2002-11-20,23611.0, julio le parc,0.8194280558062054,mutual art,-
16307,sin título,27.0,26.125,latin american sale," oil, mixed media and brush on canvas ",1993,29,christie's,2002-11-20,5903.0, fabian marcaccio,0.7170012996635451,mutual art,-
16308,retrato de mujer,160.25,110.5,latin american sale, oil on canvas ,1861,161,christie's,2002-11-20,88543.0, hermenegildo bustos,0.9777274734982332,mutual art,-
16309,paisagem de ouro preto,160.5,19.625,latin american sale, oil on panel ,1958,64,christie's,2002-11-20,108219.0, alberto da veiga guignard,0.9389287246563035,mutual art,-
16310,the warrior,280.75,33.0,latin american sale, oil on canvas ,1948,74,christie's,2002-11-20,269209.0, wifredo lam,1.12758617295513,mutual art,-
16311,el encuentro,13.875,7.875,latin american sale, oil on canvas ,1875,147,christie's,2002-11-20,47223.0, víctor patricio de landaluze,1.274666069233022,mutual art,-
16313,planetario,310.5,25.125,latin american sale, oil on canvas ,1965,57,christie's,2002-11-20,51158.0, carlos mérida,1.7754286477791523,mutual art,-
16314,red hood,59.0,59.0,latin american sale, acrylic on canvas ,1997,25,christie's,2002-11-20,6887.0, daniel garcía,0.929557694124634,mutual art,-
16315,arcangel,590.75,510.25,latin american sale, oil on canvas ,1985,37,christie's,2002-11-20,359769.0, fernando botero,0.910416691972257,mutual art,-
16316,tronco n.2,560.75,12.0,latin american sale, stainless steel and various metals assemblage ,1975,47,christie's,2002-11-20,196762.0, gego,0.9559999611307077,mutual art,-
16317,untitled (come thick night),40.125,48.0,latin american sale, pastel on gessoed muslin ,1995,27,christie's,2002-11-20,88543.0, guillermo kuitca,1.0755005177508055,mutual art,-
16318,sin título,380.5,26.375,latin american sale, oil on canvas ,1950,72,christie's,2002-11-20,108219.0, oswaldo guayasamín,1.460555723509469,mutual art,-
16319,flores,310.5,220.5,latin american sale, oil on canvas ,1930,92,christie's,2002-11-20,94446.0, amelia peláez,0.8194287008273154,mutual art,-
16320,sin título,360.25,25.625,latin american sale, oil on canvas ,1950,72,christie's,2002-11-20,35417.0, manuel miranda y rendon,0.7821818804211595,mutual art,-
16321,corazón interior,12.375,9.875,latin american sale, oil on masonite ,1979,43,christie's,2002-11-20,16726.0, carlos mérida,0.8126399867847617,mutual art,-
16322,autorretrato con gorra,310.25,33.0,latin american sale, oil on canvas ,1985,37,christie's,2002-11-20,35417.0, juan cárdenas,0.6145711866289078,mutual art,-
16323,sin título,310.5,39.375,latin american sale, oil on canvas ,1953,69,christie's,2002-11-20,25579.0, manuel rodríguez lozano,0.8877143238895762,mutual art,-
16324,marina,39.375,59.0,latin american sale, oil on canvas ,1920,102,christie's,2002-11-20,147571.0, joaquín clausell,0.9958333459861413,mutual art,-
16325,el torero calvo,390.75,31.125,latin american sale, oil on canvas ,1928,94,christie's,2002-11-20,196762.0, antonio berni,0.7966666342755898,mutual art,-
16326,bañistas,9.0,11.0,latin american sale, gouache on paper ,1938,84,christie's,2002-11-20,37385.0, maria izquierdo,1.2974280488778298,mutual art,-
16327,sin título,440.75,570.5,latin american sale, oil on canvas ,1958,64,christie's,2002-11-20,242041.0, roberto matta,1.1760001535343385,mutual art,-
16328,tres capotes,48.0,780.75,latin american sale, oil on canvas laid down on panel ,1999,23,christie's,2002-11-20,137733.0, guillermo munoz vera,0.9294445925291099,mutual art,-
16329,como un jardín,82.625,63.0,latin american sale, oil and paper collage on canvas ,1990,32,christie's,2002-11-20,94446.0, julio galán,1.042909049951883,mutual art,-
16330,mira schendel (1919-1988),18.125,9.0,latin american sale," color crayon, sticker, graphite and gouache on paper ",1978,44,christie's,2002-11-20,13773.0, mira schendel,0.929446300232817,mutual art,-
16331,mar,6.875,8.875,latin american sale, oil on canvas ,1915,107,christie's,2002-11-20,25579.0, joaquín clausell,1.1507402725354616,mutual art,-
16332,la procesión de la fé,27.0,21.0,latin american sale, oil on canvas ,1945,77,christie's,2002-11-20,88543.0, oswaldo guayasamín,1.5364286445563091,mutual art,-
16333,desert landscape,350.5,510.25,latin american sale, oil on canvas ,1960,62,christie's,2002-11-20,35417.0, carlos orozco romero,0.7821818804211595,mutual art,-
16334,el exorcista,30.375,22.125,latin american sale, acrylic on heavy paper ,1968,54,christie's,2002-11-20,35417.0, carlos mérida,0.716999925095301,mutual art,-
16335,"a. columna signed 'rodolfo morales' lower center height: 78in. (198.cm) diameter: 16¼in. (41.2cm.) oil on canvas laid down on a pressed cardboard tube painted ca. b. caja oil on canvas laid down on cardboard, wood and mirror 31 x 20½ x 19in. (78 x 52 x 48cm.) painted ca. 1983",160.25,41.2,latin american sale, oil on canvas laid down on a pressed cardboard tube ,1984,38,christie's,2002-11-20,68867.0, rodolfo morales,0.5974998828720807,mutual art,-
16336,mujer sentada,590.25,370.5,latin american sale, oil on canvas ,1950,72,christie's,2002-11-20,25579.0, agustín‏ fernández,1.7261123501486282,mutual art,-
16337,desnudo,23.625,18.875,latin american sale, ducco on panel ,1943,79,christie's,2002-11-20,98381.0, mario carreño,0.8535716160389665,mutual art,-
16338,in the studio,510.25,39.625,latin american sale, oil on canvas ,1974,48,christie's,2002-11-20,157409.0, claudio bravo,0.47799997297359265,mutual art,-
16339,bodegón con fotografía,400.5,530.25,latin american sale, oil on canvas ,1982,40,christie's,2002-11-20,377881.0, fernando botero,0.8345454248312606,mutual art,-
16340,untitled (from the sandwoman series),530.5,36.0,latin american sale, gelatin silver print ,1982,40,christie's,2002-11-20,43288.0, ana mendieta,0.876333844163679,mutual art,-
16341,sin título,510.25,70.875,latin american sale, acrylic on canvas ,1979,43,christie's,2002-11-20,23611.0, liliana porter,0.9559999514124797,mutual art,-
16342,retratos de niñas,24.0,18.0,latin american sale, oil on canvas ,1945,77,christie's,2002-11-20,43288.0, horacio rentería rocha,2.1031969682246623,mutual art,-
16343,terraza,450.25,35.375,latin american sale, oil on canvas ,1920,102,christie's,2002-11-20,39352.0, pedro blanes viale,0.6828571651675518,mutual art,-
16344,el gran artista y sus modelos,46.125,41.375,latin american sale, oil on canvas ,1998,24,christie's,2002-11-20,37385.0, pedro pablo oliva,1.2974280488778298,mutual art,-
16345,interior colonial,30.0,53.875,latin american sale, oil on canvas ,1958,64,christie's,2002-11-20,23611.0, carmelo gonzalez,0.8194280558062054,mutual art,-
16346,ronda,280.75,36.625,latin american sale, oil on canvas ,1996,26,christie's,2002-11-20,9838.0, mario segundo pérez,0.6638886545761282,mutual art,-
16347,meridiano (diptych),510.25,38.125,latin american sale, oil on canvas ,1990,32,christie's,2002-11-20,18693.0, delia cugat,0.8409625654014514,mutual art,-
16348,naturaleza muerta con cafetera,28.0,300.25,latin american sale, oil on canvas ,1962,60,christie's,2002-11-20,98381.0, fernando botero,0.995833192044145,mutual art,-
16349,sin título,50.0,69.0,latin american sale, oil on canvas ,1989,33,christie's,2002-11-20,94446.0, rodolfo morales,0.9559998744849074,mutual art,-
16350,the vigil,19.0,24.0,latin american sale, mixed media on paper ,1952,70,christie's,2002-11-20,9838.0, josé luis cuevas,0.8535707158784281,mutual art,-
16351,el rescoldo,310.5,490.25,latin american sale, oil on canvas ,1957,65,christie's,2002-11-20,43288.0, ricardo martínez de hoyos,1.5464722263405433,mutual art,-
16352,sin título,520.5,54.0,latin american sale, mixed media on canvas ,2002,20,christie's,2002-11-20,31482.0, daniel bottero,1.529600108833754,mutual art,-
16353,día frío en la cascada de la montaña,47.875,47.875,latin american sale, acrylic on canvas ,2000,22,christie's,2002-11-20,39352.0, rubén berland,0.8241377360505808,mutual art,-
