title,height,length,art_type,date_text,age,house,fecha,price,author,performance,source,country,list_technique,acrylic,aquatint,arches,black,board,bronze,brown,canvas,cardboard,charcoal,color,colors,colours,crayon,down,etching,gelatin,gouache,graphite,guarro,handmade,ink,laid,lithograph,lithographs,masonite,media,metal,mixed,mixografía,mixograph,mounted,nylon,oil,painted,panel,paper,pastel,patina,pencil,plexiglas,plexiglass,print,printed,rice,rods,sand,screenprint,silkscreen,silver,tempera,watercolor,wood,wove
"""Demetrio Vallejo, Nino,"" by Francisco Toledo, 1984",10.5,14.5,Made In Mexico,1984,38,"John Moran Auctioneers, Inc.",2022-08-23,, Francisco Toledo,-420,Mutual Art,-,"['woodcut', 'in', 'colors', 'with', 'gold', 'leaf', 'on', 'paper', 'under', 'glass']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seated Woman In White Dress by Jesus Leuus, 1963",17.75,12.5,Made In Mexico,1963,59,"John Moran Auctioneers, Inc.",2022-08-23,, Jesus Leuus,-420,Mutual Art,-,"['oil', 'on', 'masonite']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marquis De Sade, Niño by José Luis Cuevas, 1964",54.75,55.0,Made In Mexico,1964,58,"John Moran Auctioneers, Inc.",2022-08-23,, José Luis Cuevas,-420,Mutual Art,-,"['oil', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sapos Y Chapulines by Francisco Toledo, 1977",8.0,11.5,Made In Mexico,1977,45,"John Moran Auctioneers, Inc.",2022-08-23,, Francisco Toledo,-420,Mutual Art,-,"['etching', 'roulette', 'and', 'softground', 'in', 'colors', 'on', 'paper', 'under', 'glass']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Iguana Rehilete,"" by Francisco Toledo, 1976",15.5,15.25,Made In Mexico,1976,46,"John Moran Auctioneers, Inc.",2022-08-23,, Francisco Toledo,-420,Mutual Art,-,"['etching', 'and', 'aquatint', 'in', 'colors', 'on', 'bfk', 'rives', 'paper', 'under', 'glass']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Maternidad,"" by Jesus Leuus, 1963",23.75,11.75,Made In Mexico,1963,59,"John Moran Auctioneers, Inc.",2022-08-23,, Jesus Leuus,-420,Mutual Art,-,"['acrylic', 'on', 'masonite']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Figures seated in a doorway by Jesus Leuus, 1968",18.75,19.0,Made In Mexico,1968,54,"John Moran Auctioneers, Inc.",2022-08-23,, Jesus Leuus,-420,Mutual Art,-,"['oil', 'with', 'sand', 'on', 'masonite']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""Sol,"" by Rufino Tamayo, 1976",22.75,29.75,Made In Mexico,1976,46,"John Moran Auctioneers, Inc.",2022-08-23,, Rufino Tamayo,-420,Mutual Art,-,"['mixografia', 'in', 'colors', 'on', 'arches', 'paper', 'under', 'glass']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Conejo,"" by Francisco Toledo, 1974",3.25,5.75,Made In Mexico,1974,48,"John Moran Auctioneers, Inc.",2022-08-23,, Francisco Toledo,-420,Mutual Art,-,"['etching', 'and', 'aquatint', 'in', 'colors', 'on', 'paper', 'under', 'glass']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Laguna Verde,"" by Francisco Toledo, 1985",5.75,7.0,Made In Mexico,1985,37,"John Moran Auctioneers, Inc.",2022-08-23,, Francisco Toledo,-420,Mutual Art,-,"['aquatint', 'in', 'colors', 'on', 'paper', 'under', 'glass']",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mujer Fumando by Fernando Botero, 1965",410.0,335.0,Summer Edit: Editions and Works on Paper,1965,57,Forum Auctions London,2022-08-18,1795.0, Fernando Botero,-420,Mutual Art,-,"['lithograph', 'printed', 'in', 'colours', 'on', 'wove', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"La Negra, from Mujeres by Rufino Tamayo, 1969",27.25,21.0,Prints & Multiples: Summer Splash,1969,53,Bonhams,2022-08-16,, Rufino Tamayo,-420,Mutual Art,-,"['lithograph', 'in', 'colors', 'on', 'rives', 'bfk']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hombre En Negro by Rufino Tamayo, 1976",30.125,22.5,Prints & Multiples: Summer Splash,1976,46,Bonhams,2022-08-16,, Rufino Tamayo,-420,Mutual Art,-,"['mixografía®', 'in', 'colors', 'on', 'wove', 'paper']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Masque Rouge (Red Mask), from Mujeres (Pereda 124) by Rufino Tamayo, 1969",21.25,27.5,Prints & Multiples: Summer Splash,1969,53,Bonhams,2022-08-16,, Rufino Tamayo,-420,Mutual Art,-,"['lithograph', 'in', 'colors', 'on', 'rives', 'bfk', 'paper']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dos Figuras (Pereda 220) by Rufino Tamayo, 1976",22.5,30.0,Prints & Multiples: Summer Splash,1976,46,Bonhams,2022-08-16,, Rufino Tamayo,-420,Mutual Art,-,"['mixografía®', 'relief', 'print', 'in', 'colors', 'on', 'wove', 'paper']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Mercado de carne en Hamburgo. Carnicero by José Luis Cuevas, 1973",33.02,9.0,Morton's Saturdays | Opportunities 1151,1973,49,"Morton Auctions, Cerro de Mayka",2022-08-13,302.0, José Luis Cuevas,-420,Mutual Art,-,"['ink', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Dos personajes"" by José Luis Cuevas, 1999",27.2,37.0,Morton's Saturdays | Opportunities 1151,1999,23,"Morton Auctions, Cerro de Mayka",2022-08-13,151.0, José Luis Cuevas,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Estudio de manos; Contorsionistas by José Luis Cuevas, 1974",28.0,20.5,AUCTION OF GRAPHIC WORK AND PHOTOGRAPHY,1974,48,"Morton Auctions, Cerro de Mayka",2022-08-11,251.0, José Luis Cuevas,-420,Mutual Art,-,"['etchings', 'and', 'etching']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pescadores en Blanes by José Luis Cuevas, 1981",109.22,63.0,AUCTION OF GRAPHIC WORK AND PHOTOGRAPHY,1981,41,"Morton Auctions, Cerro de Mayka",2022-08-11,477.0, José Luis Cuevas,-420,Mutual Art,-,"['aquatint', 'and', 'etching']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cabeza sobre fondo verde by Rufino Tamayo, 1979",142.24,76.0,AUCTION OF GRAPHIC WORK AND PHOTOGRAPHY,1979,43,"Morton Auctions, Cerro de Mayka",2022-08-11,2760.0, Rufino Tamayo,-420,Mutual Art,-,['etchings'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Les Venusiennes by Roberto Matta, 1971",18.5,23.75,Studio Art,1971,51,"Skinner, Marlborough",2022-07-23,, Roberto Matta,-420,Mutual Art,-,"['color', 'lithograph', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Champagne Millésime da collezione di Matta per Taittinger Collection. by Roberto Matta, 1992",88.9,5.0,MODERN & CONTEMPORARY ART Virtual,1992,30,Capitolium Art,2022-07-27,178.0, Roberto Matta,-420,Mutual Art,-,"['screen', 'printing', 'multiple', 'and', 'bottle']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nuotare nella musica. by Roberto Matta, 1980",53.0,49.0,MODERN & CONTEMPORARY ART Virtual,1980,42,Capitolium Art,2022-07-27,153.0, Roberto Matta,-420,Mutual Art,-,['etching'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled by Agustin Cárdenas, 1991",14.0,7.0,Cool for the Summer,1991,31,Hindman,2022-07-28,16244.0, Agustin Cárdenas,-420,Mutual Art,-,['marble'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled (Child in Profile) by Rafael Coronel, circa 1980",13.0,11.125,Modern Design | Art,1980,42,Bonhams,2022-07-28,1020.0, Rafael Coronel,-420,Mutual Art,-,"['pencil', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled (Child) by Rafael Coronel, circa 1980",18.0,24.0,Modern Design | Art,1980,42,Bonhams,2022-07-28,829.0, Rafael Coronel,-420,Mutual Art,-,"['charcoal', 'on', 'paper']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tres Cabezas by José Luis Cuevas, 1983",22.0,30.0,Modern Design | Art,1983,39,Bonhams,2022-07-28,2804.0, José Luis Cuevas,-420,Mutual Art,-,"['ink', 'and', 'wash', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mercado de Carne en Hamburgo IV by José Luis Cuevas, 1973",19.0,12.5,Modern Design | Art,1973,49,Bonhams,2022-07-28,2422.0, José Luis Cuevas,-420,Mutual Art,-,"['wash', 'and', 'ink', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No. 52 by Francisco Toledo, circa 1970",8.0,10.75,Modern Design | Art,1970,52,Bonhams,2022-07-28,3187.0, Francisco Toledo,-420,Mutual Art,-,"['color', 'pencil', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adoradores del Macho Cabrío by José Luis Cuevas, 1983",31.0,47.75,Modern Design | Art,1983,39,Bonhams,2022-07-28,5353.0, José Luis Cuevas,-420,Mutual Art,-,"['watercolor', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Mercado de Carne en Hamburgo by José Luis Cuevas, 1973",19.0,26.0,Modern Design | Art,1973,49,Bonhams,2022-07-28,2549.0, José Luis Cuevas,-420,Mutual Art,-,"['ink', 'and', 'wash', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled (Figure with Hat) by Rafael Coronel, circa 1980",11.0,8.5,Modern Design | Art,1980,42,Bonhams,2022-07-28,1020.0, Rafael Coronel,-420,Mutual Art,-,"['ink', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Centre Noeds by Roberto Matta, 1974",23.75,17.5,Prints and Multiples,1974,48,"Heritage Auctions, Dallas",2022-07-27,5248.0, Roberto Matta,-420,Mutual Art,-,"['etching', 'and', 'aquatints', 'in', 'colors', 'on', 'japon', 'nacre', 'paper']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Morales Guerra, el fumador by José Luis Cuevas, 1979",60.96,22.5,SUBASTA DE OPORTUNIDADES 1148,1979,43,"Morton Auctions, Cerro de Mayka",2022-07-23,49.0, José Luis Cuevas,-420,Mutual Art,-,"['mixed', 'technique', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled by Roberto Matta, executed in 1948",9.0,13.625,Post-War & Contemporary Art Online,1948,74,Bonhams,2022-07-12,7011.0, Roberto Matta,-420,Mutual Art,-,"['graphite', 'wax', 'crayon', 'and', 'colored', 'pencil', 'on', 'paper', 'mounted', 'on', 'paperboard']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Omnimal by Roberto Matta, 1972",41.0,5.0,MODERN AND CONTEMPORARY ART AUCTION,1972,50,Art-Rite Auction House,2022-07-21,268.0, Roberto Matta,-420,Mutual Art,-,"['etching', 'and', 'coloured', 'aquatint']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sexplication suffisante by Roberto Matta, 1972",93.98,5.0,MODERN AND CONTEMPORARY ART AUCTION,1972,50,Art-Rite Auction House,2022-07-21,328.0, Roberto Matta,-420,Mutual Art,-,"['etching', 'and', 'coloured', 'aquatint']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Les voix by Roberto Matta, 1964",28.0,22.0,MODERN AND CONTEMPORARY ART AUCTION,1964,58,Art-Rite Auction House,2022-07-21,204.0, Roberto Matta,-420,Mutual Art,-,"['etching', 'and', 'coloured', 'aquatint', 'on', 'japon', 'impérial', 'paper']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nature morte aux fruits, couteau et théière devant une fenêtre by Fernando Botero, 1998",91.44,5.0,"Modern, Contemporary Art & Design",1998,24,Monte-Carlo Auction House,2022-07-20,148052.0, Fernando Botero,-420,Mutual Art,-,"['oil', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Untitled. by Roberto Matta, 1951",241.3,72.0,MODERN & CONTEMPORARY ART Traditional,1951,71,Capitolium Art,2022-07-13,15236.0, Roberto Matta,-420,Mutual Art,-,"['mixed', 'media', 'on', 'canvas']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samotriosa/Homo flux. by Roberto Matta, 1970",304.8,205.0,MODERN & CONTEMPORARY ART Traditional,1970,52,Capitolium Art,2022-07-13,31741.0, Roberto Matta,-420,Mutual Art,-,"['bronze', 'sculpture']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUJER INDIA (PEREDA 55) by Rufino Tamayo, 1959",30.5,21.5,Fine Art,1959,63,Doyle New York,2022-07-14,1889.0, Rufino Tamayo,-420,Mutual Art,-,"['color', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANDÍAS; COCINA by Gustavo Montoya, 1985",23.625,17.875,Fine Art,1985,37,Doyle New York,2022-07-14,315.0, Gustavo Montoya,-420,Mutual Art,-,"['two', 'color', 'screenprints']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PEDRITO by Fernando Botero, 1975",38.25,29.5,Fine Art,1975,47,Doyle New York,2022-07-14,1260.0, Fernando Botero,-420,Mutual Art,-,"['color', 'offset', 'lithograph']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oaxaca. by Miguel Covarrubias, 1943",236.22,5.0,ONLINE SALE - POSTERS,1943,79,Tessier & Sarrou,2022-07-12,302.0, Miguel Covarrubias,-420,Mutual Art,-,"['offset', 'poster']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plusieurs autres vies by Roberto Matta, 1977",66.0,51.0,Pre asta aperta,1977,45,Mediartrade Casa d'aste,2022-07-12,383.0, Roberto Matta,-420,Mutual Art,-,"['etching', 'and', 'aquatint', 'on', 'japon', 'paper']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUZIK-FOOT by Roberto Matta, 1990",147.32,59.0,CURIOSITIES – DISCOVERIES – HOUSE BACKROUND - SESSION 2,1990,32,Accademia Fine Art,2022-07-12,654.0, Roberto Matta,-420,Mutual Art,-,"['color', 'lithographic', 'box']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feu, feu sur moi by Roberto Matta, 1977",66.0,51.0,Pre asta aperta,1977,45,Mediartrade Casa d'aste,2022-07-12,423.0, Roberto Matta,-420,Mutual Art,-,"['etching', 'and', 'aquatint', 'on', 'japon', 'paper']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hombre Contemplando la Luna by Rufino Tamayo, 1947",8.0,5.875,Summer Estate Auction.,1947,75,Clarke Auction,2022-07-10,850.0, Rufino Tamayo,-420,Mutual Art,-,"['etching', 'and', 'aquatint']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rice Granary, Bali by Miguel Covarrubias, circa 1943",83.82000000000001,25.0,Modern and Contemporary Southeast Asian Art,1943,79,"Larasati Auctioneers, Singapore",2022-07-10,1428.0, Miguel Covarrubias,-420,Mutual Art,-,['lithograph'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Le poing de jour (From: Hommage à Picasso). by Roberto Matta, 1971",124.46,5.0,Art of the 20th Century | ONLINE ONLY,1971,51,Fine Art Auctions,2022-06-28,556.0, Roberto Matta,-420,Mutual Art,-,"['colour', 'etching', 'on', 'arches', 'watermark']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Table lamp by Alicia Penalba, 1970s",251.46,40.0,Contemporary Design,1970,52,Piasa,2022-07-07,1847.0, Alicia Penalba,-420,Mutual Art,-,"['enameled', 'porcelain']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Les convaincus by Roberto Matta, 1976",137.16,76.0,Belle vente classique,1976,46,Lynda Trouvé,2022-07-07,213.0, Roberto Matta,-420,Mutual Art,-,"['color', 'lithograph', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hombre con Perro. by Fernando Botero, 1990",144.78,5.0,July Auction: Paintings and Sculptures,1990,32,Segre Auctions,2022-07-05,564.0, Fernando Botero,-420,Mutual Art,-,"['offsetlithography', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La Araucana by Roberto Matta, 1978",177.8,50.0,MODERN AND CONTEMPORARY ..,1978,44,Pandolfini,2022-06-28,527.0, Roberto Matta,-420,Mutual Art,-,"['drawing', 'in', 'colored', 'pencils']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""Pineapple"" by Enrique Grau, 1994",247.65,67.5,Graphic work and photogrphy,1994,28,Setdart,2022-07-04,, Enrique Grau,-420,Mutual Art,-,['silkscreen'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The Sea - Salt Pathway by Roberto Matta, 1970",71.12,5.0,POST-WAR AND CONTEMPORARY PRINTS - DAY 2 - LOTS 202 TO 400,1970,52,Ader,2022-07-01,400.0, Roberto Matta,-420,Mutual Art,-,"['etching', 'and', 'aquatint']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REQUIEM POUR LA FIN DES TEMPS by Roberto Matta, 1978",152.4,73.0,LIMITED EDITIONS,1978,44,Cornette de Saint Cyr,2022-06-29,817.0, Roberto Matta,-420,Mutual Art,-,"['etching', 'and', 'aquatint', 'in', 'color', 'on', 'arches', 'vellum']",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pedrito, 1975 by Fernando Botero, 1975",38.25,29.25,"Estate Jewelry, Art & Collectibles",1975,47,Kodner Galleries,2022-06-29,325.0, Fernando Botero,-420,Mutual Art,-,"['color', 'lithograph', 'on', 'paper']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
". An original Haitian folk art painting. A figural city landscape painting with a profusion of architectural forms and human figures by Prefete Duffaut, dated 1973",29.5,21.5,PRISM,1973,49,Hill Auction Gallery,2022-06-29,1199.0, Prefete Duffaut,-420,Mutual Art,-,"['landscape', 'painting']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
