title,height,length,art_type,date_text,age,house,fecha,price,author,performance,acrylic,aquatint,arches,black,board,bronze,brown,canvas,cardboard,charcoal,color,colors,colours,crayon,down,etching,gelatin,gouache,graphite,guarro,handmade,ink,laid,lithograph,lithographs,masonite,media,metal,mixed,mixografía,mixograph,mounted,nylon,oil,painted,panel,paper,pastel,patina,pencil,plexiglas,plexiglass,print,printed,rice,rods,sand,screenprint,silkscreen,silver,tempera,watercolor,wood,wove,year,month,ln_precio,ln_height,ln_width,age_2,age_3,age_4
las flechadoras,12.75,18.875,latin american art modern & contemporary,1932,90,sotheby's,2015-05-26,78099.0, rufino tamayo,0.8928574490816082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.265732531648492,2.545531271604435,2.9378382951350885,8100,729000,65610000
la familia,49.0,71.0,latin american art modern & contemporary,1987,35,sotheby's,2015-05-26,761236.0, rufino tamayo,2.1500000353044264,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,5,13.542698707032534,3.8918202981106265,4.2626798770413155,1225,42875,1500625
femme abstraite,19.25,15.0,latin american art modern & contemporary,1928,94,sotheby's,2015-05-26,140578.0, joaquín torres garcía,1.40624968739559,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.853517773853905,2.9575110607337933,2.70805020110221,8836,830584,78074896
paysage,9.375,12.25,latin american art modern & contemporary,1927,95,sotheby's,2015-05-26,65603.0, joaquín torres garcía,2.1000016005377806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.091376705593834,2.2380465718564744,2.505525936990736,9025,857375,81450625
eight portraits of elisa,6.125,4.0,latin american art modern & contemporary,1968,54,sotheby's,2015-05-26,29678.0, francisco toledo,0.7916666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,10.298161309566071,1.8123787564307907,1.3862943611198906,2916,157464,8503056
desnudo,41.5,38.5,latin america,1939,83,phillips,2015-05-26,681021.0, armando reverón,1.0900000144048425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,5,13.431348421660605,3.7256934272366524,3.6506582412937387,6889,571787,47458321
untitled (woman with flowers),67.0,47.0,latin american art modern & contemporary,1935,87,sotheby's,2015-05-26,762244.0, alfredo ramos martínez,1.0166666622207297,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,13.544021993386265,4.204692619390966,3.8501476017100584,7569,658503,57289761
tiratura 45,26.5,7.0,latin american art modern & contemporary,1966,56,sotheby's,2015-05-26,28116.0, jesus-rafael soto,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,5,10.244094088295796,3.2771447329921766,1.9459101490553132,3136,175616,9834496
grafismo del hombre y barco,22.5,28.0,latin american art modern & contemporary,1946,76,sotheby's,2015-05-26,124958.0, joaquín torres garcía,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.73573295982379,3.1135153092103742,3.332204510175204,5776,438976,33362176
gallo gallina,17.625,15.375,latin american art modern & contemporary,1973,49,sotheby's,2015-05-26,34363.0, francisco toledo,1.2222214318233555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,5,10.444735683113366,2.8693183486983322,2.7327428136925818,2401,117649,5764801
amantes y chapulines and figuras caminando (personajes y venados),80.25,100.625,latin american art modern & contemporary,1972,50,sotheby's,2015-05-26,14058.0, francisco toledo,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,5,9.55094690773585,4.385146762010125,4.611400735738727,2500,125000,6250000
mujer sentada en el mercado con rebozo azul y flores,15.375,11.0,latin america,1937,85,phillips,2015-05-26,132768.0, diego rivera,1.5178568366321523,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,5,11.796358523132595,2.7327428136925818,2.3978952727983707,7225,614125,52200625
el balcón,32.25,25.75,latin american art modern & contemporary,1921,101,sotheby's,2015-05-26,432355.0, diego rivera,0.98857136912293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,12.977002289026228,3.4735180432417816,3.248434627109745,10201,1030301,104060401
veleros al sol,53.125,48.0,latin american art modern & contemporary,1944,78,sotheby's,2015-05-26,203057.0, benito quinquela martin,0.6499999679892853,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,12.221242006787643,3.972647627244581,3.871201010907891,6084,474552,37015056
vendedores de jarros,22.625,16.625,latin american art modern & contemporary,1934,88,sotheby's,2015-05-26,117148.0, alfredo ramos martínez,1.171874921848663,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,5,11.671193371660463,3.11905548958599,2.810907586541918,7744,681472,59969536
"cuaderno de dibujo de toledo, nueva york (new york sketchbook)",8.5,10.75,latin american art modern & contemporary,1970,52,sotheby's,2015-05-26,62479.0, francisco toledo,0.8333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,5,11.042585779263845,2.1400661634962708,2.3749057545736716,2704,140608,7311616
watering flowers,8.5,10.75,latin american art modern & contemporary,1970,52,sotheby's,2015-05-26,9372.0, francisco toledo,1.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,5,9.145481799627687,2.1400661634962708,2.3749057545736716,2704,140608,7311616
chapulín con sapo,9.75,12.75,latin american art modern & contemporary,1970,52,sotheby's,2015-05-26,4686.0, francisco toledo,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,5,8.452334619067742,2.277267285009756,2.545531271604435,2704,140608,7311616
port constructif avec ciel bleu (puerto constructivo con cielo azul),20.25,24.25,latin america: the legacy of abstraction,1930,92,sotheby's,2015-05-26,642284.0, joaquín torres garcía,1.0279999724707458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,13.372785852457643,3.0081547935525483,3.188416617383492,8464,778688,71639296
estructura ocre constructiva con signos en blanco,34.125,40.875,latin america: the legacy of abstraction,1939,83,sotheby's,2015-05-26,212093.0, joaquín torres garcía,1.9400006860200547,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,5,12.264780136707824,3.530030253505124,3.7105186292174173,6889,571787,47458321
salon de mai,83.25,78.75,latin america: the legacy of abstraction,1975,47,sotheby's,2015-05-26,99630.0, jesus-rafael soto,1.2571434339712635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,5,11.509218603038901,4.421848128860553,4.366278277705742,2209,103823,4879681
double vibration in red,35.5,18.0,latin america: the legacy of abstraction,1967,55,sotheby's,2015-05-26,234296.0, jesus-rafael soto,1.0714286530887556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,5,12.364340552220408,3.56953269648137,2.8903717578961645,3025,166375,9150625
constructif (also known as constructif aux double ligne a la terre d’ombre),170.5,120.75,latin american art,1932,90,christie's,2015-05-27,636036.0, joaquín torres garcía,1.696666758697626,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,13.363010444493911,5.1387352967235715,4.793722292532682,8100,729000,65610000
l'oiseau blanc (vol en piqué),31.625,12.125,latin american art,1958,64,christie's,2015-05-27,201182.0, emilio pettoruti,1.0733333102144111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,12.211965249984972,3.453947947047684,2.495269436823547,4096,262144,16777216
landscape in blue,26.0,40.0,latin american art,1969,53,christie's,2015-05-27,109338.0, david alfaro siqueiros,1.458332916525786,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,5,11.60219928071411,3.258096538021482,3.6888794541139363,2809,148877,7890481
allegory with maría ilaraz miranda de terra,25.125,170.5,latin american art,1933,89,christie's,2015-05-27,306147.0, david alfaro siqueiros,4.08333199955185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,12.63182065774001,3.22386336637924,5.1387352967235715,7921,704969,62742241
escena de la pasión,17.0,11.875,latin american art,1943,79,christie's,2015-05-27,20306.0, rené portocarrero,0.9285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,5,9.918671687861169,2.833213344056216,2.474435349920705,6241,493039,38950081
untitled,120.5,10.125,latin american art,1964,58,christie's,2015-05-27,24992.0, david alfaro siqueiros,1.1428571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,10.126311052639412,4.791649752930709,2.315007612992603,3364,195112,11316496
caminar a la cascada,24.0,36.0,latin american art,1995,27,christie's,2015-05-27,171192.0, tomás sánchez,0.9133333155495328,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,12.050541012625983,3.1780538303479458,3.58351893845611,729,19683,531441
lavanderas con zopilotes,330.5,250.5,latin american art,1928,94,christie's,2015-05-27,310809.0, diego rivera,1.3112500137111942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,12.646933854585326,5.800606659291741,5.523458920524919,8836,830584,78074896
mujer con sandía,51.25,38.0,latin american art,1959,63,christie's,2015-05-27,655694.0, rufino tamayo,1.6562498618621426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,13.39344949568369,3.9367156180185177,3.6375861597263857,3969,250047,15752961
con ideas en la cabeza,78.0,78.0,latin american art,1985,37,christie's,2015-05-27,109338.0, antonio seguí,1.0937502344543628,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.60219928071411,4.356708826689592,4.356708826689592,1369,50653,1874161
oír las aguas,48.0,58.5,latin american art,1995,27,christie's,2015-05-27,681021.0, tomás sánchez,1.0900000144048425,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,13.431348421660605,3.871201010907891,4.069026754237811,729,19683,531441
"maría félix, el amor",11.0,80.5,latin american art,1949,73,christie's,2015-05-27,37487.0, diego rivera,2.399997439114958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,5,10.531749485189057,2.3978952727983707,4.388257184424518,5329,389017,28398241
paisaje medido con fábrica y montaña,20.0,250.25,latin american art,1940,82,christie's,2015-05-27,78099.0, joaquín torres garcía,1.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.265732531648492,2.995732273553991,5.52246041819533,6724,551368,45212176
el suéter rosa,51.25,37.25,latin american art,1972,50,christie's,2015-05-27,741001.0, rufino tamayo,0.9883332815381594,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015,5,13.51575725380498,3.9367156180185177,3.6176519448255684,2500,125000,6250000
joven descansando,10.625,17.125,latin american art,1967,55,christie's,2015-05-27,121834.0, francisco zuñiga,1.3928565712365069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.710414741445113,2.3632097148104805,2.840539384148289,3025,166375,9150625
study for the mural patricios y patricidas for the ex aduana de santo domingo,52.0,41.5,latin american art,1950,72,christie's,2015-05-27,37487.0, david alfaro siqueiros,0.8571425304991329,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2015,5,10.531749485189057,3.9512437185814275,3.7256934272366524,5184,373248,26873856
vibrations métalliques,10.625,110.75,latin american art,1969,53,christie's,2015-05-27,31240.0, jesus-rafael soto,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,10.349454603953623,2.3632097148104805,4.707275408925245,2809,148877,7890481
gallo,40.0,32.0,latin american art,1984,38,christie's,2015-05-27,31240.0, mariano rodriguez,0.9090909090909092,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,10.349454603953623,3.6888794541139363,3.4657359027997265,1444,54872,2085136
"impresiones de egipto, planch 6",19.5,25.0,may modern & contemporary art auction,1982,40,ro gallery,2015-05-28,1499.0, francisco zuñiga,0.9599743836055076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,7.312553498102598,2.970414465569701,3.2188758248682006,1600,64000,2560000
mesa de café con hombre leyendo,160.5,20.375,latin american art,1940,82,christie's,2015-05-27,456097.0, joaquín torres garcía,5.214286163415958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,13.030460785173227,5.07829394257007,3.0143086591269266,6724,551368,45212176
paisaje con casas,190.25,220.5,latin american art,1949,73,christie's,2015-05-27,132768.0, joaquín torres garcía,3.035717143817465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.796358523132595,5.248338996741795,5.395897694886901,5329,389017,28398241
nieves desnuda de rodillas sobre un petate,290.75,39.625,latin american art,1940,82,christie's,2015-05-27,130870.0, diego rivera,1.810000435661448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.781959743049526,5.672463791398774,3.6794602321974446,6724,551368,45212176
punchao,59.0,59.0,latin american art,1983,39,christie's,2015-05-27,101528.0, fernando de szyszlo,1.6250005001700578,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.52808990149,4.07753744390572,4.07753744390572,1521,59319,2313441
contemplación en grises y negros,11.0,80.5,latin american art,1993,29,christie's,2015-05-27,18744.0, tomás sánchez,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,9.838628980187632,2.3978952727983707,4.388257184424518,841,24389,707281
personaje vegetal de cualquier día,25.0,19.0,latin american art,1986,36,christie's,2015-05-27,62479.0, tomás sánchez,1.4285714285714284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.042585779263845,3.2188758248682006,2.9444389791664403,1296,46656,1679616
descubridor del testigo en la noche,10.875,13.875,latin american art,1993,29,christie's,2015-05-27,59355.0, tomás sánchez,0.9499999599865236,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,10.991291642487635,2.386466576974748,2.630088659632498,841,24389,707281
woman with bundle,15.0,11.0,latin american art,1935,87,christie's,2015-05-27,43735.0, diego rivera,1.555555950752881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,5,10.685903975853956,2.70805020110221,2.3978952727983707,7569,658503,57289761
laura (mujer en amarillo),28.125,22.0,latin american art,1958,64,christie's,2015-05-27,109338.0, rené portocarrero,2.1874993747886786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.60219928071411,3.3366588605245844,3.091042453358316,4096,262144,16777216
yucateca en cuclillas con naranja,10.875,110.25,latin american art,1965,57,christie's,2015-05-27,74975.0, francisco zuñiga,0.8571426938231421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.22491000361721,2.386466576974748,4.702750514326955,3249,185193,10556001
the astronauts,51.0,75.0,latin american art,1971,51,christie's,2015-05-27,980920.0, rufino tamayo,1.308333369456594,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,13.796246185782817,3.9318256327243257,4.31748811353631,2601,132651,6765201
retrato de carmelita avilés,390.5,230.5,latin american art,1937,85,christie's,2015-05-27,411112.0, diego rivera,1.879999963416296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,12.926620962438058,5.967427969279741,5.440250862436703,7225,614125,52200625
mouvement fragmenté,28.625,11.125,latin american art,1966,56,christie's,2015-05-27,109338.0, jesus-rafael soto,0.8749997499154715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,5,11.60219928071411,3.3542804618744038,2.409194828052304,3136,175616,9834496
paisaje,180.25,24.125,latin american art,1928,94,christie's,2015-05-27,85909.0, joaquín torres garcía,1.7187506252075688,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.361043875475891,5.1943447761650585,3.1832486472250494,8836,830584,78074896
crepúsculo,49.0,41.0,latin american art,1966,56,christie's,2015-05-27,31240.0, benito quinquela martin,0.9090909090909092,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,10.349454603953623,3.8918202981106265,3.713572066704308,3136,175616,9834496
impresión de la boca,190.75,230.5,latin american art,1963,59,christie's,2015-05-27,56231.0, benito quinquela martin,1.5000013337850415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,5,10.937223485229126,5.250963670164566,5.440250862436703,3481,205379,12117361
tres mujeres platicando,10.0,150.75,latin american art,1980,42,christie's,2015-05-27,46859.0, francisco zuñiga,2.142855509647857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,10.754898371671898,2.302585092994046,5.015622835607295,1764,74088,3111696
the smoker,12.0,9.875,latin american art,1960,62,christie's,2015-05-27,124958.0, rufino tamayo,1.6666666666666663,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,11.73573295982379,2.4849066497880004,2.2900063107871858,3844,238328,14776336
el sueno,22.0,30.0,may modern & contemporary art auction,1977,45,ro gallery,2015-05-28,875.0, francisco zuñiga,0.5185185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,6.774223886357614,3.091042453358316,3.4011973816621555,2025,91125,4100625
la escalera,29.75,21.25,american & european prints & photographs,1986,36,"skinner, boston",2015-05-29,768.0, francisco zuñiga,0.4919923126201153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5,6.643789733147672,3.392829131991639,3.056356895370426,1296,46656,1679616
sans titre,22.5,57.0,american & european prints & photographs,1991,31,"skinner, boston",2015-05-29,6148.0, jesus-rafael soto,0.9839948783610756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,5,8.723882104658486,3.1135153092103742,4.04305126783455,961,29791,923521
petit carré rouge,18.312,5.0,american & european paintings,1965,57,"skinner, boston",2015-05-29,65322.0, jesus-rafael soto,2.090999884761649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,5,11.087084165109236,2.907556582650266,1.6094379124341003,3249,185193,10556001
petite vibration brique et noire,19.75,18.0,modern & contemporary art signature auction,1966,56,"heritage auctions, dallas",2015-05-30,24992.0, jesus-rafael soto,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2015,5,10.126311052639412,2.9831534913471307,2.8903717578961645,3136,175616,9834496
