title,height,length,art_type,date_text,age,house,fecha,price,author,performance,acrylic,aquatint,arches,black,board,bronze,brown,canvas,cardboard,charcoal,color,colors,colours,crayon,down,etching,gelatin,gouache,graphite,guarro,handmade,ink,laid,lithograph,lithographs,masonite,media,metal,mixed,mixografía,mixograph,mounted,nylon,oil,painted,panel,paper,pastel,patina,pencil,plexiglas,plexiglass,print,printed,rice,rods,sand,screenprint,silkscreen,silver,tempera,watercolor,wood,wove,year,month,ln_precio,ln_height,ln_width,age_2,age_3,age_4
watermelon,76.0,57.0,2013 autumn sale ,1969,53,est-ouest auctions,2013-09-28,1935.0, rufino tamayo,0.7474938674598729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,9,7.5678626054638825,4.330733340286331,4.04305126783455,2809,148877,7890481
"capitulo xii, from apocalypse de saint jean (p. 67)",13.125,20.0,period art & design,1959,63,bonhams,2013-09-29,954.0, rufino tamayo,0.9375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,9,6.860663671448287,2.5745188084776873,2.995732273553991,3969,250047,15752961
mujer de yucatán con naranjas (b. 8),30.0,22.25,period art & design,1973,49,bonhams,2013-09-29,1112.0, francisco zuñiga,0.9721979367022204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,9,7.013915474810528,3.4011973816621555,3.1023420086122493,2401,117649,5764801
"pls. 3, 5, 7, 9, 10, from impressions of egypt (b. 76; 78; 80; 82; 83)",13.75,19.75,period art & design,1982,40,bonhams,2013-09-29,1271.0, francisco zuñiga,0.9523809523809522,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,9,7.147559271189454,2.6210388241125804,2.9831534913471307,1600,64000,2560000
"chimborazo mountain, ecuador",33.0,47.5,"paintings, prints & vintage posters",1914,108,"mallams, oxford saleroom",2013-10-02,5363.0, cesar villacres,2.5999903039705243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.587278798982926,3.4965075614664802,3.8607297110405954,11664,1259712,136048896
vendedora de floras,11.0,17.25,modern art & design auction,1948,74,los angeles modern auctions,2013-10-13,3178.0, alfredo ramos martínez,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.064007347096661,2.3978952727983707,2.847812143477369,5476,405224,29986576
la negresse,27.25,21.0,modern art & design auction,1969,53,los angeles modern auctions,2013-10-13,2225.0, rufino tamayo,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,7.707512194600341,3.305053521109253,3.044522437723423,2809,148877,7890481
mujer envuelta con rebozo,17.5,12.0,modern art & design auction,1978,44,los angeles modern auctions,2013-10-13,28605.0, francisco zuñiga,1.0465122660164303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,10.261336806702628,2.8622008809294686,2.4849066497880004,1936,85184,3748096
mano blanca,16.0,23.5,modern art & design auction,1977,45,los angeles modern auctions,2013-10-13,2782.0, rufino tamayo,0.875200553685469,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,7.930925372483388,2.772588722239781,3.1570004211501135,2025,91125,4100625
cabeza sobre fondo rosa (from 8 aguafuertes),29.0,21.5,modern art & design auction,1984,38,los angeles modern auctions,2013-10-13,4371.0, rufino tamayo,0.9822913389365814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.382747094863314,3.367295829986474,3.068052935133617,1444,54872,2085136
hombre geometrico,9.5,12.25,modern art & design auction,1960,62,los angeles modern auctions,2013-10-13,9535.0, francisco toledo,1.0714265648614787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,9.16272451803452,2.2512917986064953,2.505525936990736,3844,238328,14776336
set of 20 works: 20 dibujos,18.0,25.0,modern art & design auction,1974,48,los angeles modern auctions,2013-10-13,6357.0, francisco zuñiga,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.757311846936409,2.8903717578961645,3.2188758248682006,2304,110592,5308416
bañista,6.0,6.0,2013 larsen art auction,1957,65,larsen gallery,2013-10-21,3814.0, francisco zuñiga,0.7499975419587639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.246433786160365,1.791759469228055,1.791759469228055,4225,274625,17850625
niño saltando (p. 304),30.75,23.25,prints & multiples,1982,40,bonhams,2013-10-22,5085.0, rufino tamayo,1.5999874140616397,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.53405030848266,3.4258899942525267,3.1463051320333655,1600,64000,2560000
naturaleza muerta (p. 36),17.5,21.25,prints & multiples,1950,72,bonhams,2013-10-22,6675.0, rufino tamayo,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.80612448326845,2.8622008809294686,3.056356895370426,5184,373248,26873856
personaje en negro (p. 173),29.75,22.25,prints & multiples,1975,47,bonhams,2013-10-22,3019.0, rufino tamayo,0.9499984266339406,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.012680929706839,3.392829131991639,3.1023420086122493,2209,103823,4879681
serie sintesis cuadarados vibrantes,15.4,15.4,art for the interior,1979,43,seoul auction,2013-10-24,9582.0, jesus-rafael soto,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,9.167641617443067,2.7343675094195836,2.7343675094195836,1849,79507,3418801
man carrying basket,26.0,2.0,october 2013 fine art & antiques auction,1937,85,aspire auctions,2013-10-24,7018.0, diego rivera,0.7359981542366038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2013,10,8.85623355614316,3.258096538021482,0.6931471805599453,7225,614125,52200625
le soleil,46.228,21.0,"dagny & jan runnqvist, bonnier gallery, a century of passion & artistic commitments",1970,52,christie's,2013-10-26,9213.0, jesus-rafael soto,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,9.128370809108931,3.833585675113195,3.044522437723423,2704,140608,7311616
sans titre,162.56,17.0,"dagny & jan runnqvist, bonnier gallery, a century of passion & artistic commitments",1966,56,christie's,2013-10-26,35097.0, jesus-rafael soto,7.999954412317792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,10,10.465870935715712,5.091047164390117,2.833213344056216,3136,175616,9834496
homme accroupi,191.77,55.0,"old masters, modern & contemporary art",1979,43,de vuyst,2013-10-26,4387.0, antonio seguí,0.7142857142857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.386400901166214,5.256296737285425,4.007333185232471,1849,79507,3418801
"paris journal 74, ""la concorde""",96.52,46.0,contemporary art,1992,30,artcurial,2013-10-29,7277.0, antonio seguí,1.1877131991708696,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.892473968347087,4.569750240756831,3.828641396489095,900,27000,810000
sans titre,289.56,146.0,contemporary art,1988,34,artcurial,2013-10-29,31836.0, antonio seguí,1.0392001331805674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,10.36835300392574,5.6683625294249405,4.983606621708336,1156,39304,1336336
incliné bleu et noir,17.0,15.0,prints & multiples,1996,26,christie's,2013-10-29,25427.0, jesus-rafael soto,1.6000025170134378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,10,10.14356688055654,2.833213344056216,2.70805020110221,676,17576,456976
hannover,10.25,17.75,paintings and sculptures auction,1968,54,fine art auctions,2013-10-30,27970.0, jesus-rafael soto,0.8799997483018239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,10.238887786196006,2.327277705584417,2.8763855159214247,2916,157464,8503056
espiral doble from series síntesis,15.5,15.5,paintings and sculptures auction,1979,43,fine art auctions,2013-10-30,13985.0, jesus-rafael soto,1.0999988201657274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,9.54574060563606,2.740840023925201,2.740840023925201,1849,79507,3418801
paysanne,27.5,21.0,old master through modern prints,1969,53,swann auction galleries,2013-10-30,2225.0, rufino tamayo,0.8750024578720728,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,7.707512194600341,3.3141860046725258,3.044522437723423,2809,148877,7890481
torse de femme,27.375,21.125,old master through modern prints,1969,53,swann auction galleries,2013-10-30,2066.0, rufino tamayo,0.8124901683183892,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,7.633369649679584,3.3096301881366648,3.0504571732432377,2809,148877,7890481
bodegon,21.75,29.5,old master through modern prints,1980,42,swann auction galleries,2013-10-30,3814.0, rufino tamayo,1.1999937074268094,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.246433786160365,3.079613757534693,3.3843902633457743,1764,74088,3111696
figura de mujer,30.0,22.0,old master through modern prints,1973,49,swann auction galleries,2013-10-30,2066.0, rufino tamayo,0.8124901683183892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,7.633369649679584,3.4011973816621555,3.091042453358316,2401,117649,5764801
personaje a contraluz,29.875,22.0,old master through modern prints,1975,47,swann auction galleries,2013-10-30,4768.0, rufino tamayo,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,8.469682208745185,3.397022010251675,3.091042453358316,2209,103823,4879681
side portrait of a farmer,15.0,11.0,modern & contemporary art,1938,84,"heritage auctions, dallas",2013-11-02,30989.0, diego rivera,1.3928548152576234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,11,10.341387581787455,2.70805020110221,2.3978952727983707,7056,592704,49787136
nina,36.5,27.0,modern & contemporary art,1981,41,"heritage auctions, dallas",2013-11-02,6357.0, rufino tamayo,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,8.757311846936409,3.597312260588446,3.295836866004329,1681,68921,2825761
dos cabezas de mujer (from mujeres),21.0,27.25,modern & contemporary art,1969,53,"heritage auctions, dallas",2013-11-02,2384.0, rufino tamayo,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,7.776535028185241,3.044522437723423,3.305053521109253,2809,148877,7890481
dos cabezas (from mujeres),27.25,21.0,modern & contemporary art,1969,53,"heritage auctions, dallas",2013-11-02,2702.0, rufino tamayo,1.4166622974885963,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,7.9017475185201445,3.305053521109253,3.044522437723423,2809,148877,7890481
cabeza roja,29.0,21.625,modern & contemporary works of art,1975,47,freeman's,2013-11-03,2929.0, rufino tamayo,1.5360008390581572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,11,7.982416346827733,3.367295829986474,3.073850052817943,2209,103823,4879681
madera constructiva,12.0,70.75,a dialogue through art: works from the jan krugier collection evening sale,1930,92,christie's,2013-11-04,189431.0, joaquín torres garcía,1.1920001812248535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,11,12.15178012110327,2.4849066497880004,4.259152536523347,8464,778688,71639296
composition,150.5,100.75,a dialogue through art: works from the jan krugier collection evening sale,1929,93,christie's,2013-11-04,464043.0, joaquín torres garcía,1.4600000975340712,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,13.047732499328363,5.01396308418893,4.612642200826793,8649,804357,74805201
cabeza indigena,19.5,15.5,impressionist & modern art,1938,84,bonhams,2013-11-05,33373.0, alfredo ramos martínez,1.7500032773560914,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,11,10.415502468813338,2.970414465569701,2.740840023925201,7056,592704,49787136
pablo (el muchacho en la camissa amarillo),22.75,17.0,impressionist & modern art,1933,89,bonhams,2013-11-05,21454.0, alfredo ramos martínez,1.1249983613219543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,9.973666387157374,3.1245651453969594,2.833213344056216,7921,704969,62742241
untitled,19.5,20.0,"european, american, modern, contemporary & street art",1969,53,doyle new york,2013-11-05,7946.0, francisco zuñiga,1.0416680322227538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,8.980423936374544,2.970414465569701,2.995732273553991,2809,148877,7890481
personaje en verde,193.04,56.0,modern & contemporary prints,1975,47,"dorotheum, vienna",2013-11-06,2043.0, rufino tamayo,2.969908416921064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,7.622174594817622,5.262897421316776,4.02535169073515,2209,103823,4879681
"soledad acostada, from the mexican masters suite",22.5,30.0,period art & design,1973,49,bonhams,2013-11-10,477.0, francisco zuñiga,0.625,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,11,6.1675164908883415,3.1135153092103742,3.4011973816621555,2401,117649,5764801
mujer con sandia (pereda 32),21.625,16.875,"old master, modern & contemporary prints",1950,72,doyle new york,2013-11-11,2384.0, rufino tamayo,1.8749508454581203,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,7.776535028185241,3.073850052817943,2.8258332367585934,5184,373248,26873856
grupo de tres figuras con niño,8.0,0.5,contemporary art,1963,59,bonhams,2013-11-12,19070.0, francisco zuñiga,2.1428531297229574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,11,9.855871698594465,2.0794415416798357,-0.6931471805599453,3481,205379,12117361
portrait of a woman,24.75,18.75,auction,1936,86,brunk auctions,2013-11-15,15256.0, diego rivera,0.960001006818046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,9.632728147280256,3.2088254890146994,2.9311937524164198,7396,636056,54700816
2 works : ritual ; mujer bebiendo,19.0,15.0,period art & design including jewelry,1984,38,bonhams,2013-11-17,1191.0, francisco zuñiga,0.9369837148926128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,7.0825485693553,2.9444389791664403,2.70805020110221,1444,54872,2085136
madre e hija,20.75,27.25,period art & design including jewelry,1974,48,bonhams,2013-11-17,1907.0, francisco zuñiga,1.2000125853443664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013,11,7.553286605600419,3.0325462466767075,3.305053521109253,2304,110592,5308416
3 works: figuras; serie insectario ii; serie insectario ii,90.5,12.875,latin american art,1970,52,christie's,2013-11-19,17481.0, francisco toledo,1.099997797613242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,11,9.768869855811184,4.505349850705881,2.5552874465497997,2704,140608,7311616
purig runa (xi),32.0,390.25,latin american art,1976,46,christie's,2013-11-19,95351.0, fernando de szyszlo,2.142856340237521,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,11.46532009865055,3.4657359027997265,5.9667875593955415,2116,97336,4477456
dos mujeres en rojos,430.5,570.25,latin american art,1978,44,christie's,2013-11-19,845448.0, rufino tamayo,0.950000014045808,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,11,13.647621943359662,6.064947323867785,6.346074861164498,1936,85184,3748096
untitled,19.125,12.375,latin american art,1953,69,christie's,2013-11-19,22249.0, rené portocarrero,0.8749992626079296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,10.010052342764158,2.9509963797125995,2.515678308454754,4761,328509,22667121
portrait of a woman,25.437,5.0,latin american art,1977,45,christie's,2013-11-19,19070.0, rené portocarrero,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,9.855871698594465,3.2362048069899756,1.6094379124341003,2025,91125,4100625
cancionero tocando cítara,19.0,240.25,latin american art,1938,84,christie's,2013-11-19,71513.0, diego rivera,0.937499795164036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,11.177634530336995,2.9444389791664403,5.481680047850402,7056,592704,49787136
la luz diagonal,18.0,24.0,latin american art,2012,10,christie's,2013-11-19,219944.0, tomás sánchez,2.4714280738066425,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,12.30112824747776,2.8903717578961645,3.1780538303479458,100,1000,10000
conversation,150.25,11.0,latin american art,1938,84,christie's,2013-11-19,127135.0, diego rivera,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,11,11.753004792990641,5.012300573415317,2.3978952727983707,7056,592704,49787136
desnudo de emelia de pie,220.5,8.0,latin american art,1972,50,christie's,2013-11-19,28605.0, francisco zuñiga,1.285713322560999,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,10.261336806702628,5.395897694886901,2.0794415416798357,2500,125000,6250000
iglesia románica,13.125,160.25,latin american art,1940,82,christie's,2013-11-19,38141.0, joaquín torres garcía,1.3333333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,10.549045098003141,2.5745188084776873,5.076735095800779,6724,551368,45212176
dos/camino a mendieta,40.0,40.0,latin american art,1997,25,christie's,2013-11-19,79459.0, fernando de szyszlo,1.7857138844035727,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,11.282996444340997,3.6888794541139363,3.6888794541139363,625,15625,390625
8 y 45,19.625,58.875,latin american art,1992,30,christie's,2013-11-19,30195.0, antonio seguí,0.7916667212884805,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,10.315431626742,2.976804263668472,4.0754165523365815,900,27000,810000
los últimos alquimistas,45.0,570.25,latin american art,1990,32,christie's,2013-11-19,60389.0, antonio seguí,0.9500002752985612,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,11.008562248131891,3.8066624897703196,6.346074861164498,1024,32768,1048576
caída de aguas en luz dorada,23.0,300.5,latin american art,1992,30,christie's,2013-11-19,87405.0, tomás sánchez,1.145832991940955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,11,11.378307768245284,3.1354942159291497,5.705447753975262,900,27000,810000
positivo negativo,390.25,280.5,latin american art,1997,25,christie's,2013-11-19,31784.0, antonio seguí,1.1111111111111112,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,10.366718297494435,5.9667875593955415,5.636573724962751,625,15625,390625
