time,close,daily_return
2015-07-20,280.0,
2015-07-21,277.32,-0.009571428571428564
2015-07-22,277.89,0.0020553872782345106
2015-07-23,277.39,-0.0017992730936701173
2015-07-24,289.12,0.04228703269764589
2015-07-25,289.7,0.00200608743774211
2015-07-26,293.89,0.014463237832240239
2015-07-27,294.21,0.0010888427642994358
2015-07-28,295.76,0.005268345739437796
2015-07-29,290.19,-0.018832837435758698
2015-07-30,288.49,-0.005858230814294041
2015-07-31,285.19,-0.011438871364692016
2015-08-01,281.53,-0.012833549563449065
2015-08-02,282.62,0.0038717010620539227
2015-08-03,280.95,-0.005908994409454471
2015-08-04,285.51,0.016230646022423967
2015-08-05,282.77,-0.009596861756155706
2015-08-06,279.65,-0.011033702302224446
2015-08-07,279.94,0.0010370105489003745
2015-08-08,262.02,-0.06401371722511973
2015-08-09,267.63,0.021410579345088276
2015-08-10,265.15,-0.00926652467959499
2015-08-11,271.99,0.025796718838393407
2015-08-12,266.94,-0.018566859075701325
2015-08-13,264.67,-0.008503783621787608
2015-08-14,266.17,0.005667434918955605
2015-08-15,262.46,-0.013938460382462492
2015-08-16,259.2,-0.012420940333765063
2015-08-17,257.31,-0.007291666666666585
2015-08-18,221.99,-0.13726633243946984
2015-08-19,227.34,0.024100184693004234
2015-08-20,235.56,0.03615729743995777
2015-08-21,232.85,-0.011504499915095945
2015-08-22,231.15,-0.007300837449001452
2015-08-23,229.21,-0.008392818516115064
2015-08-24,211.16,-0.07874874569172374
2015-08-25,223.73,0.05952831975752981
2015-08-26,226.81,0.01376659366200328
2015-08-27,225.8,-0.004453066443278475
2015-08-28,231.55,0.02546501328609385
2015-08-29,230.61,-0.0040595983588858076
2015-08-30,229.39,-0.005290316985386734
2015-08-31,230.75,0.005928767601028895
2015-09-01,228.22,-0.010964247020585072
2015-09-02,229.97,0.007668039610901678
2015-09-03,227.25,-0.011827629690829289
2015-09-04,231.39,0.018217821782178234
2015-09-05,236.01,0.019966290678075982
2015-09-06,241.29,0.022371933392652865
2015-09-07,241.31,8.288781134746515e-05
2015-09-08,244.14,0.011727653226140555
2015-09-09,238.75,-0.022077496518391082
2015-09-10,238.52,-0.0009633507853402667
2015-09-11,240.9,0.009978198893174639
2015-09-12,236.5,-0.0182648401826484
2015-09-13,230.82,-0.02401691331923894
2015-09-14,231.01,0.00082315223984053
2015-09-15,230.6,-0.0017748149430760751
2015-09-16,229.73,-0.0037727666955768013
2015-09-17,233.34,0.01571409915988342
2015-09-18,233.78,0.0018856604097026164
2015-09-19,232.88,-0.0038497732911284555
2015-09-20,232.24,-0.0027481964960494043
2015-09-21,227.31,-0.021228039958663514
2015-09-22,231.28,0.01746513571774222
2015-09-23,230.26,-0.004410238671739952
2015-09-24,235.27,0.02175801268131683
2015-09-25,235.89,0.0026352701151866054
2015-09-26,234.69,-0.0050871168765102
2015-09-27,233.58,-0.00472964335932502
2015-09-28,239.99,0.027442418015241055
2015-09-29,236.89,-0.01291720488353687
2015-09-30,237.14,0.0010553421419223774
2015-10-01,238.34,0.005060301931348654
2015-10-02,238.28,-0.00025174121003612715
2015-10-03,239.92,0.006882659056572038
2015-10-04,239.87,-0.00020840280093359365
2015-10-05,240.95,0.004502438821027965
2015-10-06,246.64,0.02361485785432671
2015-10-07,244.0,-0.010703859876743382
2015-10-08,242.94,-0.004344262295082002
2015-10-09,244.35,0.005803902198073585
2015-10-10,246.07,0.007039083282177172
2015-10-11,249.02,0.011988458568700011
2015-10-12,246.39,-0.010561400690707656
2015-10-13,250.99,0.018669588863184483
2015-10-14,253.27,0.009084027252081794
2015-10-15,254.99,0.00679117147707986
2015-10-16,263.43,0.03309933722891101
2015-10-17,272.87,0.03583494666514819
2015-10-18,265.0,-0.02884157291017697
2015-10-19,265.17,0.0006415094339622396
2015-10-20,271.14,0.022513859033827188
2015-10-21,268.77,-0.008740871874308498
2015-10-22,275.84,0.02630501916136474
2015-10-23,278.76,0.010585846867749549
2015-10-24,284.29,0.019837853350552548
2015-10-25,284.97,0.0023919237398430937
2015-10-26,287.1,0.00747447099694698
2015-10-27,295.61,0.02964123998606749
2015-10-28,304.09,0.028686444978180514
2015-10-29,316.08,0.039429116380019114
2015-10-30,329.11,0.04122374082510771
2015-10-31,314.85,-0.043328978153201025
2015-11-01,329.46,0.046403049070986135
2015-11-02,365.21,0.10851089661870938
2015-11-03,404.1,0.10648667889707308
2015-11-04,410.0,0.014600346448898627
2015-11-05,387.21,-0.055585365853658586
