date, value,returns
11/12/1963,4.12,0.004878048780487809
12/12/1963,4.12,0.0
13/12/1963,4.13,0.0024271844660193054
16/12/1963,4.15,0.004842615012106588
17/12/1963,4.15,0.0
18/12/1963,4.15,0.0
19/12/1963,4.14,-0.002409638554217053
20/12/1963,4.15,0.0024154589371983004
23/12/1963,4.15,0.0
24/12/1963,4.15,0.0
26/12/1963,4.15,0.0
27/12/1963,4.15,0.0
30/12/1963,4.14,-0.002409638554217053
31/12/1963,4.14,0.0
02/01/1964,4.14,0.0
03/01/1964,4.15,0.0024154589371983004
06/01/1964,4.16,0.00240963855421672
07/01/1964,4.15,-0.0024038461538461453
08/01/1964,4.18,0.0072289156626503814
09/01/1964,4.18,0.0
10/01/1964,4.18,0.0
13/01/1964,4.18,0.0
14/01/1964,4.18,0.0
15/01/1964,4.18,0.0
16/01/1964,4.17,-0.0023923444976076125
17/01/1964,4.17,0.0
20/01/1964,4.16,-0.0023980815347721673
21/01/1964,4.16,0.0
22/01/1964,4.16,0.0
23/01/1964,4.16,0.0
24/01/1964,4.18,0.004807692307692291
27/01/1964,4.18,0.0
28/01/1964,4.17,-0.0023923444976076125
29/01/1964,4.17,0.0
30/01/1964,4.16,-0.0023980815347721673
31/01/1964,4.15,-0.0024038461538461453
03/02/1964,4.15,0.0
04/02/1964,4.15,0.0
05/02/1964,4.15,0.0
06/02/1964,4.14,-0.002409638554217053
07/02/1964,4.14,0.0
10/02/1964,4.14,0.0
11/02/1964,4.14,0.0
13/02/1964,4.13,-0.0024154589371979673
14/02/1964,4.13,0.0
17/02/1964,4.13,0.0
18/02/1964,4.14,0.002421307506053294
19/02/1964,4.14,0.0
20/02/1964,4.14,0.0
24/02/1964,4.15,0.0024154589371983004
25/02/1964,4.15,0.0
26/02/1964,4.15,0.0
27/02/1964,4.17,0.004819277108433662
28/02/1964,4.18,0.0023980815347721673
02/03/1964,4.17,-0.0023923444976076125
03/03/1964,4.18,0.0023980815347721673
04/03/1964,4.19,0.0023923444976077235
05/03/1964,4.19,0.0
06/03/1964,4.19,0.0
09/03/1964,4.2,0.0023866348448686736
10/03/1964,4.2,0.0
11/03/1964,4.21,0.0023809523809523725
12/03/1964,4.21,0.0
13/03/1964,4.22,0.002375296912114022
16/03/1964,4.21,-0.0023696682464454666
17/03/1964,4.22,0.002375296912114022
18/03/1964,4.23,0.0023696682464455776
19/03/1964,4.24,0.0023640661938533203
20/03/1964,4.25,0.002358490566037652
23/03/1964,4.25,0.0
24/03/1964,4.26,0.0023529411764704466
25/03/1964,4.26,0.0
26/03/1964,4.25,-0.0023474178403755097
30/03/1964,4.25,0.0
31/03/1964,4.23,-0.004705882352941115
01/04/1964,4.23,0.0
02/04/1964,4.24,0.0023640661938533203
03/04/1964,4.25,0.002358490566037652
06/04/1964,4.25,0.0
07/04/1964,4.25,0.0
08/04/1964,4.22,-0.007058823529411784
